"Geneid","ORE_male_1","CHD_male_1","ORE_male_2","CHD_male_2 "
"FBgn0030270","1","0","2","0"
"FBgn0052667","0","0","0","0"
"FBgn0030268","662","328","560","72"
"FBgn0010391","223","133","212","30"
"FBgn0030266","2091","946","1514","234"
"FBgn0027359","71","25","42","8"
"FBgn0030296","8","5","13","1"
"FBgn0001145","3681","1861","2945","491"
"FBgn0030300","112","64","76","15"
"FBgn0030301","157","77","132","10"
"FBgn0030304","654","248","535","62"
"FBgn0030305","30","30","46","8"
"FBgn0030306","50","43","53","11"
"FBgn0052666","711","275","579","52"
"FBgn0030310","42","30","27","12"
"FBgn0030311","0","0","0","0"
"FBgn0030313","0","10","0","1"
"FBgn0030314","77","32","49","10"
"FBgn0030316","106","48","51","7"
"FBgn0019660","719","361","666","79"
"FBgn0002948","63","83","55","15"
"FBgn0030318","119","58","91","11"
"FBgn0030321","124","66","87","24"
"FBgn0002723","291","134","200","28"
"FBgn0004370","1153","548","921","110"
"FBgn0014133","1751","930","1377","221"
"FBgn0030326","5","7","5","3"
"FBgn0030323","50","24","30","7"
"FBgn0030320","208","107","170","34"
"FBgn0030319","5","4","2","1"
"FBgn0030317","1807","1390","1453","275"
"FBgn0000618","1","5","3","0"
"FBgn0027259","7","6","6","1"
"FBgn0003277","830","411","634","128"
"FBgn0030309","184","83","142","18"
"FBgn0030307","1","2","1","0"
"FBgn0030298","0","0","0","0"
"FBgn0045502","0","0","0","0"
"FBgn0030297","3","2","5","0"
"FBgn0030329","247","153","208","28"
"FBgn0030330","162","115","135","22"
"FBgn0030331","12","5","9","0"
"FBgn0002577","0","0","2","0"
"FBgn0030334","5","2","3","1"
"FBgn0030339","18","4","11","5"
"FBgn0030343","460","248","332","47"
"FBgn0030345","81","37","48","5"
"FBgn0030347","94","48","84","11"
"FBgn0030350","106","66","120","23"
"FBgn0030351","7","8","9","1"
"FBgn0030352","29","15","33","7"
"FBgn0030360","53","32","51","3"
"FBgn0030362","215","168","177","29"
"FBgn0030361","85","52","70","7"
"FBgn0001083","146","77","111","19"
"FBgn0030359","10","4","12","2"
"FBgn0003865","0","0","0","0"
"FBgn0000808","2","7","3","0"
"FBgn0030358","540","276","448","85"
"FBgn0030357","45","19","52","5"
"FBgn0052660","0","0","0","0"
"FBgn0030356","0","0","2","0"
"FBgn0030354","375","177","236","47"
"FBgn0030349","733","852","615","202"
"FBgn0030348","33","10","31","2"
"FBgn0030346","92","53","85","13"
"FBgn0030344","205","99","157","29"
"FBgn0030342","78","44","73","9"
"FBgn0030341","91","67","71","18"
"FBgn0030340","3","1","0","0"
"FBgn0030338","0","0","0","0"
"FBgn0001218","3315","1215","2792","327"
"FBgn0004511","35","4","36","3"
"FBgn0030332","92","35","78","11"
"FBgn0030328","820","443","581","117"
"FBgn0030327","299","171","211","43"
"FBgn0030364","169","55","120","29"
"FBgn0030365","57","28","40","6"
"FBgn0030369","8","1","4","0"
"FBgn0052657","1","1","1","0"
"FBgn0040859","1","1","1","1"
"FBgn0030376","1","0","6","0"
"FBgn0052655","28","17","17","1"
"FBgn0030377","27","16","19","4"
"FBgn0030375","0","0","0","1"
"FBgn0030374","0","0","0","0"
"FBgn0030373","0","0","0","0"
"FBgn0030370","0","0","0","0"
"FBgn0030367","91","50","68","15"
"FBgn0030366","1108","638","970","172"
"FBgn0043001","6","0","10","0"
"FBgn0030384","0","0","0","0"
"FBgn0030386","1","0","1","0"
"FBgn0030389","2","0","0","0"
"FBgn0030394","0","0","0","0"
"FBgn0002562","1","157","0","3"
"FBgn0030396","50","19","49","5"
"FBgn0030398","41","16","34","0"
"FBgn0052654","1997","1075","1579","227"
"FBgn0030407","16","6","12","1"
"FBgn0030408","8","5","7","2"
"FBgn0030406","59","36","61","6"
"FBgn0030403","296","111","192","35"
"FBgn0030400","769","468","679","82"
"FBgn0030395","2","1","2","0"
"FBgn0030391","90","54","92","10"
"FBgn0030390","1","1","0","0"
"FBgn0052651","1","0","0","0"
"FBgn0030385","6","1","2","0"
"FBgn0030409","1","0","0","1"
"FBgn0030411","29","9","24","5"
"FBgn0030412","3129","1653","2616","333"
"FBgn0015024","834","444","622","125"
"FBgn0030417","151","73","107","16"
"FBgn0030418","38","24","22","9"
"FBgn0030421","259","129","209","30"
"FBgn0030425","273","185","218","36"
"FBgn0030433","37","16","27","3"
"FBgn0030435","84","61","71","18"
"FBgn0030434","99","41","57","7"
"FBgn0030432","224","89","151","12"
"FBgn0030431","84","42","52","17"
"FBgn0052649","135","83","95","19"
"FBgn0052650","0","0","4","1"
"FBgn0030429","41","16","40","2"
"FBgn0052647","1171","552","1130","126"
"FBgn0030420","108","59","81","22"
"FBgn0020513","2346","1716","1882","462"
"FBgn0030410","17","7","16","0"
"FBgn0052642","1","2","1","0"
"FBgn0052644","0","0","0","0"
"FBgn0030438","0","0","0","0"
"FBgn0052643","0","0","0","0"
"FBgn0030441","10","8","3","1"
"FBgn0030447","32","16","40","4"
"FBgn0030451","6","3","5","0"
"FBgn0030452","1","2","12","2"
"FBgn0052645","18","9","18","5"
"FBgn0030456","47","29","45","0"
"FBgn0030457","46","31","45","8"
"FBgn0052640","0","1","0","0"
"FBgn0052641","5","0","4","0"
"FBgn0029133","170","79","146","16"
"FBgn0004456","278","140","228","37"
"FBgn0030462","0","1","0","0"
"FBgn0052639","4","3","8","4"
"FBgn0030460","37","21","30","8"
"FBgn0030459","2","0","3","0"
"FBgn0025463","121","74","92","22"
"FBgn0030455","1","1","1","0"
"FBgn0052638","155","74","129","30"
"FBgn0030449","3","2","2","1"
"FBgn0010303","1014","468","828","106"
"FBgn0030443","11","8","22","2"
"FBgn0030440","14","7","12","3"
"FBgn0030439","1","6","0","1"
"FBgn0030437","25","16","24","4"
"FBgn0000346","870","498","711","122"
"FBgn0030465","54","32","47","9"
"FBgn0030466","286","135","188","23"
"FBgn0030468","78","47","52","11"
"FBgn0040309","453","243","364","65"
"FBgn0052636","10","5","8","0"
"FBgn0030474","110","45","73","13"
"FBgn0030477","16","5","9","2"
"FBgn0030478","1166","634","947","130"
"FBgn0030480","13","7","7","0"
"FBgn0030481","69","53","77","12"
"FBgn0030482","1011","253","780","27"
"FBgn0030484","254","92","191","23"
"FBgn0030486","721","448","530","78"
"FBgn0030492","1","0","0","0"
"FBgn0030493","0","1","1","0"
"FBgn0030494","0","0","0","0"
"FBgn0030495","0","1","0","0"
"FBgn0030485","405","170","299","42"
"FBgn0030483","4","1","8","0"
"FBgn0030479","587","414","588","72"
"FBgn0010198","961","383","835","90"
"FBgn0030467","81","51","68","15"
"FBgn0052631","1","0","0","0"
"FBgn0052633","0","0","0","0"
"FBgn0030499","162","72","108","22"
"FBgn0030501","1","0","3","0"
"FBgn0030503","31","16","33","8"
"FBgn0030505","1525","920","1232","192"
"FBgn0030507","1","0","9","1"
"FBgn0030508","341","157","305","33"
"FBgn0030509","2","0","0","0"
"FBgn0030511","42","22","24","2"
"FBgn0002878","91","40","87","7"
"FBgn0030518","45","25","28","7"
"FBgn0030519","183","106","148","28"
"FBgn0020909","25","8","18","2"
"FBgn0030528","37","32","24","12"
"FBgn0027537","79","44","68","11"
"FBgn0052626","1240","653","1051","179"
"FBgn0030530","166","104","118","22"
"FBgn0030529","174","105","173","35"
"FBgn0030525","12","7","11","4"
"FBgn0030524","12","12","9","1"
"FBgn0030521","943","370","725","115"
"FBgn0030520","737","349","638","125"
"FBgn0001612","165","60","106","21"
"FBgn0001087","620","390","513","95"
"FBgn0030514","253","123","183","39"
"FBgn0030512","312","173","264","37"
"FBgn0030510","88","46","54","15"
"FBgn0030506","61","34","48","5"
"FBgn0030504","259","134","200","39"
"FBgn0030502","265","186","254","39"
"FBgn0030500","10","4","6","0"
"FBgn0030536","8","7","16","0"
"FBgn0000173","324","153","251","40"
"FBgn0044817","0","0","1","0"
"FBgn0011952","0","0","0","0"
"FBgn0011975","0","0","0","0"
"FBgn0011976","0","0","0","0"
"FBgn0011948","0","0","0","0"
"FBgn0011949","0","0","0","0"
"FBgn0011950","0","0","0","0"
"FBgn0011951","0","0","0","0"
"FBgn0011974","0","0","0","0"
"FBgn0011981","0","0","0","0"
"FBgn0030537","0","0","0","0"
"FBgn0040871","0","0","0","0"
"FBgn0011983","0","0","0","0"
"FBgn0011953","0","0","0","0"
"FBgn0011977","0","0","0","0"
"FBgn0011982","0","0","0","0"
"FBgn0011980","0","0","0","0"
"FBgn0030539","0","0","0","0"
"FBgn0030540","0","1","1","0"
"FBgn0030541","0","0","0","0"
"FBgn0052603","2","0","1","0"
"FBgn0030543","0","1","0","0"
"FBgn0004649","3","0","1","0"
"FBgn0052600","536","349","442","75"
"FBgn0052601","2","1","7","1"
"FBgn0030566","6","3","7","0"
"FBgn0030569","8","0","7","0"
"FBgn0052598","6","1","5","1"
"FBgn0030563","0","0","0","0"
"FBgn0030544","1","0","0","0"
"FBgn0030570","0","0","0","0"
"FBgn0030571","56","28","48","7"
"FBgn0030573","4","3","4","1"
"FBgn0030575","110","52","75","9"
"FBgn0030577","0","2","0","0"
"FBgn0030578","1","0","2","0"
"FBgn0015010","14","18","13","1"
"FBgn0020508","0","2","2","1"
"FBgn0030576","52","27","42","6"
"FBgn0015774","791","375","664","85"
"FBgn0030574","582","254","478","81"
"FBgn0030572","40","21","38","6"
"FBgn0030582","375","293","260","65"
"FBgn0030583","4","3","5","0"
"FBgn0000535","1758","782","1528","168"
"FBgn0052594","306","130","218","23"
"FBgn0030603","201","138","162","18"
"FBgn0030605","104","38","69","16"
"FBgn0030607","138","51","93","8"
"FBgn0053177","16","7","11","1"
"FBgn0053178","1","0","5","0"
"FBgn0030612","63","57","42","12"
"FBgn0030611","24","3","17","1"
"FBgn0030610","85","41","71","12"
"FBgn0030608","2442","1197","2205","353"
"FBgn0030600","6272","2992","4701","734"
"FBgn0030599","0","0","0","0"
"FBgn0027601","865","378","596","109"
"FBgn0052591","14","3","13","3"
"FBgn0030598","30","11","22","1"
"FBgn0030597","44","9","18","2"
"FBgn0030596","35","18","25","1"
"FBgn0030595","14","4","7","1"
"FBgn0030594","56","25","28","2"
"FBgn0030593","1314","382","993","82"
"FBgn0030592","59","31","47","5"
"FBgn0030590","62","39","70","6"
"FBgn0030589","60","40","30","4"
"FBgn0030588","58","22","39","4"
"FBgn0030587","60","13","52","2"
"FBgn0030586","51","21","36","7"
"FBgn0052590","12","8","9","1"
"FBgn0030584","54","28","45","7"
"FBgn0003301","3826","1803","2949","488"
"FBgn0030613","3318","1453","2541","301"
"FBgn0030620","0","0","0","0"
"FBgn0030625","87","50","77","10"
"FBgn0015926","7","2","2","2"
"FBgn0026428","1026","558","803","163"
"FBgn0030631","143","65","117","19"
"FBgn0030634","268","102","222","44"
"FBgn0003132","28","10","12","4"
"FBgn0030630","63","25","39","7"
"FBgn0030629","23","15","24","0"
"FBgn0030628","26","6","20","8"
"FBgn0030624","0","1","0","0"
"FBgn0030623","0","0","0","0"
"FBgn0030622","0","0","0","0"
"FBgn0052588","0","1","0","0"
"FBgn0030617","7","33","3","8"
"FBgn0030616","2226","875","1860","240"
"FBgn0030615","19","4","19","1"
"FBgn0030614","41","18","28","10"
"FBgn0014455","519","207","417","42"
"FBgn0030638","118","66","65","9"
"FBgn0030640","0","0","1","0"
"FBgn0030643","5","1","4","1"
"FBgn0030645","10","5","5","5"
"FBgn0030647","0","2","0","0"
"FBgn0030648","356","169","315","40"
"FBgn0027287","360","199","258","46"
"FBgn0030653","10","4","10","1"
"FBgn0030658","73","29","56","15"
"FBgn0030660","11","5","13","1"
"FBgn0030661","15","7","10","1"
"FBgn0030663","0","0","0","0"
"FBgn0030664","0","0","0","0"
"FBgn0030666","3","0","3","0"
"FBgn0030668","131","49","97","11"
"FBgn0030671","80","53","68","12"
"FBgn0030673","19","5","9","2"
"FBgn0030672","798","368","611","70"
"FBgn0030670","860","412","693","96"
"FBgn0030669","91","33","77","14"
"FBgn0030667","1","3","0","0"
"FBgn0030665","0","0","0","0"
"FBgn0003463","784","388","673","105"
"FBgn0030659","59","28","36","11"
"FBgn0030655","42","22","31","9"
"FBgn0030654","47","18","39","6"
"FBgn0030642","15","17","11","4"
"FBgn0004391","157","76","124","19"
"FBgn0040285","328","156","236","36"
"FBgn0030674","4159","2095","3108","462"
"FBgn0030675","13","7","8","1"
"FBgn0026666","64","43","45","11"
"FBgn0030679","353","85","247","32"
"FBgn0027329","385","178","340","30"
"FBgn0030683","33","9","18","3"
"FBgn0030684","24","9","22","5"
"FBgn0030686","47","25","38","10"
"FBgn0030687","86","68","76","15"
"FBgn0053172","12","7","11","0"
"FBgn0030692","172","62","112","15"
"FBgn0026374","128","78","115","16"
"FBgn0030694","87","35","60","10"
"FBgn0030696","19","17","17","4"
"FBgn0003345","601","360","521","76"
"FBgn0052582","3","1","1","0"
"FBgn0030697","0","0","1","0"
"FBgn0030699","130","70","114","13"
"FBgn0030700","12","4","8","3"
"FBgn0001105","1054","565","897","127"
"FBgn0001092","1434","1015","1027","267"
"FBgn0030701","441","240","340","52"
"FBgn0030704","45","21","36","3"
"FBgn0003392","2240","1279","1906","326"
"FBgn0030706","1699","887","1262","185"
"FBgn0030707","36","27","17","3"
"FBgn0030710","99","63","79","9"
"FBgn0030711","24","15","25","5"
"FBgn0045073","268","148","243","35"
"FBgn0053180","429","207","372","62"
"FBgn0010315","63","41","34","18"
"FBgn0030703","277","150","227","41"
"FBgn0065035","15","2","8","1"
"FBgn0002914","0","0","0","0"
"FBgn0026076","275","152","214","40"
"FBgn0014391","140","74","121","25"
"FBgn0027093","51","33","49","12"
"FBgn0000319","2293","1307","1863","324"
"FBgn0030695","57","21","42","7"
"FBgn0052581","198","39","168","10"
"FBgn0030693","258","111","270","20"
"FBgn0025809","62","43","53","5"
"FBgn0030691","27","4","8","2"
"FBgn0030688","4","2","2","0"
"FBgn0030685","392","252","336","65"
"FBgn0030680","222","105","206","31"
"FBgn0030678","33","25","16","2"
"FBgn0011741","71","41","37","9"
"FBgn0030676","2","1","2","0"
"FBgn0003920","3","1","0","0"
"FBgn0030731","606","258","448","60"
"FBgn0004066","116","49","70","17"
"FBgn0000536","561","254","441","53"
"FBgn0030733","0","0","0","0"
"FBgn0030735","463","259","360","58"
"FBgn0027521","1","2","4","0"
"FBgn0030739","61","36","49","7"
"FBgn0052579","18","12","18","2"
"FBgn0260450","48","26","49","8"
"FBgn0003416","190","91","153","17"
"FBgn0005411","204","130","163","28"
"FBgn0030743","48","29","53","8"
"FBgn0030742","210","127","175","39"
"FBgn0030740","251","173","205","63"
"FBgn0004432","986","506","820","125"
"FBgn0030738","152","87","120","21"
"FBgn0030734","159","96","157","22"
"FBgn0040207","174","92","129","24"
"FBgn0030729","0","2","0","0"
"FBgn0003933","0","0","0","0"
"FBgn0004598","1148","622","932","149"
"FBgn0030745","146","81","119","17"
"FBgn0004367","91","39","67","9"
"FBgn0030747","24","16","12","5"
"FBgn0030748","4","0","3","0"
"FBgn0030753","145","112","121","18"
"FBgn0026181","752","392","588","111"
"FBgn0030752","260","176","219","40"
"FBgn0030749","198","83","128","24"
"FBgn0030746","6","3","2","1"
"FBgn0010416","95","50","93","11"
"FBgn0030744","66","30","54","5"
"FBgn0010412","1471","620","1178","150"
"FBgn0030766","298","156","209","27"
"FBgn0052573","0","0","0","0"
"FBgn0030776","17","16","14","6"
"FBgn0030780","16","16","27","2"
"FBgn0052572","3","1","1","0"
"FBgn0052571","7","5","1","2"
"FBgn0052570","8","6","4","1"
"FBgn0052569","4","4","3","0"
"FBgn0052574","8","9","8","1"
"FBgn0030786","56","31","55","6"
"FBgn0030788","46","28","31","5"
"FBgn0030790","188","93","162","14"
"FBgn0030792","78","45","64","8"
"FBgn0030794","13","9","16","0"
"FBgn0030795","0","0","0","0"
"FBgn0030796","183","112","142","29"
"FBgn0030799","33","17","19","6"
"FBgn0030801","13","4","10","1"
"FBgn0030803","18","7","11","2"
"FBgn0030804","0","0","1","0"
"FBgn0027556","347","347","293","74"
"FBgn0053252","0","1","3","0"
"FBgn0030802","20","11","20","1"
"FBgn0030800","78","30","73","5"
"FBgn0030798","303","117","219","20"
"FBgn0030797","6","0","3","0"
"FBgn0030793","66","42","51","8"
"FBgn0030791","375","210","335","63"
"FBgn0030789","17","10","20","4"
"FBgn0030787","74","59","54","18"
"FBgn0001250","727","411","556","103"
"FBgn0027528","343","162","274","60"
"FBgn0030777","11","11","10","2"
"FBgn0030775","16","8","20","2"
"FBgn0030774","20","17","22","2"
"FBgn0030773","1384","950","1170","226"
"FBgn0030770","3","0","2","0"
"FBgn0030769","17","12","20","6"
"FBgn0015336","16","14","5","2"
"FBgn0030768","61","28","51","12"
"FBgn0030808","431","210","337","40"
"FBgn0030813","14","7","8","3"
"FBgn0030814","1","0","0","0"
"FBgn0030816","114","38","88","11"
"FBgn0030817","111","25","88","6"
"FBgn0000163","739","332","568","83"
"FBgn0030824","2","1","2","0"
"FBgn0052564","2","0","0","0"
"FBgn0052563","0","1","0","0"
"FBgn0030828","159","80","122","18"
"FBgn0030829","0","8","0","0"
"FBgn0030830","0","2","0","2"
"FBgn0030832","0","0","0","0"
"FBgn0003057","0","1","0","0"
"FBgn0030826","0","8","0","3"
"FBgn0030823","6","3","3","0"
"FBgn0002590","1975","915","1550","255"
"FBgn0065032","0","1","2","0"
"FBgn0030815","1","0","0","0"
"FBgn0030812","568","314","506","77"
"FBgn0030809","1853","1176","1563","304"
"FBgn0030807","9","1","2","0"
"FBgn0030806","50","29","45","8"
"FBgn0030805","7","2","10","1"
"FBgn0030838","213","110","173","26"
"FBgn0004854","33","23","30","7"
"FBgn0011758","36","20","22","3"
"FBgn0030839","22","14","23","1"
"FBgn0030841","5","0","1","1"
"FBgn0030840","1","0","3","0"
"FBgn0040877","0","0","0","0"
"FBgn0027602","60","38","60","12"
"FBgn0024238","654","389","540","104"
"FBgn0030837","0","0","2","0"
"FBgn0030836","0","1","0","0"
"FBgn0030834","15","8","16","1"
"FBgn0030833","84","50","78","27"
"FBgn0030847","467","168","347","37"
"FBgn0030846","73","24","52","3"
"FBgn0026313","863","414","655","127"
"FBgn0030853","258","111","184","26"
"FBgn0030855","36","14","37","8"
"FBgn0026192","440","187","385","43"
"FBgn0024184","16","6","9","5"
"FBgn0026058","1","0","0","1"
"FBgn0030870","186","98","129","19"
"FBgn0000617","39","12","21","2"
"FBgn0030872","217","111","159","24"
"FBgn0052557","1","0","1","1"
"FBgn0052554","2","4","3","1"
"FBgn0030873","172","70","147","24"
"FBgn0030871","11","5","6","3"
"FBgn0030869","776","437","604","98"
"FBgn0030868","1","1","0","0"
"FBgn0030864","32","10","26","4"
"FBgn0030859","21","10","19","4"
"FBgn0030858","186","89","153","24"
"FBgn0026375","2053","1181","1686","280"
"FBgn0030854","84","53","87","19"
"FBgn0030851","20","13","17","1"
"FBgn0030850","299","179","287","45"
"FBgn0028343","469","237","354","44"
"FBgn0030876","3","8","9","3"
"FBgn0030878","117","68","75","23"
"FBgn0030881","27","22","21","8"
"FBgn0030880","0","0","1","0"
"FBgn0030882","9","1","6","0"
"FBgn0052496","0","0","1","0"
"FBgn0030884","197","66","148","8"
"FBgn0030889","42","30","33","11"
"FBgn0030891","167","95","113","19"
"FBgn0021765","405","184","262","45"
"FBgn0030893","45","34","32","9"
"FBgn0022724","33","10","10","3"
"FBgn0030895","178","82","135","28"
"FBgn0052553","17","9","9","3"
"FBgn0030894","131","60","106","18"
"FBgn0030890","242","194","223","59"
"FBgn0030886","83","35","71","15"
"FBgn0030883","81","48","77","9"
"FBgn0030877","62","28","45","8"
"FBgn0083228","365","234","332","43"
"FBgn0030900","0","1","1","0"
"FBgn0030911","0","0","0","0"
"FBgn0030914","12","2","3","0"
"FBgn0030915","29","12","31","2"
"FBgn0022355","4878","10756","3624","1405"
"FBgn0030918","0","0","0","0"
"FBgn0030921","86","16","72","5"
"FBgn0052551","3","0","3","0"
"FBgn0052548","4","2","7","2"
"FBgn0052549","1197","537","978","127"
"FBgn0008635","547","338","441","108"
"FBgn0004957","64","33","34","9"
"FBgn0030913","442","229","352","57"
"FBgn0030912","21","24","36","4"
"FBgn0004956","0","0","0","0"
"FBgn0030905","0","0","0","0"
"FBgn0030904","5","4","6","0"
"FBgn0030899","2","0","2","1"
"FBgn0030931","2","0","2","0"
"FBgn0027087","188","92","138","23"
"FBgn0030938","5","1","3","0"
"FBgn0052546","3","0","0","0"
"FBgn0030943","19","12","16","0"
"FBgn0001079","90","49","85","11"
"FBgn0004959","1","3","1","0"
"FBgn0030949","20","12","19","0"
"FBgn0030952","0","0","2","0"
"FBgn0030951","0","0","0","0"
"FBgn0010383","89","68","53","28"
"FBgn0030947","3","2","1","0"
"FBgn0030946","266","160","169","36"
"FBgn0030945","202","88","143","28"
"FBgn0030944","78","34","63","8"
"FBgn0027335","839","356","612","95"
"FBgn0030941","156","75","119","27"
"FBgn0030940","2","1","7","4"
"FBgn0030937","8","6","13","4"
"FBgn0030936","30","12","22","2"
"FBgn0030933","2","4","3","0"
"FBgn0030932","92","61","61","15"
"FBgn0010194","137","77","117","11"
"FBgn0030930","152","91","146","24"
"FBgn0030929","4","3","1","1"
"FBgn0030928","0","0","0","0"
