"Geneid","ORE_fem_1 ","CHD_fem_1 ","ORE_fem_2 ","CHD_fem_2 "
"FBgn0035719","122","56","68","30"
"FBgn0035721","7","3","6","1"
"FBgn0029117","14","6","10","10"
"FBgn0035726","142","93","98","62"
"FBgn0047205","14","5","15","3"
"FBgn0035734","58","41","47","29"
"FBgn0035737","0","0","1","0"
"FBgn0035741","5","1","0","1"
"FBgn0035743","0","0","0","0"
"FBgn0010387","69","32","61","13"
"FBgn0023001","35","17","34","4"
"FBgn0040837","0","2","1","0"
"FBgn0035742","0","0","0","0"
"FBgn0002775","46","16","16","7"
"FBgn0035736","1","0","0","0"
"FBgn0035735","0","0","0","0"
"FBgn0052391","0","0","0","0"
"FBgn0035733","76","44","54","25"
"FBgn0035730","6","1","6","3"
"FBgn0001104","109","33","59","31"
"FBgn0035727","0","0","2","0"
"FBgn0035725","4","4","7","5"
"FBgn0035724","2","0","1","0"
"FBgn0035722","16","2","12","5"
"FBgn0035720","6981","2451","5002","1286"
"FBgn0035711","6","0","6","3"
"FBgn0035714","17","7","14","6"
"FBgn0041194","667","179","426","106"
"FBgn0052392","23","18","22","8"
"FBgn0035715","208","71","110","49"
"FBgn0035713","636","294","463","164"
"FBgn0005626","206","97","134","104"
"FBgn0035710","233","59","120","35"
"FBgn0041232","10","0","3","0"
"FBgn0035709","7","0","4","0"
"FBgn0035703","22","15","24","9"
"FBgn0020251","358","165","179","108"
"FBgn0052396","11","8","4","0"
"FBgn0042185","151","35","85","22"
"FBgn0035708","112","38","55","25"
"FBgn0004619","116","46","70","24"
"FBgn0024177","0","0","1","0"
"FBgn0002926","2","1","5","0"
"FBgn0035704","97","50","83","33"
"FBgn0035702","24","7","21","5"
"FBgn0020641","0","0","0","0"
"FBgn0020642","1","1","1","1"
"FBgn0020643","0","0","0","0"
"FBgn0020646","0","0","0","0"
"FBgn0020644","0","0","0","0"
"FBgn0020645","0","0","0","0"
"FBgn0035686","3","0","2","1"
"FBgn0035687","3","1","3","2"
"FBgn0035689","22","11","9","7"
"FBgn0035691","12","5","3","3"
"FBgn0024921","522","177","347","109"
"FBgn0035693","5","2","5","1"
"FBgn0041625","0","0","0","0"
"FBgn0035699","64","41","50","24"
"FBgn0001258","22","30","21","18"
"FBgn0035697","1","0","2","0"
"FBgn0035696","97","103","78","48"
"FBgn0004513","138","77","75","39"
"FBgn0035695","145","89","97","49"
"FBgn0035694","0","0","0","0"
"FBgn0002526","251","108","139","66"
"FBgn0035692","95","25","72","15"
"FBgn0022935","121","66","136","33"
"FBgn0022699","112","41","73","32"
"FBgn0035690","49","22","33","18"
"FBgn0035688","565","242","459","153"
"FBgn0035685","0","0","0","0"
"FBgn0020765","1","1","0","0"
"FBgn0042118","0","0","0","0"
"FBgn0052404","0","0","0","0"
"FBgn0052405","0","0","0","0"
"FBgn0035641","0","0","0","0"
"FBgn0035642","0","0","0","1"
"FBgn0035643","4","1","2","0"
"FBgn0035645","0","0","0","0"
"FBgn0052409","29","6","12","8"
"FBgn0035648","7","3","1","0"
"FBgn0052407","44","10","25","8"
"FBgn0052406","105","48","46","28"
"FBgn0040060","0","0","0","0"
"FBgn0035663","2","0","0","0"
"FBgn0035665","1","0","0","0"
"FBgn0035666","0","0","1","0"
"FBgn0028980","34","15","26","6"
"FBgn0035669","2","1","2","1"
"FBgn0035673","15","1","13","5"
"FBgn0035675","4","0","2","2"
"FBgn0035676","200","78","87","41"
"FBgn0035677","194","65","78","43"
"FBgn0061492","29","10","23","11"
"FBgn0005658","87","36","65","25"
"FBgn0020640","0","0","0","0"
"FBgn0020639","0","0","0","0"
"FBgn0020638","0","0","0","0"
"FBgn0020637","0","0","1","0"
"FBgn0042119","0","0","0","0"
"FBgn0035679","24","17","22","8"
"FBgn0035678","9","5","1","6"
"FBgn0035674","50","24","53","10"
"FBgn0035670","8","5","3","3"
"FBgn0035667","0","0","1","0"
"FBgn0035661","0","0","0","0"
"FBgn0035657","11","2","4","1"
"FBgn0035656","44","10","18","12"
"FBgn0002638","88","26","45","17"
"FBgn0035649","41","16","25","8"
"FBgn0035647","0","0","0","0"
"FBgn0052413","0","0","0","0"
"FBgn0052412","30","31","26","17"
"FBgn0035644","1","1","0","0"
"FBgn0029121","11","4","5","3"
"FBgn0040239","54","18","26","14"
"FBgn0035617","194","79","118","45"
"FBgn0035620","0","0","0","0"
"FBgn0035623","11","2","2","0"
"FBgn0035625","1043","414","620","224"
"FBgn0035626","2","0","0","0"
"FBgn0016756","986","402","678","228"
"FBgn0035631","87","33","75","24"
"FBgn0035639","86","32","53","19"
"FBgn0035640","0","0","0","0"
"FBgn0035638","26","4","26","2"
"FBgn0035636","3","3","0","3"
"FBgn0040298","28","15","22","11"
"FBgn0052418","8","1","9","2"
"FBgn0035632","3","4","6","2"
"FBgn0035630","424","124","327","113"
"FBgn0035627","31","11","15","4"
"FBgn0035624","23","7","20","5"
"FBgn0035622","107","31","65","24"
"FBgn0035621","0","0","0","0"
"FBgn0035619","0","0","0","0"
"FBgn0003486","0","0","0","0"
"FBgn0015766","4795","2088","3200","1222"
"FBgn0029118","37","15","23","10"
"FBgn0035612","2","8","6","3"
"FBgn0035611","1","1","0","0"
"FBgn0011986","0","0","0","0"
"FBgn0052420","0","0","0","0"
"FBgn0035600","757","278","453","172"
"FBgn0035607","0","1","0","0"
"FBgn0035610","22","8","8","4"
"FBgn0035608","2","0","2","0"
"FBgn0035604","2","0","6","0"
"FBgn0035603","37","16","18","6"
"FBgn0035601","257","85","165","48"
"FBgn0004380","98","41","71","32"
"FBgn0052421","0","0","0","0"
"FBgn0016031","8","2","6","1"
"FBgn0035594","0","0","0","0"
"FBgn0040842","1","0","3","0"
"FBgn0035593","69","33","39","14"
"FBgn0035591","22","15","11","5"
"FBgn0035589","37","10","18","13"
"FBgn0035587","14","0","15","4"
"FBgn0028962","56","38","30","18"
"FBgn0010747","79","41","74","33"
"FBgn0035598","121","37","88","27"
"FBgn0035586","85","36","78","25"
"FBgn0035588","94","29","62","15"
"FBgn0035590","28","12","18","9"
"FBgn0035592","0","0","0","0"
"FBgn0040843","17","0","8","3"
"FBgn0052523","43","27","30","14"
"FBgn0011954","0","0","0","0"
"FBgn0031169","19","5","13","5"
"FBgn0020369","65","26","47","21"
"FBgn0031174","151","76","112","64"
"FBgn0000709","136","69","107","54"
"FBgn0015379","23","4","14","5"
"FBgn0011710","81","18","48","14"
"FBgn0003423","713","398","461","198"
"FBgn0020272","6","9","4","0"
"FBgn0031182","17","23","11","13"
"FBgn0031181","0","0","1","0"
"FBgn0031178","6","1","3","0"
"FBgn0031176","0","0","0","0"
"FBgn0028583","0","54","0","53"
"FBgn0001565","247","84","179","66"
"FBgn0025882","1","0","0","0"
"FBgn0015527","76","17","45","18"
"FBgn0015558","831","344","518","179"
"FBgn0029067","114","58","67","36"
"FBgn0031171","0","0","1","0"
"FBgn0031170","462","171","376","115"
"FBgn0052521","1367","647","980","447"
"FBgn0031168","58","32","23","19"
"FBgn0052518","6","3","3","3"
"FBgn0040648","0","0","0","0"
"FBgn0031145","198","43","119","35"
"FBgn0025814","100","13","56","7"
"FBgn0031148","142","47","70","29"
"FBgn0031150","342","102","197","48"
"FBgn0031161","57","18","37","13"
"FBgn0031164","5","0","4","1"
"FBgn0052511","0","0","0","0"
"FBgn0031157","1","0","0","0"
"FBgn0031155","2","0","0","0"
"FBgn0052512","85","38","48","41"
"FBgn0031149","171","59","116","41"
"FBgn0031146","0","0","0","0"
"FBgn0031144","41","22","23","10"
"FBgn0031143","44","24","49","22"
"FBgn0031142","4","3","11","2"
"FBgn0031141","0","0","0","0"
"FBgn0011834","0","0","0","0"
"FBgn0031139","1","1","1","0"
"FBgn0031132","36","24","26","8"
"FBgn0031135","3","0","5","1"
"FBgn0031134","19","14","17","8"
"FBgn0052507","6","2","2","1"
"FBgn0031130","0","0","0","0"
"FBgn0031129","0","0","1","0"
"FBgn0031101","8","4","3","0"
"FBgn0027334","17","6","14","5"
"FBgn0031107","2184","1463","1521","960"
"FBgn0031109","6","8","13","8"
"FBgn0031110","21","10","15","8"
"FBgn0011280","557","709","541","403"
"FBgn0031114","41","25","34","8"
"FBgn0002641","38","13","31","18"
"FBgn0031116","299","162","198","92"
"FBgn0052506","222","74","101","41"
"FBgn0031117","60","18","63","8"
"FBgn0040649","11","1","5","2"
"FBgn0031119","200","96","105","46"
"FBgn0026323","250","133","186","77"
"FBgn0031118","946","500","579","229"
"FBgn0040650","8","1","7","0"
"FBgn0023177","64","24","28","21"
"FBgn0031111","15","7","6","2"
"FBgn0040651","0","0","0","0"
"FBgn0031108","1","1","0","0"
"FBgn0031106","67","25","38","30"
"FBgn0031104","0","0","0","0"
"FBgn0031103","0","0","0","0"
"FBgn0031100","55","32","35","11"
"FBgn0027107","1","0","0","0"
"FBgn0031183","101","26","45","16"
"FBgn0014395","10","0","3","2"
"FBgn0031187","932","376","533","183"
"FBgn0031189","17","6","11","1"
"FBgn0027279","1752","682","1222","390"
"FBgn0052499","4","1","4","0"
"FBgn0031190","277","89","180","56"
"FBgn0031188","46","19","34","15"
"FBgn0031184","20","17","29","12"
"FBgn0031617","0","0","0","0"
"FBgn0031620","1","0","0","0"
"FBgn0031621","0","0","0","0"
"FBgn0031628","16","8","12","6"
"FBgn0031630","15","9","9","5"
"FBgn0031632","215","93","131","52"
"FBgn0031636","175","86","88","29"
"FBgn0031638","40","16","30","11"
"FBgn0031640","35","28","23","13"
"FBgn0051660","413","187","273","81"
"FBgn0031643","109","41","71","30"
"FBgn0031639","29","16","23","4"
"FBgn0031635","92","40","71","36"
"FBgn0031634","24","4","17","2"
"FBgn0031633","44","13","18","13"
"FBgn0031631","31","9","20","14"
"FBgn0031627","460","105","223","50"
"FBgn0031626","16","5","10","3"
"FBgn0031622","0","1","0","0"
"FBgn0000227","0","0","0","0"
"FBgn0028482","372","313","249","194"
"FBgn0020762","487","182","232","120"
"FBgn0031596","0","0","0","0"
"FBgn0026319","34","11","34","6"
"FBgn0027560","2434","1118","1528","780"
"FBgn0022153","218","106","118","65"
"FBgn0053003","0","0","0","0"
"FBgn0031601","8","14","4","3"
"FBgn0031603","4","2","5","3"
"FBgn0031604","39","12","19","8"
"FBgn0040705","2","0","0","0"
"FBgn0031608","13","11","8","5"
"FBgn0031610","10","0","3","4"
"FBgn0031611","34","26","28","13"
"FBgn0031613","5","0","4","2"
"FBgn0011603","207","145","135","55"
"FBgn0031609","24","17","17","7"
"FBgn0053002","22","12","15","4"
"FBgn0019982","93","34","84","42"
"FBgn0031607","30","11","23","10"
"FBgn0031606","45","24","47","19"
"FBgn0025684","37","21","26","9"
"FBgn0027609","78","27","53","13"
"FBgn0051963","1","1","0","1"
"FBgn0031602","316","162","244","72"
"FBgn0031600","35","21","22","8"
"FBgn0031598","81","58","63","32"
"FBgn0031597","20","7","14","3"
"FBgn0000547","535","220","329","114"
"FBgn0020376","2","0","0","0"
"FBgn0014033","22","2","21","4"
"FBgn0031585","1","0","3","0"
"FBgn0040102","10","2","7","3"
"FBgn0003941","1068","303","782","229"
"FBgn0031592","6","3","6","1"
"FBgn0031590","174","74","110","46"
"FBgn0001075","159","70","97","39"
"FBgn0031589","358","124","259","82"
"FBgn0026394","0","0","0","0"
"FBgn0031568","77","36","49","14"
"FBgn0004893","56","31","37","21"
"FBgn0051960","0","0","0","0"
"FBgn0051958","0","0","0","0"
"FBgn0031571","265","100","117","58"
"FBgn0021800","406","152","213","93"
"FBgn0003430","11","13","16","7"
"FBgn0004567","16","9","15","4"
"FBgn0031574","0","1","0","0"
"FBgn0031579","0","0","0","0"
"FBgn0031580","0","0","0","0"
"FBgn0051774","293","121","183","64"
"FBgn0051773","28","16","15","6"
"FBgn0000256","389","207","316","135"
"FBgn0051957","10","5","0","3"
"FBgn0031573","34","18","20","11"
"FBgn0031533","2","0","0","1"
"FBgn0031534","109","34","71","24"
"FBgn0031535","35","14","39","10"
"FBgn0021967","209","66","147","64"
"FBgn0051776","30","1","16","3"
"FBgn0051956","24","2","15","2"
"FBgn0031544","104","46","71","38"
"FBgn0031546","1","2","2","1"
"FBgn0031550","3","1","0","0"
"FBgn0024244","24","9","9","6"
"FBgn0015663","38","10","27","12"
"FBgn0031564","5","1","1","1"
"FBgn0031566","165","58","96","24"
"FBgn0040104","1","1","0","2"
"FBgn0051955","54","14","37","3"
"FBgn0015376","29","4","12","1"
"FBgn0051777","29","10","24","8"
"FBgn0051778","89","45","75","22"
"FBgn0031563","57","14","53","9"
"FBgn0031562","13","6","11","7"
"FBgn0031561","492","250","282","353"
"FBgn0031560","65","20","52","32"
"FBgn0051779","3","0","2","0"
"FBgn0031559","2","2","1","8"
"FBgn0031558","82","27","55","32"
"FBgn0031554","0","0","1","0"
"FBgn0002985","10","5","10","2"
"FBgn0004892","3","0","3","0"
"FBgn0031549","10","1","6","0"
"FBgn0031547","2","0","0","0"
"FBgn0031545","2","1","2","0"
"FBgn0051954","1","1","1","1"
"FBgn0031542","15","10","15","7"
"FBgn0031540","34","4","23","4"
"FBgn0005616","194","102","168","67"
"FBgn0031538","562","127","413","124"
"FBgn0051953","0","0","0","0"
"FBgn0014906","182","98","128","56"
"FBgn0011985","0","0","0","0"
"FBgn0031512","0","0","0","0"
"FBgn0031513","0","1","0","0"
"FBgn0031517","1","0","0","0"
"FBgn0031520","32","15","21","6"
"FBgn0053281","1","3","1","0"
"FBgn0053282","0","0","0","0"
"FBgn0031522","0","1","0","0"
"FBgn0031523","0","0","1","0"
"FBgn0031526","2","0","2","1"
"FBgn0016698","20","15","13","8"
"FBgn0031531","3","1","0","0"
"FBgn0051952","8","9","6","4"
"FBgn0031529","37","9","15","9"
"FBgn0031528","38","20","19","12"
"FBgn0031519","4","1","4","0"
"FBgn0031516","103","59","85","43"
"FBgn0031514","0","1","0","0"
"FBgn0051698","2","1","0","0"
"FBgn0011984","0","0","0","0"
"FBgn0011648","194","80","135","48"
"FBgn0031505","118","40","75","22"
"FBgn0031467","0","0","0","0"
"FBgn0031468","0","2","0","0"
"FBgn0031472","0","0","0","0"
"FBgn0015521","405","98","261","68"
"FBgn0031476","6","2","7","4"
"FBgn0031478","106","48","46","23"
"FBgn0051950","4","1","5","1"
"FBgn0028970","48","24","32","18"
"FBgn0041111","873","322","510","189"
"FBgn0031484","33","14","17","12"
"FBgn0025109","35","3","15","4"
"FBgn0025681","355","95","211","65"
"FBgn0031488","33","8","28","1"
"FBgn0031490","59","1","45","3"
"FBgn0031492","50","9","32","4"
"FBgn0031494","4","2","0","1"
"FBgn0031495","55","12","36","11"
"FBgn0031498","17","3","8","2"
"FBgn0031500","27","10","20","2"
"FBgn0031501","1","0","1","0"
"FBgn0042627","21","3","7","10"
"FBgn0003934","0","0","0","0"
"FBgn0005779","21","3","18","5"
"FBgn0015600","2072","587","1259","303"
"FBgn0031497","87","19","53","12"
"FBgn0031496","6","4","3","3"
"FBgn0031493","111","31","69","16"
"FBgn0031491","76","16","44","6"
"FBgn0031489","212","12","165","13"
"FBgn0002989","18","0","17","4"
"FBgn0031485","13","5","5","3"
"FBgn0031483","45","22","31","14"
"FBgn0004584","21","7","9","5"
"FBgn0024920","0","0","0","0"
"FBgn0024947","203","74","133","56"
"FBgn0031479","10","3","4","3"
"FBgn0051694","336","111","179","72"
"FBgn0031473","151","50","132","26"
"FBgn0031471","0","0","0","1"
"FBgn0031470","0","0","0","0"
"FBgn0031469","0","0","0","0"
"FBgn0031466","2","0","2","0"
"FBgn0031435","43","7","24","4"
"FBgn0031437","41","13","15","13"
"FBgn0031440","0","0","0","0"
"FBgn0031442","0","0","0","0"
"FBgn0026395","1","0","0","0"
"FBgn0031443","0","0","0","0"
"FBgn0031444","0","0","0","0"
"FBgn0041248","0","0","0","0"
"FBgn0051690","94","54","42","26"
"FBgn0031449","659","193","345","110"
"FBgn0031452","38","15","27","4"
"FBgn0031453","799","260","447","164"
"FBgn0031456","39","18","38","17"
"FBgn0031458","20","6","15","4"
"FBgn0028398","49","8","32","7"
"FBgn0031459","118","27","101","32"
"FBgn0031461","392","169","183","72"
"FBgn0031462","2","0","0","2"
"FBgn0031465","1","2","0","1"
"FBgn0031463","15","3","11","6"
"FBgn0004242","3583","1248","2316","671"
"FBgn0031460","5","3","8","2"
"FBgn0019830","324","65","312","50"
"FBgn0026324","32","6","15","0"
"FBgn0031457","52","30","38","23"
"FBgn0031451","2","2","1","1"
"FBgn0031446","7","4","3","2"
"FBgn0053125","0","0","1","0"
"FBgn0031441","0","0","0","0"
"FBgn0026479","361","179","217","96"
"FBgn0031436","242","86","149","53"
"FBgn0031434","34","3","17","2"
"FBgn0026778","0","0","0","0"
"FBgn0041337","32","10","20","28"
"FBgn0031432","45","22","69","30"
"FBgn0031431","7","1","0","1"
"FBgn0042187","0","0","0","0"
"FBgn0031407","0","0","0","0"
"FBgn0031409","1","0","0","0"
"FBgn0051949","1","0","1","0"
"FBgn0031412","0","0","1","0"
"FBgn0031419","0","0","1","0"
"FBgn0031420","85","49","53","41"
"FBgn0031422","4","0","2","1"
"FBgn0031424","1441","259","841","152"
"FBgn0031428","43","17","43","17"
"FBgn0000490","111","55","77","27"
"FBgn0011818","206","71","119","46"
"FBgn0031430","1","0","0","0"
"FBgn0051948","0","0","0","0"
"FBgn0031426","1","1","4","1"
"FBgn0031423","1","0","0","1"
"FBgn0031418","96","77","67","59"
"FBgn0031417","202","103","135","94"
"FBgn0014010","716","205","433","104"
"FBgn0031413","26","5","25","3"
"FBgn0028570","0","0","2","0"
"FBgn0031410","1","0","0","0"
"FBgn0051681","1","0","0","0"
"FBgn0031406","1","0","0","0"
"FBgn0042186","0","0","0","0"
"FBgn0011832","0","0","0","0"
"FBgn0051682","0","0","1","0"
"FBgn0052463","0","0","0","0"
"FBgn0051679","0","0","1","0"
"FBgn0031374","1765","829","1127","460"
"FBgn0051942","1","0","2","0"
"FBgn0031378","7","0","4","1"
"FBgn0031379","126","34","64","18"
"FBgn0031381","127","61","77","41"
"FBgn0040717","1","5","3","3"
"FBgn0051943","0","0","0","0"
"FBgn0051944","0","0","0","0"
"FBgn0031384","243","94","170","62"
"FBgn0011860","0","0","0","0"
"FBgn0003557","348","182","189","120"
"FBgn0028952","0","1","3","4"
"FBgn0026396","0","0","1","0"
"FBgn0031388","8","7","8","2"
"FBgn0027509","62","46","29","32"
"FBgn0031392","107","32","58","25"
"FBgn0031393","7","2","2","2"
"FBgn0051946","0","0","0","0"
"FBgn0031399","91","42","60","26"
"FBgn0031401","134","48","69","36"
"FBgn0040715","0","0","0","0"
"FBgn0031398","9","2","9","1"
"FBgn0010288","46","7","37","21"
"FBgn0031397","125","71","101","34"
"FBgn0053124","0","0","0","0"
"FBgn0051668","2","0","2","0"
"FBgn0031395","30","17","10","11"
"FBgn0000097","380","145","173","85"
"FBgn0031391","62","13","38","11"
"FBgn0031390","272","148","210","80"
"FBgn0031389","10","6","1","5"
"FBgn0051669","0","1","0","0"
"FBgn0051940","0","0","0","0"
"FBgn0051939","0","0","0","0"
"FBgn0040718","0","0","0","0"
"FBgn0043539","3","0","1","0"
"FBgn0031377","225","113","152","60"
"FBgn0031375","101","34","28","19"
"FBgn0011859","1","0","0","0"
"FBgn0026398","1","0","3","0"
"FBgn0026397","8","2","0","0"
"FBgn0031351","4","1","5","1"
"FBgn0011570","58","24","27","18"
"FBgn0031357","20","5","16","8"
"FBgn0031360","101","39","61","45"
"FBgn0031364","1","0","2","0"
"FBgn0045497","0","0","1","0"
"FBgn0031372","2","4","1","2"
"FBgn0031373","0","5","0","0"
"FBgn0051663","125","61","72","34"
"FBgn0031367","1","0","0","0"
"FBgn0051664","16","11","21","2"
"FBgn0051933","1","0","0","0"
"FBgn0045501","0","0","0","0"
"FBgn0045498","0","0","0","0"
"FBgn0031365","0","0","0","0"
"FBgn0041249","0","0","0","0"
"FBgn0027597","23","19","14","7"
"FBgn0031361","18","5","12","3"
"FBgn0000579","2286","1037","1768","751"
"FBgn0031359","402","172","277","98"
"FBgn0031356","98","39","42","20"
"FBgn0021906","738","291","554","157"
"FBgn0051935","112","68","93","36"
"FBgn0031347","12","7","2","4"
"FBgn0001174","1","2","0","0"
"FBgn0031345","0","0","0","0"
"FBgn0031327","59","33","23","21"
"FBgn0041097","272","124","150","71"
"FBgn0011294","0","1","2","0"
"FBgn0031331","1","0","0","0"
"FBgn0026141","1","0","0","1"
"FBgn0031337","0","0","0","0"
"FBgn0051928","0","0","0","0"
"FBgn0053128","0","0","0","1"
"FBgn0051926","0","0","0","0"
"FBgn0051661","0","0","1","0"
"FBgn0031344","12","4","7","1"
"FBgn0031343","0","0","0","0"
"FBgn0002543","89","47","69","26"
"FBgn0053126","98","17","73","21"
"FBgn0051659","0","0","2","0"
"FBgn0031335","0","1","1","0"
"FBgn0051924","0","0","0","0"
"FBgn0031333","0","0","0","0"
"FBgn0031332","0","0","1","0"
"FBgn0028481","396","182","243","110"
"FBgn0031296","41","18","33","9"
"FBgn0015905","53","20","31","8"
"FBgn0031298","194","99","143","54"
"FBgn0031301","53","4","21","2"
"FBgn0031302","51","8","21","5"
"FBgn0031304","256","87","173","62"
"FBgn0031306","1295","356","807","199"
"FBgn0031307","11","3","6","1"
"FBgn0031310","30","15","14","6"
"FBgn0031312","13","2","8","5"
"FBgn0031314","21","12","12","9"
"FBgn0031315","22","1","11","2"
"FBgn0051922","1","0","3","0"
"FBgn0031318","352","159","233","85"
"FBgn0031319","159","92","100","58"
"FBgn0031321","21","4","24","4"
"FBgn0040723","0","0","0","0"
"FBgn0031324","1","0","2","0"
"FBgn0031323","1","0","0","0"
"FBgn0031320","23","27","13","5"
"FBgn0031317","52","19","31","21"
"FBgn0024314","90","32","62","36"
"FBgn0031313","134","54","122","36"
"FBgn0031309","15","6","8","7"
"FBgn0031305","157","107","125","82"
"FBgn0016926","1157","410","604","222"
"FBgn0031299","150","59","79","34"
"FBgn0003310","415","135","224","70"
"FBgn0031295","0","0","0","0"
