Geneid,ORE_male_1,CHD_male_1,ORE_male_2,CHD_male_2 ,ORE_fem_1 ,CHD_fem_1 ,ORE_fem_2 ,CHD_fem_2 
FBgn0266936,3,1,0,1,1,1,1,0
FBgn0266937,5,7,13,1,5,0,1,1
FBgn0266938,0,2,0,0,0,1,0,0
FBgn0266939,0,1,0,0,0,0,0,0
FBgn0266940,0,0,1,0,0,1,1,0
FBgn0266941,0,0,0,0,0,0,0,0
FBgn0266942,1,0,0,0,0,0,0,0
FBgn0266943,0,0,0,0,0,0,0,0
FBgn0266944,0,0,0,0,0,0,0,0
FBgn0266945,8,7,6,3,7,0,4,1
FBgn0266946,0,0,0,0,0,0,0,0
FBgn0266947,11,5,6,1,5,3,1,1
FBgn0266948,0,0,1,0,0,1,0,0
FBgn0266949,1,0,0,1,2,0,0,0
FBgn0266950,1,0,1,0,0,1,0,0
FBgn0266951,1,0,1,0,2,1,2,0
FBgn0266952,1,0,1,0,1,0,2,0
FBgn0266953,4,0,4,0,11,0,4,0
FBgn0266954,2,1,2,1,0,0,2,1
FBgn0266955,0,0,1,0,0,2,1,0
FBgn0266956,1,0,1,0,1,0,0,0
FBgn0266957,0,0,0,0,0,0,0,0
FBgn0266958,41,21,22,6,30,6,11,8
FBgn0266959,0,1,0,0,0,0,2,0
FBgn0266960,6,0,2,0,0,1,2,0
FBgn0266961,0,0,0,0,0,0,0,0
FBgn0266962,0,3,0,0,0,0,0,0
FBgn0266963,1,0,0,0,0,0,4,0
FBgn0266964,0,1,1,0,0,0,0,0
FBgn0266965,1,2,0,0,0,0,0,0
FBgn0266966,4,6,4,0,4,2,3,2
FBgn0266967,0,0,1,0,0,0,0,0
FBgn0266968,0,0,0,0,0,0,0,0
FBgn0266969,1,0,0,0,0,0,0,0
FBgn0266970,0,0,0,0,0,0,0,0
FBgn0266971,0,0,0,0,0,0,0,0
FBgn0266972,1,0,0,0,2,0,0,0
FBgn0266973,1,0,0,0,0,0,0,0
FBgn0266974,8,20,6,4,9,5,5,1
FBgn0266975,1,1,1,0,1,1,1,3
FBgn0266976,0,0,0,0,0,0,0,1
FBgn0266977,3,1,2,0,1,1,0,0
FBgn0266978,73,19,59,1,32,9,36,2
FBgn0266979,39,23,37,3,34,5,13,0
FBgn0266980,16,5,14,0,7,2,10,0
FBgn0266981,4,3,2,0,3,1,0,2
FBgn0266982,1,0,1,0,2,0,0,0
FBgn0266983,0,1,0,0,0,0,0,0
FBgn0266984,0,0,0,0,0,0,1,0
FBgn0266985,8,4,13,2,2,6,2,1
FBgn0266986,1,1,1,0,1,1,0,0
FBgn0266987,0,0,0,0,0,0,0,0
FBgn0266988,1,1,0,0,1,0,0,0
FBgn0266989,1,0,1,0,0,1,0,0
FBgn0266990,0,0,1,0,0,0,0,0
FBgn0266991,0,0,0,0,0,0,0,0
FBgn0266992,0,0,0,0,0,0,0,0
FBgn0266993,1,4,1,0,1,0,0,0
FBgn0266994,0,0,0,0,0,0,0,0
FBgn0266995,0,0,0,0,0,0,0,0
FBgn0267001,4187,2077,3111,487,2253,1084,1533,617
FBgn0267002,7654,4318,6299,1137,3852,1608,2740,1018
FBgn0267003,6,4,3,3,6,18,5,5
FBgn0267004,0,0,0,0,0,0,0,0
FBgn0267005,0,1,0,0,0,0,0,0
FBgn0267006,0,1,0,0,1,0,0,0
FBgn0267007,0,0,0,0,0,0,0,0
FBgn0267008,0,0,1,0,0,0,0,0
FBgn0267009,0,0,0,0,0,0,0,0
FBgn0267010,0,0,0,0,0,0,0,0
FBgn0267011,5,2,2,0,0,1,1,1
FBgn0267012,30,75,15,8,15,32,6,13
FBgn0267013,9,44,5,9,5,16,3,5
FBgn0267014,0,0,0,1,1,0,0,0
FBgn0267017,3,5,2,1,3,10,4,2
FBgn0267018,0,0,0,0,0,0,0,0
FBgn0267019,0,0,0,0,0,0,0,0
FBgn0267020,7,6,6,1,11,5,7,1
FBgn0267021,0,0,2,0,0,0,0,0
FBgn0267022,1,0,0,0,0,0,0,0
FBgn0267023,9,4,3,2,8,3,1,2
FBgn0267024,0,0,0,0,0,0,0,0
FBgn0267025,6,3,7,0,8,1,1,1
FBgn0267026,0,0,0,0,0,0,0,0
FBgn0267027,1,0,0,0,0,0,0,0
FBgn0267028,0,0,3,0,0,0,2,0
FBgn0267029,34,18,37,8,30,13,18,2
FBgn0267030,0,0,2,0,1,0,1,0
FBgn0267031,0,0,0,0,0,0,0,0
FBgn0267032,0,0,0,0,0,0,0,0
FBgn0267033,2771,1587,2406,321,2097,892,1420,421
FBgn0267034,0,0,0,0,0,0,0,1
FBgn0267035,42,7,28,1,10,1,3,2
FBgn0267036,9,2,14,3,9,3,5,2
FBgn0267037,0,0,0,0,0,0,0,0
FBgn0267038,0,0,0,0,2,0,1,0
FBgn0267039,0,0,0,0,0,0,0,0
FBgn0267041,0,1,0,0,0,0,0,0
FBgn0267042,0,0,0,0,0,0,0,0
FBgn0267043,0,0,0,0,0,0,0,0
FBgn0267044,0,0,0,0,0,0,0,0
FBgn0267045,0,0,0,0,1,0,0,0
FBgn0267046,0,0,0,0,0,0,0,0
FBgn0267047,0,0,0,0,0,0,0,0
FBgn0267048,0,0,0,0,0,0,0,0
FBgn0267049,0,0,0,0,0,0,0,0
FBgn0267050,0,0,0,0,0,0,0,0
FBgn0267051,0,0,0,0,0,0,0,0
FBgn0267052,0,0,0,0,0,0,0,0
FBgn0267053,0,0,0,0,0,0,0,0
FBgn0267054,0,0,0,0,0,0,0,0
FBgn0267055,0,0,0,0,0,0,0,0
FBgn0267056,0,0,0,0,0,0,0,0
FBgn0267057,1,1,4,0,0,0,1,0
FBgn0267058,0,0,1,1,1,1,1,0
FBgn0267059,0,0,0,0,0,0,0,0
FBgn0267060,1,0,2,0,1,0,1,0
FBgn0267061,0,0,0,0,0,0,0,0
FBgn0267062,1,0,1,0,0,0,0,0
FBgn0267063,0,0,0,0,0,1,0,0
FBgn0267064,0,0,0,0,0,0,0,0
FBgn0267065,0,0,0,0,0,0,0,0
FBgn0267066,0,0,0,0,1,0,0,0
FBgn0267067,3,1,0,0,0,1,0,0
FBgn0267068,0,0,0,0,0,0,0,0
FBgn0267069,0,0,0,0,0,0,0,0
FBgn0267070,0,1,0,0,0,0,1,0
FBgn0267071,0,0,1,0,0,0,2,0
FBgn0267072,0,0,1,0,0,2,0,0
FBgn0267073,12,9,4,2,12,6,14,0
FBgn0267074,0,0,0,0,0,0,0,0
FBgn0267075,0,0,4,0,1,1,3,0
FBgn0267076,13,3,7,2,6,3,3,0
FBgn0267077,0,0,0,0,0,0,0,0
FBgn0267078,5,6,7,0,5,0,7,0
FBgn0267079,0,0,0,0,0,0,1,0
FBgn0267080,0,0,0,0,0,0,0,0
FBgn0267081,1,1,2,0,0,0,0,0
FBgn0267082,0,0,0,0,0,0,0,0
FBgn0267083,4,0,2,0,0,0,1,0
FBgn0267084,6,0,1,0,1,0,1,1
FBgn0267085,0,0,0,0,0,0,0,0
FBgn0267086,2,0,0,0,1,0,0,0
FBgn0267087,9,6,5,0,11,0,5,2
FBgn0267088,2,1,2,0,6,0,0,1
FBgn0267089,52,53,55,10,26,21,21,3
FBgn0267090,0,0,0,0,1,0,0,0
FBgn0267091,1,2,1,0,3,1,0,0
FBgn0267096,2,0,0,0,2,1,8,0
FBgn0267097,0,0,0,0,0,0,1,0
FBgn0267098,0,0,0,0,0,0,0,0
FBgn0267099,1,0,0,0,0,0,1,0
FBgn0267100,0,0,0,0,3,0,0,0
FBgn0267101,2,3,0,0,0,0,1,0
FBgn0267102,7,2,1,0,2,0,0,1
FBgn0267103,0,1,1,0,0,0,0,0
FBgn0267104,0,0,0,0,0,0,0,0
FBgn0267105,1,0,0,0,0,0,0,0
FBgn0267106,12,2,7,0,2,0,3,0
FBgn0267107,3,2,7,1,1,1,1,1
FBgn0267108,0,0,0,0,0,0,0,0
FBgn0267109,1,1,1,0,0,2,2,0
FBgn0267110,0,0,0,0,0,0,0,0
FBgn0267111,2,1,1,0,0,0,0,0
FBgn0267112,0,0,2,0,0,0,0,0
FBgn0267113,0,0,1,0,2,0,0,1
FBgn0267114,0,0,0,0,0,0,0,0
FBgn0267115,0,1,0,0,0,0,0,0
FBgn0267116,22,7,9,0,4,0,5,1
FBgn0267118,5,1,2,0,0,0,1,0
FBgn0267119,4,2,2,2,3,0,1,0
FBgn0267120,0,0,0,0,0,0,0,0
FBgn0267121,0,1,0,0,0,0,0,0
FBgn0267122,0,0,0,0,0,0,0,0
FBgn0267123,0,0,0,0,0,1,0,0
FBgn0267124,1,2,2,0,0,0,0,0
FBgn0267125,2,0,1,0,2,1,0,0
FBgn0267126,1,4,1,0,1,0,2,0
FBgn0267127,3,0,4,0,0,0,2,3
FBgn0267128,0,0,0,0,0,0,2,0
FBgn0267129,1,0,0,0,0,0,0,0
FBgn0267130,0,2,0,0,0,0,2,0
FBgn0267131,0,0,0,0,0,0,0,0
FBgn0267132,0,0,0,0,0,0,0,0
FBgn0267133,1,0,0,0,0,0,1,0
FBgn0267134,0,0,0,0,0,0,1,0
FBgn0267135,0,0,0,0,0,0,0,0
FBgn0267136,0,0,0,0,0,1,0,0
FBgn0267137,1,0,5,0,2,0,0,0
FBgn0267138,0,0,2,2,0,0,0,0
FBgn0267139,0,1,0,0,0,0,1,0
FBgn0267140,0,0,0,0,0,0,0,0
FBgn0267141,2,0,0,0,0,0,0,0
FBgn0267142,3,1,3,0,0,1,1,2
FBgn0267143,0,0,0,0,0,0,0,0
FBgn0267144,0,0,0,0,0,0,0,0
FBgn0267145,2,2,1,0,0,0,0,0
FBgn0267146,0,0,0,0,0,0,0,0
FBgn0267147,0,0,0,0,0,0,0,0
FBgn0267148,4,4,1,0,1,0,1,0
FBgn0267149,1,0,0,0,0,0,0,0
FBgn0267150,0,1,1,0,0,0,0,0
FBgn0267151,0,0,0,0,0,0,0,0
FBgn0267152,0,0,0,0,0,0,0,0
FBgn0267153,1,0,0,0,0,0,0,0
FBgn0267154,0,0,0,0,0,0,0,0
FBgn0267155,0,1,0,0,0,0,0,0
FBgn0267156,0,0,1,0,0,0,0,0
FBgn0267157,24,14,32,5,9,1,9,2
FBgn0267158,1,0,0,0,0,0,0,0
FBgn0267159,1,0,2,0,0,0,1,0
FBgn0267160,119,49,116,17,92,30,54,9
FBgn0267161,0,0,0,0,0,0,0,0
FBgn0267162,1,0,1,1,0,0,2,0
FBgn0267163,5,1,1,1,3,0,2,1
FBgn0267164,0,0,0,0,0,0,0,0
FBgn0267165,1,0,0,0,0,0,0,0
FBgn0267166,1,1,0,0,0,2,0,0
FBgn0267167,0,0,0,0,0,0,0,0
FBgn0267168,0,0,0,0,0,0,0,0
FBgn0267169,0,0,0,0,0,0,0,0
FBgn0267170,0,0,0,0,0,0,0,0
FBgn0267171,0,0,0,0,0,0,0,0
FBgn0267172,0,1,0,0,0,0,0,0
FBgn0267173,0,1,0,0,0,0,0,0
FBgn0267174,0,1,0,0,0,0,0,0
FBgn0267175,0,0,0,0,0,0,1,0
FBgn0267176,2,0,0,0,0,0,0,1
FBgn0267177,0,0,0,0,1,0,0,0
FBgn0267178,0,0,0,0,0,0,0,0
FBgn0267179,0,0,0,0,1,0,0,0
FBgn0267180,14,8,15,2,4,2,5,3
FBgn0267181,6,3,5,3,5,6,2,0
FBgn0267182,1,0,0,0,2,0,0,0
FBgn0267183,0,0,0,0,0,0,0,0
FBgn0267184,0,0,0,1,0,0,0,0
FBgn0267185,1,1,0,2,3,1,1,0
FBgn0267186,1,1,2,0,1,1,0,0
FBgn0267187,2,0,1,0,1,0,2,0
FBgn0267188,0,0,0,0,0,0,0,0
FBgn0267189,0,0,0,0,3,2,2,0
FBgn0267190,0,0,0,0,0,0,0,0
FBgn0267191,0,0,0,0,0,0,0,0
FBgn0267192,0,0,0,0,0,0,0,0
FBgn0267193,0,0,1,0,0,0,0,0
FBgn0267194,0,0,0,0,0,0,0,0
FBgn0267195,0,0,0,0,0,0,0,0
FBgn0267196,0,1,0,0,0,0,0,0
FBgn0267197,0,0,0,0,0,0,0,0
FBgn0267198,0,0,0,0,1,0,0,0
FBgn0267199,2,0,0,0,0,0,0,0
FBgn0267200,0,0,0,0,0,0,0,0
FBgn0267201,0,0,1,0,0,0,0,0
FBgn0267202,0,0,0,0,1,0,1,0
FBgn0267203,1,0,1,0,0,0,2,0
FBgn0267204,2,0,1,0,0,0,0,0
FBgn0267205,2,0,1,0,0,0,0,0
FBgn0267206,1,0,2,0,1,0,0,0
FBgn0267207,1,3,2,1,3,0,4,0
FBgn0267208,0,0,0,0,0,0,0,0
FBgn0267209,0,0,0,0,0,0,0,0
FBgn0267210,0,0,0,0,1,0,0,0
FBgn0267211,1,0,0,0,0,0,0,0
FBgn0267212,1,0,0,0,0,0,0,0
FBgn0267213,0,0,0,0,0,0,0,0
FBgn0267214,0,0,0,0,0,0,0,0
FBgn0267215,0,0,0,0,0,0,0,0
FBgn0267216,0,0,0,0,0,0,0,0
FBgn0267217,0,0,0,0,0,0,0,0
FBgn0267218,0,4,1,0,0,1,0,0
FBgn0267219,5,8,7,0,7,4,1,1
FBgn0267220,1,0,0,1,0,0,0,0
FBgn0267221,0,0,1,0,0,0,0,0
FBgn0267222,1,0,2,0,0,1,2,0
FBgn0267223,0,0,0,0,0,0,0,0
FBgn0267224,0,0,0,0,0,0,0,0
FBgn0267225,0,2,0,1,1,0,0,0
FBgn0267226,0,0,0,0,4,0,2,0
FBgn0267227,0,0,0,0,1,0,0,0
FBgn0267228,4,6,6,1,7,3,5,3
FBgn0267229,4,6,6,0,2,4,1,0
FBgn0267230,3,1,0,1,0,1,0,1
FBgn0267231,0,0,0,0,0,0,0,0
FBgn0267232,0,0,0,0,0,0,0,0
FBgn0267233,6,5,9,0,10,1,8,1
FBgn0267234,0,1,0,0,2,1,0,0
FBgn0267235,1,0,2,0,1,0,0,0
FBgn0267236,3,6,3,1,0,3,0,1
FBgn0267237,6,2,4,0,4,1,2,0
FBgn0267238,0,0,0,1,1,0,0,0
FBgn0267239,4,1,2,0,2,0,1,0
FBgn0267240,4,0,2,0,2,0,2,0
FBgn0267241,2,1,1,1,5,0,1,0
FBgn0267242,0,0,0,0,0,2,0,0
FBgn0267243,43,43,59,6,33,18,23,15
FBgn0267244,17,8,13,0,6,1,3,3
FBgn0267245,10,7,10,1,5,5,4,1
FBgn0267246,0,0,0,0,0,0,0,0
FBgn0267247,2,0,0,0,0,0,0,0
FBgn0267248,0,0,0,1,0,0,0,0
FBgn0267249,0,0,0,0,0,0,0,0
FBgn0267252,8801,4309,7933,1065,5868,1612,3553,761
FBgn0267253,366,186,290,41,219,71,123,43
FBgn0267254,0,0,0,0,0,0,0,0
FBgn0267255,0,0,0,0,0,0,0,0
FBgn0267256,0,0,0,0,0,0,0,0
FBgn0267257,3,0,1,0,1,0,0,1
FBgn0267258,0,0,0,0,0,0,0,0
FBgn0267259,3,3,0,0,0,0,1,0
FBgn0267260,0,0,0,0,0,0,0,0
FBgn0267261,0,1,1,0,0,0,0,1
FBgn0267262,0,0,0,0,0,0,0,0
FBgn0267263,3,2,1,0,0,0,2,2
FBgn0267264,1,0,1,0,0,1,0,0
FBgn0267265,0,1,1,0,0,0,0,0
FBgn0267266,0,0,0,0,0,0,1,0
FBgn0267267,0,0,0,0,0,0,0,0
FBgn0267268,0,0,0,0,0,0,0,0
FBgn0267269,0,1,0,0,1,0,0,0
FBgn0267270,7,5,21,2,10,3,11,0
FBgn0267271,0,0,0,1,0,0,0,0
FBgn0267272,2,0,1,0,0,0,0,0
FBgn0267273,4,0,1,0,0,0,0,0
FBgn0267274,1,0,0,0,1,0,0,0
FBgn0267275,3,0,1,0,3,2,4,1
FBgn0267276,2,0,1,0,0,0,0,1
FBgn0267277,0,1,0,0,1,0,0,0
FBgn0267278,0,0,0,0,0,0,0,0
FBgn0267279,0,0,0,0,0,0,0,0
FBgn0267280,0,0,1,0,0,1,1,0
FBgn0267281,1,0,0,0,0,0,1,0
FBgn0267282,0,0,0,0,0,0,0,0
FBgn0267283,0,0,0,0,0,0,0,0
FBgn0267284,0,0,0,0,0,0,0,0
FBgn0267285,0,0,0,0,0,0,0,0
FBgn0267286,1,2,0,0,2,0,0,0
FBgn0267287,0,0,0,0,1,0,0,0
FBgn0267288,0,0,0,0,0,0,0,0
FBgn0267289,0,0,0,0,0,0,0,0
FBgn0267290,2,1,0,1,1,0,0,0
FBgn0267291,0,0,0,0,0,0,0,0
FBgn0267292,0,0,0,0,0,0,0,0
FBgn0267293,0,0,0,0,0,0,0,0
FBgn0267294,7,3,5,4,1,2,3,0
FBgn0267295,0,0,0,0,0,0,1,0
FBgn0267296,0,0,0,0,0,0,1,0
FBgn0267297,0,0,0,0,0,0,0,0
FBgn0267298,0,1,0,0,0,0,0,0
FBgn0267299,1,0,0,0,2,0,2,0
FBgn0267300,0,0,0,0,0,0,0,0
FBgn0267301,0,0,0,0,0,0,0,1
FBgn0267302,0,0,0,0,0,0,0,0
FBgn0267303,0,0,0,0,0,0,0,0
FBgn0267304,2,1,0,0,3,0,2,0
FBgn0267305,0,0,0,0,0,0,0,0
FBgn0267306,0,0,0,0,0,0,0,0
FBgn0267307,0,0,0,0,0,0,0,0
FBgn0267308,0,0,1,0,1,0,0,1
FBgn0267309,1,1,0,1,2,0,2,0
FBgn0267310,0,0,0,1,0,0,0,0
FBgn0267311,0,0,0,0,0,0,0,0
FBgn0267312,0,0,0,0,0,0,0,0
FBgn0267313,0,0,0,0,0,0,0,0
FBgn0267314,0,0,0,0,0,0,0,0
FBgn0267315,0,0,0,0,0,0,0,0
FBgn0267316,0,0,0,0,0,0,0,0
FBgn0267317,0,0,0,0,0,0,0,0
FBgn0267318,0,0,0,0,0,0,0,0
FBgn0267319,0,0,0,1,0,0,0,0
FBgn0267320,0,0,0,0,0,0,0,0
FBgn0267321,0,0,2,0,0,0,1,0
FBgn0267322,67,36,61,10,39,11,27,7
FBgn0267323,6,2,2,0,5,2,2,0
FBgn0267326,16,3,10,0,9,5,5,0
FBgn0267327,8,3,14,0,6,3,4,0
FBgn0267330,197,95,155,32,132,43,73,20
FBgn0267336,1412,690,1205,160,817,274,505,145
FBgn0267337,183,131,148,22,139,65,78,40
FBgn0267339,7,1,0,0,3,1,2,1
FBgn0267347,9,2,6,1,9,2,7,0
FBgn0267348,125,86,75,20,111,58,53,39
FBgn0267350,2692,1372,2011,338,1091,707,726,385
FBgn0267351,172,91,126,26,69,31,53,32
FBgn0267363,1,1,0,0,0,0,0,0
FBgn0267365,42,31,41,4,30,8,19,9
FBgn0267366,3,0,1,0,2,0,2,0
FBgn0267376,529,302,469,79,415,114,272,70
FBgn0267378,195,117,170,22,162,38,70,20
FBgn0267383,2,2,6,0,4,4,2,1
FBgn0267384,186,78,175,20,147,51,112,17
FBgn0267385,2258,1581,1628,387,1176,797,870,500
FBgn0267390,1731,1171,1270,257,788,547,502,286
FBgn0267398,155,77,164,19,172,31,76,29
FBgn0267399,25,26,24,6,17,12,14,3
FBgn0267400,24,16,21,3,14,7,10,4
FBgn0267408,704,551,584,152,301,255,218,212
FBgn0267411,0,0,0,0,0,0,0,0
FBgn0267412,0,0,0,0,0,0,0,0
FBgn0267413,0,0,0,0,0,0,0,0
FBgn0267417,0,0,0,0,0,0,0,0
FBgn0267418,0,1,0,0,0,0,0,0
FBgn0267419,0,0,0,0,0,0,0,0
FBgn0267420,0,0,0,0,0,0,0,0
FBgn0267422,0,0,1,0,0,0,0,0
FBgn0267423,0,0,0,0,0,0,0,0
FBgn0267424,0,0,0,0,0,0,0,0
FBgn0267425,0,0,0,0,0,0,0,0
FBgn0267426,0,0,0,0,0,0,0,0
FBgn0267427,0,2,0,0,0,0,0,0
FBgn0267428,66,44,61,13,37,18,38,15
FBgn0267429,403,206,403,49,296,73,175,52
FBgn0267430,37,14,31,4,34,3,25,2
FBgn0267431,138,59,136,14,116,21,70,15
FBgn0267432,2,1,0,1,0,0,1,0
FBgn0267433,0,0,0,0,0,0,0,0
FBgn0267435,9306,2973,7185,996,5459,1803,3547,891
FBgn0267438,1,0,0,0,0,0,0,0
FBgn0267439,1,1,0,0,2,0,1,0
FBgn0267440,2,0,1,0,0,0,0,0
FBgn0267441,0,0,0,0,0,0,1,0
FBgn0267442,1,0,0,0,0,1,0,0
FBgn0267443,7,4,4,1,0,0,1,0
FBgn0267444,0,0,0,0,0,0,0,0
FBgn0267445,0,0,0,0,0,0,0,0
FBgn0267446,0,0,0,0,0,0,0,0
FBgn0267447,0,0,0,0,0,0,0,0
FBgn0267448,0,0,0,0,0,1,0,0
FBgn0267449,0,0,0,0,0,0,0,0
FBgn0267450,0,0,0,0,0,0,0,0
FBgn0267451,0,1,0,0,1,0,0,0
FBgn0267452,2,2,2,0,1,0,2,0
FBgn0267453,0,0,0,0,0,0,0,0
FBgn0267454,28,9,38,2,25,0,10,2
FBgn0267455,39,19,30,5,30,4,11,1
FBgn0267456,0,0,0,0,0,0,0,0
FBgn0267457,0,0,0,0,0,0,0,0
FBgn0267458,53,25,42,5,33,3,29,5
FBgn0267459,16,9,14,3,11,4,11,3
FBgn0267460,12,6,4,1,0,2,4,0
FBgn0267461,24,10,26,1,22,3,10,5
FBgn0267462,0,1,1,0,0,0,3,0
FBgn0267463,12,7,8,1,7,6,8,0
FBgn0267464,0,0,0,0,0,0,0,0
FBgn0267465,4,2,2,0,5,0,2,0
FBgn0267469,33,8,37,3,12,6,10,4
FBgn0267470,41,24,43,3,36,9,12,8
FBgn0267471,5,6,4,1,2,3,0,1
FBgn0267472,0,0,0,0,0,0,0,0
FBgn0267473,12,8,9,3,7,4,4,0
FBgn0267474,8,1,13,0,6,3,3,2
FBgn0267475,25,16,23,0,18,8,10,3
FBgn0267476,0,0,0,1,0,0,0,0
FBgn0267477,0,3,0,0,1,0,1,0
FBgn0267478,0,0,0,0,0,0,0,0
FBgn0267479,0,0,0,0,0,0,0,0
FBgn0267480,7,4,2,0,4,2,1,0
FBgn0267481,0,0,0,0,0,0,0,0
FBgn0267482,7,2,7,2,5,0,0,0
FBgn0267483,3,1,4,2,4,1,1,5
FBgn0267484,5,6,11,0,16,5,6,1
FBgn0267485,0,0,0,0,1,0,0,0
FBgn0267486,446,282,415,68,212,91,152,58
FBgn0267487,442,210,368,46,257,87,172,57
FBgn0267488,1093,506,920,116,679,213,444,131
FBgn0267489,1,0,0,0,0,0,0,0
FBgn0267490,0,0,0,0,0,0,0,0
FBgn0267491,0,0,0,0,0,0,0,0
FBgn0267492,0,0,0,0,0,0,0,0
FBgn0267493,0,0,0,0,0,0,0,0
FBgn0267494,0,0,0,0,0,0,0,0
FBgn0267495,4,0,6,2,3,1,6,2
FBgn0267496,0,0,0,0,0,0,0,0
FBgn0267497,0,0,0,0,0,0,0,0
FBgn0267498,0,0,0,0,0,0,0,0
FBgn0267499,0,0,0,0,0,0,0,0
FBgn0267500,0,0,0,0,0,0,0,0
FBgn0267501,0,0,0,0,0,0,0,0
FBgn0267502,0,0,0,0,0,0,0,0
FBgn0267503,0,0,0,0,0,0,0,0
FBgn0267504,0,0,0,0,0,0,0,0
FBgn0267505,206,6013,264,1873,367,317,1474,667
FBgn0267506,7,15,9,9,12,10,20,7
FBgn0267507,113,18,193,99,61,42,431,15
FBgn0267508,160,157,119,33,134,72,97,79
FBgn0267509,0,0,0,0,0,0,0,0
FBgn0267510,0,0,0,0,0,0,0,0
FBgn0267511,23779,28093,26067,14959,33085,25977,31152,17757
FBgn0267512,0,0,0,0,0,0,0,0
FBgn0267513,1,0,0,0,0,3,1,0
FBgn0267514,14,5,4,14,9,9,2,18
FBgn0267515,76,89,53,32,134,42,83,45
FBgn0267516,11,10,9,1,14,4,4,9
FBgn0267517,1,0,0,1,8,0,10,0
FBgn0267518,0,0,0,0,0,0,0,0
FBgn0267519,4457,5775,6492,3870,2453,1612,2333,699
FBgn0267520,8219,10275,9657,7204,9275,3265,11804,7815
FBgn0267521,0,0,0,0,0,0,0,0
FBgn0267522,0,0,0,0,0,0,0,0
FBgn0267523,1,0,1,0,1,2,1,0
FBgn0267524,0,0,0,0,0,0,0,0
FBgn0267525,0,0,0,0,0,0,0,0
FBgn0267526,4,2,5,0,6,0,2,0
FBgn0267527,0,0,0,0,0,0,0,0
FBgn0267528,2,1,2,2,1,0,0,3
FBgn0267529,0,0,0,0,0,0,0,0
FBgn0267530,0,0,0,0,2,1,1,0
FBgn0267531,0,0,0,0,0,0,0,0
FBgn0267532,0,0,0,0,0,0,0,0
FBgn0267533,0,0,0,0,0,0,0,0
FBgn0267534,0,1,3,0,3,0,1,0
FBgn0267535,0,0,0,0,0,0,0,0
FBgn0267536,17,6,9,1,6,4,4,0
FBgn0267537,3,0,4,0,3,1,2,1
FBgn0267538,11,9,13,1,5,1,3,3
FBgn0267539,0,0,0,0,0,0,1,0
FBgn0267540,0,3,0,0,0,0,0,0
FBgn0267541,50,27,25,8,21,11,17,5
FBgn0267542,1,0,2,1,2,0,1,0
FBgn0267543,0,0,0,0,0,0,0,0
FBgn0267544,7,4,7,0,2,3,7,0
FBgn0267545,0,0,0,0,0,0,0,0
FBgn0267546,0,0,0,0,0,0,0,0
FBgn0267547,0,0,0,0,0,0,0,0
FBgn0267548,1,0,2,0,2,1,0,0
FBgn0267549,11,4,3,0,10,3,6,1
FBgn0267550,0,0,0,0,0,0,0,0
FBgn0267551,0,0,0,0,0,0,0,0
FBgn0267552,0,0,0,0,0,0,0,0
FBgn0267553,0,0,0,0,0,0,0,0
FBgn0267554,0,0,0,0,0,0,0,0
FBgn0267555,0,0,0,0,0,0,0,0
FBgn0267556,0,0,0,0,0,0,0,0
FBgn0267557,17,6,14,2,16,4,7,2
FBgn0267558,1,2,0,0,3,2,1,0
FBgn0267559,0,0,0,0,0,0,0,0
FBgn0267560,0,0,0,0,0,0,0,0
FBgn0267561,4,2,2,2,2,0,6,0
FBgn0267562,3,3,2,0,2,0,1,1
FBgn0267563,1,2,3,0,3,1,0,1
FBgn0267564,3,4,3,0,5,0,2,2
FBgn0267565,6,7,6,2,6,1,3,2
FBgn0267566,12,1,5,1,4,3,6,1
FBgn0267567,3,2,3,0,2,0,2,2
FBgn0267568,11,2,8,1,4,3,0,0
FBgn0267569,4,0,0,0,0,0,0,0
FBgn0267570,173,87,142,18,95,38,54,18
FBgn0267571,37,10,31,1,25,3,16,2
FBgn0267572,2,0,0,0,0,0,0,0
FBgn0267573,0,0,0,0,0,0,0,0
FBgn0267574,1,1,0,0,0,0,0,0
FBgn0267575,0,1,0,0,1,0,0,0
FBgn0267576,57,31,55,7,43,13,28,8
FBgn0267577,0,0,0,0,0,0,0,0
FBgn0267578,14,2,16,1,41,0,23,0
FBgn0267579,131,70,99,5,90,19,35,12
FBgn0267580,5,2,1,2,2,1,0,0
FBgn0267581,3,0,4,0,2,3,0,0
FBgn0267582,0,5,4,0,5,1,1,0
FBgn0267585,4,2,4,0,1,1,3,2
FBgn0267586,4,1,0,1,1,1,0,1
FBgn0267587,0,0,0,0,0,0,0,0
FBgn0267588,0,0,0,0,0,0,0,0
FBgn0267589,0,0,0,0,0,0,0,0
FBgn0267590,6,2,1,0,1,0,0,0
FBgn0267591,0,0,0,0,0,0,0,0
FBgn0267592,0,0,0,0,0,0,0,0
FBgn0267593,0,0,0,0,0,0,0,0
FBgn0267594,0,0,0,0,0,0,0,0
FBgn0267595,0,0,0,0,0,0,0,0
FBgn0267596,0,0,0,0,0,0,0,0
FBgn0267597,0,0,0,0,0,0,0,0
FBgn0267598,1,0,0,0,0,0,0,0
FBgn0267599,0,0,1,0,0,0,0,0
FBgn0267600,5,2,5,0,5,1,8,4
FBgn0267601,9,14,11,2,20,6,10,3
FBgn0267602,13,14,11,2,16,3,4,4
