"id","length","S2_Ctrl1","S2_Auxin1","S2_Ctrl2","S2_Auxin2","Chd1_Ctrl1","Chd1_Auxin1","Chd1_Ctrl2","Chd1_Auxin2"
"FBgn0028577",5738,548,1019,494,524,834,996,938,1131
"FBgn0028579",4243,358,699,349,364,804,1074,916,1149
"FBgn0028582",11233,273,504,293,280,1020,1021,993,1134
"FBgn0028583",590,3,2,2,2,4,0,2,2
"FBgn0028622",20558,22,36,15,16,374,236,323,213
"FBgn0028644",41413,5,3,5,1,26,15,21,10
"FBgn0028645",57302,1,1,3,4,10,6,7,9
"FBgn0028646",10233,929,1661,990,848,4036,4251,4994,4326
"FBgn0028647",4832,110,239,106,115,244,306,293,356
"FBgn0028648",854,99,163,78,88,195,194,196,213
"FBgn0028658",3115,41,66,31,32,159,137,127,131
"FBgn0028662",1732,344,710,366,343,1033,1036,1174,1138
"FBgn0028663",1354,431,798,392,407,1272,1908,1430,2180
"FBgn0028664",848,74,120,45,61,112,140,149,199
"FBgn0028669",2935,1,1,0,0,2,6,2,2
"FBgn0028670",8847,1158,2197,1120,1228,5240,5708,6907,6121
"FBgn0028671",6788,339,559,267,293,718,785,794,865
"FBgn0028675",16561,51,109,61,67,354,597,482,690
"FBgn0028683",584,102,178,106,91,426,502,441,616
"FBgn0028684",1748,392,783,367,363,721,810,724,941
"FBgn0028685",1776,286,505,231,228,415,531,516,599
"FBgn0028686",1685,467,875,410,426,723,869,846,911
"FBgn0028687",1515,520,912,435,425,668,873,719,1030
"FBgn0028688",1393,555,1005,485,537,855,1080,978,1224
"FBgn0028689",2745,443,867,435,454,934,872,924,1023
"FBgn0028690",2077,539,957,412,428,818,913,930,1001
"FBgn0028691",2088,628,1041,500,579,1809,1832,2217,2026
"FBgn0028692",3732,644,1113,515,581,1012,1231,1178,1546
"FBgn0028693",995,263,474,243,236,425,523,499,561
"FBgn0028694",1387,427,778,343,421,1094,1149,1302,1334
"FBgn0028695",3110,908,1711,696,774,1101,1311,1245,1621
"FBgn0028697",1191,1103,2139,1072,1103,3560,3045,3875,3249
"FBgn0028699",9831,8,9,3,4,6,6,4,8
"FBgn0028700",1714,153,335,141,142,406,426,422,474
"FBgn0028703",6530,490,957,527,471,1669,1660,1964,1953
"FBgn0028704",34984,19,42,15,28,164,59,157,75
"FBgn0028707",1163,43,56,37,28,77,103,110,115
"FBgn0028708",3587,215,332,165,193,880,719,856,834
"FBgn0028717",4729,328,597,276,261,917,1055,1020,1092
"FBgn0028734",8702,639,1251,559,598,2750,2407,2787,2368
"FBgn0028737",1059,738,1405,707,684,1412,1377,1553,1379
"FBgn0028738",813,0,0,0,1,2,3,5,2
"FBgn0028740",2148,3,4,1,4,10,40,10,21
"FBgn0028743",7808,155,284,125,122,851,1080,1027,1165
"FBgn0028744",2770,386,739,331,326,574,610,576,673
"FBgn0028746",873,176,314,155,140,466,416,470,493
"FBgn0028789",3668,1,0,0,1,7,4,12,8
"FBgn0028833",1202,522,967,527,439,1669,2969,2031,3355
"FBgn0028836",7545,81,181,72,83,162,226,175,232
"FBgn0028837",1261,207,345,154,186,492,552,470,688
"FBgn0028838",1301,0,0,3,0,46,2,3,0
"FBgn0028841",1137,3,9,11,5,31,15,30,30
"FBgn0028844",641,2,0,1,1,1,1,3,2
"FBgn0028847",1482,0,1,1,4,4,1,1,4
"FBgn0028848",2369,1,2,1,4,4,8,8,5
"FBgn0028855",828,0,1,2,0,1,1,5,5
"FBgn0028857",1414,4,2,2,6,3,2,2,0
"FBgn0028858",1970,1,3,0,0,2,2,2,1
"FBgn0028862",5837,9,8,7,8,38,55,35,49
"FBgn0028863",74090,77,148,96,78,246,7,265,7
"FBgn0028866",2127,9,14,5,2,3,51,49,125
"FBgn0028867",1396,3,4,1,0,2,5,4,5
"FBgn0028868",1318,1,2,12,1,1,2,4,3
"FBgn0028870",1158,2,6,1,1,1,0,0,4
"FBgn0028871",875,2,2,2,2,3,7,7,4
"FBgn0028872",2278,2,4,1,1,3,3,4,2
"FBgn0028875",54232,6,18,7,5,15,14,15,21
"FBgn0028880",1658,5,1,4,0,6,1,2,2
"FBgn0028882",72,129,214,110,118,905,796,950,818
"FBgn0028884",905,1,2,2,2,3,1,4,5
"FBgn0028886",6757,11,32,26,15,143,149,127,155
"FBgn0028888",38578,6,4,2,3,3,9,5,8
"FBgn0028889",84,41,57,31,42,100,155,125,176
"FBgn0028892",1996,2,0,2,0,2,3,2,2
"FBgn0028893",1846,2,5,0,2,9,4,6,3
"FBgn0028894",1299,288,523,242,289,1096,1138,1100,1214
"FBgn0028895",1823,113,210,95,90,501,525,565,540
"FBgn0028896",665,9,37,13,17,73,82,60,92
"FBgn0028897",1343,128,228,117,120,511,516,484,502
"FBgn0028899",7326,14,40,19,24,123,100,91,76
"FBgn0028901",6062,5,6,3,2,1,6,170,14
"FBgn0028902",2325,0,4,1,1,7,13,6,14
"FBgn0028903",1519,1,2,1,1,8,39,12,36
"FBgn0028909",72,205,361,181,146,1109,719,1157,874
"FBgn0028912",72,198,371,265,215,52,52,59,52
"FBgn0028916",11638,905,1751,922,970,2209,2018,1697,2621
"FBgn0028919",1795,43,75,35,19,494,502,565,547
"FBgn0028920",1411,32,42,16,19,63,63,48,42
"FBgn0028926",726,126,220,121,109,333,306,342,351
"FBgn0028931",2306,63,112,33,58,196,260,226,258
"FBgn0028932",2108,89,140,55,65,166,207,225,207
"FBgn0028935",3219,0,3,0,0,5,5,2,3
"FBgn0028936",1997,29,50,19,21,74,55,157,89
"FBgn0028938",2847,1,2,1,2,13,6,11,8
"FBgn0028939",3144,2,4,0,1,6,7,2,11
"FBgn0028940",2268,0,9,4,4,200,193,194,193
"FBgn0028941",1366,10,30,12,16,39,46,36,35
"FBgn0028942",896,18,35,20,14,37,43,43,46
"FBgn0028943",488,15,23,10,10,17,18,14,14
"FBgn0028946",1491,3,2,4,3,3,1,2,2
"FBgn0028948",995,2,0,0,1,3,2,1,2
"FBgn0028949",924,2,0,2,1,1,3,2,1
"FBgn0028950",1549,3,2,0,4,3,4,9,5
"FBgn0028952",2561,48,97,38,38,148,132,178,168
"FBgn0028953",8133,659,1369,719,660,1636,2281,1821,2584
"FBgn0028956",4066,743,1566,737,721,2958,3882,3185,4153
"FBgn0028962",3755,236,471,201,218,342,403,405,444
"FBgn0028963",2040,2,3,1,2,11,8,5,8
"FBgn0028965",1738,175,285,141,126,494,568,513,695
"FBgn0028968",3565,726,1335,670,682,1220,1460,1530,1559
"FBgn0028969",2650,738,1505,734,747,1793,1965,2065,2291
"FBgn0028970",1597,142,252,110,139,433,750,560,721
"FBgn0028978",5322,685,1206,629,656,2165,2260,2333,2405
"FBgn0028979",6527,9,8,9,10,24,61,33,60
"FBgn0028980",1867,117,218,109,82,291,319,292,365
"FBgn0028981",82,224,501,269,232,704,541,644,572
"FBgn0028982",7188,456,1001,484,518,785,890,946,860
"FBgn0028983",1864,866,1806,986,868,1594,1899,1742,2216
"FBgn0028984",3379,722,1545,1026,724,3596,4301,3108,4646
"FBgn0028986",1365,2,3,4,5,5,8,14,3
"FBgn0028987",1387,5,6,2,1,7,2,7,1
"FBgn0028988",1594,61,111,50,71,244,181,247,148
"FBgn0028990",2283,662,1269,815,678,2039,1960,2309,1986
"FBgn0028992",1427,67,129,61,62,119,112,116,114
"FBgn0028996",9095,2089,1350,863,158,60,63,68,3316
"FBgn0028997",1564,83,153,81,75,173,167,190,219
"FBgn0028999",3208,2,11,10,4,10,22,12,11
"FBgn0029002",3819,9,19,9,6,51,39,58,49
"FBgn0029003",4999,1541,3243,2042,1467,3568,3369,3997,3986
"FBgn0029006",11671,355,754,344,360,1170,1292,1153,1325
"FBgn0029067",4219,116,287,133,133,319,302,355,318
"FBgn0029079",918,120,186,87,94,150,203,165,165
"FBgn0029084",1430,14,21,20,17,28,26,21,25
"FBgn0029088",6615,93,173,102,122,321,400,375,438
"FBgn0029091",7564,2,9,2,3,25,16,33,22
"FBgn0029092",10269,1002,1794,921,799,4916,5585,5247,5026
"FBgn0029093",8231,490,969,559,492,2253,2912,2448,3102
"FBgn0029094",1505,413,862,414,387,730,1028,727,1197
"FBgn0029095",6506,569,1147,478,510,1757,1685,2077,1818
"FBgn0029105",3790,7,4,4,4,9,14,18,19
"FBgn0029113",2492,440,806,410,418,509,586,489,626
"FBgn0029114",7214,865,2513,1516,1053,2282,2234,2442,2534
"FBgn0029117",1241,83,193,95,90,342,358,379,374
"FBgn0029118",1991,305,539,248,297,434,451,470,444
"FBgn0029121",1330,246,454,232,248,529,627,648,733
"FBgn0029123",4026,1855,3170,1884,1778,8289,4548,9366,4583
"FBgn0029131",4189,640,1254,835,701,1422,2664,988,2447
"FBgn0029133",2084,334,608,294,311,625,675,625,655
"FBgn0029134",1201,337,640,357,333,818,965,927,1206
"FBgn0029137",2521,43,94,48,46,189,191,212,184
"FBgn0029147",2377,264,479,249,216,222,422,179,513
"FBgn0029148",841,207,440,203,178,263,309,319,324
"FBgn0029152",3755,266,544,254,234,763,1003,774,1096
"FBgn0029155",5942,620,1160,544,635,1474,1479,1511,1659
"FBgn0029157",6247,423,828,371,490,987,1297,1033,1386
"FBgn0029158",1757,133,250,146,116,323,450,373,485
"FBgn0029161",2191,21,47,24,19,85,70,81,91
"FBgn0029167",13948,39,74,44,34,216,93,219,98
"FBgn0029170",1785,1,5,2,2,4,6,6,6
"FBgn0029172",1312,1,2,2,1,4,2,1,2
"FBgn0029174",2115,819,1549,790,774,1004,1122,1078,1256
"FBgn0029175",2816,131,240,125,144,601,653,625,626
"FBgn0029176",1938,1441,2518,1269,1295,1785,1844,2011,1877
"FBgn0029501",2507,1,3,2,3,10,8,5,11
"FBgn0029502",1815,53,95,35,55,176,298,217,301
"FBgn0029503",1427,182,332,204,238,188,221,209,233
"FBgn0029504",27048,391,760,359,360,1887,1712,1719,1654
"FBgn0029506",6109,576,1042,473,521,2575,2606,2706,2868
"FBgn0029507",2242,248,454,209,225,1352,1507,1426,1696
"FBgn0029508",11584,3,8,10,2,35,27,36,20
"FBgn0029512",1290,233,434,245,241,573,581,569,602
"FBgn0029514",1738,165,338,189,180,415,554,456,575
"FBgn0029518",1305,3,2,2,2,14,19,7,12
"FBgn0029521",1444,19,33,11,9,15,28,28,25
"FBgn0029523",2453,123,240,127,121,210,279,226,255
"FBgn0029524",907,19,41,29,21,39,67,42,53
"FBgn0029525",4805,256,484,224,236,341,417,396,433
"FBgn0029526",1963,108,209,107,102,188,226,203,256
"FBgn0029529",499,43,91,40,36,91,132,109,154
"FBgn0029531",2061,0,1,2,0,2,11,5,7
"FBgn0029532",1643,1,3,0,3,3,7,5,7
"FBgn0029535",475,2,11,0,4,5,8,4,8
"FBgn0029539",719,10,22,7,3,13,20,11,20
"FBgn0029568",1657,13,21,10,6,18,41,21,32
"FBgn0029573",928,9,2,5,3,11,21,17,15
"FBgn0029580",3122,49,83,41,41,135,189,123,210
"FBgn0029587",3326,14,42,10,23,32,47,34,54
"FBgn0029588",1020,36,55,33,38,66,92,86,90
"FBgn0029589",847,2,2,0,1,11,32,11,34
"FBgn0029590",913,0,2,0,0,0,5,3,7
"FBgn0029594",1151,221,378,161,184,522,626,460,606
"FBgn0029596",1087,44,106,46,58,197,212,216,185
"FBgn0029603",2271,6,9,1,5,17,25,19,15
"FBgn0029606",1216,2,6,2,1,4,14,7,15
"FBgn0029608",1866,63,137,89,75,163,164,150,162
"FBgn0029629",1090,225,473,221,242,519,652,659,736
"FBgn0029639",729,13,30,34,24,26,21,16,12
"FBgn0029643",1672,0,1,2,3,4,3,1,3
"FBgn0029645",1184,0,0,2,2,1,5,4,2
"FBgn0029648",1087,77,121,70,80,200,253,228,275
"FBgn0029657",61000,220,432,226,216,697,705,795,736
"FBgn0029658",865,38,82,27,33,81,213,112,194
"FBgn0029659",1225,61,113,35,58,66,95,77,123
"FBgn0029660",1909,84,139,56,99,119,165,119,173
"FBgn0029661",1571,94,166,54,74,119,148,112,166
"FBgn0029662",8788,145,274,117,148,564,459,614,505
"FBgn0029663",5860,120,209,95,112,137,377,202,374
"FBgn0029664",1591,187,280,160,167,606,755,691,896
"FBgn0029665",774,104,204,90,96,298,429,368,463
"FBgn0029666",5266,248,541,231,247,555,623,551,692
"FBgn0029667",13841,75,128,65,69,132,213,128,205
"FBgn0029669",1442,12,22,7,8,28,25,27,27
"FBgn0029672",2167,260,554,202,234,331,329,362,343
"FBgn0029676",2509,34,65,36,31,264,238,239,283
"FBgn0029679",3350,2,4,4,2,6,8,8,11
"FBgn0029681",6319,4,3,2,4,29,41,25,30
"FBgn0029685",4470,278,565,280,254,548,592,643,688
"FBgn0029686",4066,89,162,84,91,219,262,264,290
"FBgn0029687",6468,218,419,166,204,572,604,628,595
"FBgn0029688",9785,497,885,479,480,762,773,915,906
"FBgn0029689",3221,195,325,178,188,803,872,934,873
"FBgn0029693",3440,183,335,175,175,267,361,303,385
"FBgn0029694",1678,12,27,14,10,30,33,51,32
"FBgn0029696",522,0,2,1,1,2,8,1,3
"FBgn0029697",5162,8,13,10,8,22,51,11,34
"FBgn0029700",921,4,5,2,1,7,24,7,15
"FBgn0029701",573,2,7,2,4,6,24,5,20
"FBgn0029702",2383,13,80,12,17,32,129,40,79
"FBgn0029703",2230,2,3,3,1,1,6,3,3
"FBgn0029705",2378,24,54,23,21,65,20,47,19
"FBgn0029706",4720,92,188,84,88,264,279,291,271
"FBgn0029708",5234,51,113,54,46,137,200,186,183
"FBgn0029709",1599,245,427,215,197,430,392,486,481
"FBgn0029710",1868,23,36,25,14,48,74,70,76
"FBgn0029711",4178,73,163,71,88,235,280,262,287
"FBgn0029712",888,34,74,35,40,105,109,118,111
"FBgn0029713",1996,60,108,52,54,129,139,126,131
"FBgn0029714",1034,190,355,151,154,293,348,409,375
"FBgn0029715",1282,187,300,157,174,300,295,312,340
"FBgn0029718",776,96,184,85,92,191,208,194,300
"FBgn0029719",2543,72,140,61,72,98,117,118,103
"FBgn0029720",8543,20,37,13,16,49,75,54,43
"FBgn0029722",2196,35,58,41,34,147,254,196,263
"FBgn0029723",21572,5,10,4,1,53,80,54,104
"FBgn0029728",7632,0,4,2,2,1,6,7,4
"FBgn0029730",1594,3,5,0,1,0,3,0,1
"FBgn0029733",1922,2,7,2,2,9,11,8,9
"FBgn0029736",3168,142,260,132,128,232,318,294,302
"FBgn0029737",2919,100,185,101,95,446,573,501,642
"FBgn0029745",1088,0,5,1,1,3,5,0,5
"FBgn0029747",2188,0,3,0,3,1,7,6,11
"FBgn0029750",2704,1,8,1,5,8,21,17,11
"FBgn0029751",1157,30,38,17,32,70,83,67,69
"FBgn0029752",1308,25,31,18,21,78,93,69,79
"FBgn0029753",1933,1,2,1,1,7,2,0,2
"FBgn0029754",2166,1,6,1,2,15,8,11,10
"FBgn0029755",1663,173,295,153,118,190,188,194,175
"FBgn0029756",2673,86,152,68,84,154,180,184,202
"FBgn0029761",64903,17,46,18,30,69,42,48,43
"FBgn0029762",5612,0,7,2,1,8,27,11,14
"FBgn0029763",5687,346,611,329,315,577,635,701,670
"FBgn0029765",701,9,8,6,9,49,40,40,40
"FBgn0029766",2956,677,1275,659,715,2991,3671,3534,4369
"FBgn0029768",47357,4,2,1,1,6,4,6,7
"FBgn0029769",3039,0,4,3,1,2,3,2,4
"FBgn0029770",1307,2,4,2,1,13,3,3,8
"FBgn0029771",2164,79,161,74,79,235,219,231,216
"FBgn0029778",2235,78,152,55,80,235,229,317,280
"FBgn0029783",1313,48,77,25,31,104,104,112,135
"FBgn0029785",1147,573,1041,555,538,1732,1802,1896,1872
"FBgn0029789",4221,123,264,137,145,366,372,423,361
"FBgn0029791",10077,5,10,4,10,45,38,47,37
"FBgn0029795",1875,34,84,43,48,150,177,177,203
"FBgn0029798",4331,129,210,115,125,208,210,200,201
"FBgn0029799",1793,44,84,42,60,87,115,89,100
"FBgn0029800",1569,84,138,83,65,194,203,199,231
"FBgn0029801",4178,159,261,127,117,284,333,302,311
"FBgn0029804",4926,58,112,56,54,143,162,182,154
"FBgn0029807",4426,49,61,36,23,59,80,68,63
"FBgn0029809",1433,19,41,17,17,37,57,36,42
"FBgn0029810",2404,3,4,0,0,8,8,9,7
"FBgn0029812",1205,2,6,2,0,1,4,2,4
"FBgn0029813",957,57,93,58,46,84,110,111,110
"FBgn0029814",22265,5,10,1,1,13,8,8,10
"FBgn0029816",827,5,7,0,0,3,4,2,3
"FBgn0029817",1172,8,11,7,2,30,47,27,27
"FBgn0029818",2517,143,296,148,168,341,394,390,339
"FBgn0029819",2788,65,105,75,65,167,472,131,351
"FBgn0029820",3523,46,101,67,68,218,256,227,295
"FBgn0029821",2256,27,55,32,40,55,61,45,62
"FBgn0029822",4945,524,1027,507,605,1298,1419,1445,1451
"FBgn0029823",3731,1451,2797,1412,1398,3856,4241,4257,4449
"FBgn0029824",24756,1089,2086,1049,1151,5199,4594,4831,4543
"FBgn0029825",2645,298,597,263,272,614,826,699,839
"FBgn0029826",2049,13,19,13,19,100,159,81,133
"FBgn0029827",1482,3,6,2,2,8,9,5,13
"FBgn0029828",2655,1,7,5,6,5,4,7,6
"FBgn0029830",20421,726,1397,626,711,1096,1398,1076,1288
"FBgn0029831",3850,465,868,514,417,844,928,941,1244
"FBgn0029833",1685,377,818,440,369,805,1024,867,1065
"FBgn0029834",10377,18,27,22,23,49,53,58,58
"FBgn0029835",14819,14,21,7,13,31,47,33,23
"FBgn0029836",1307,3,10,4,3,7,15,6,8
"FBgn0029837",5727,297,552,256,225,302,475,411,610
"FBgn0029838",1715,76,114,65,59,81,188,88,205
"FBgn0029839",2665,3,9,5,8,8,5,6,8
"FBgn0029840",7568,242,343,208,214,377,379,450,434
"FBgn0029843",12767,13,22,18,20,40,37,37,28
"FBgn0029848",2060,1,3,5,3,7,7,7,8
"FBgn0029849",2763,164,318,137,133,576,586,667,608
"FBgn0029851",3244,9,16,6,13,55,56,46,52
"FBgn0029853",951,132,274,147,150,287,324,406,426
"FBgn0029854",1753,212,389,174,159,439,545,501,522
"FBgn0029856",1539,279,516,276,266,1579,1409,1448,1286
"FBgn0029857",1463,206,455,202,197,588,675,653,688
"FBgn0029858",2875,98,187,87,97,169,197,196,213
"FBgn0029859",1238,6,7,2,7,28,31,31,36
"FBgn0029860",829,66,126,52,68,172,242,263,217
"FBgn0029861",3582,173,383,191,181,402,400,501,472
"FBgn0029863",2771,39,94,57,42,83,66,80,66
"FBgn0029864",20617,5,11,10,7,17,8,13,8
"FBgn0029866",5970,13,20,4,9,21,7,20,20
"FBgn0029867",2134,352,589,301,301,551,450,557,506
"FBgn0029868",1386,164,292,131,149,399,424,456,535
"FBgn0029870",4976,211,307,157,156,520,474,580,550
"FBgn0029873",1879,305,632,263,251,453,583,507,629
"FBgn0029874",1783,106,183,101,90,203,251,221,281
"FBgn0029877",1357,21,35,12,19,43,65,37,77
"FBgn0029878",6179,249,455,247,247,782,913,783,885
"FBgn0029879",2612,124,253,108,118,365,567,411,716
"FBgn0029880",2211,148,267,124,123,229,295,167,251
"FBgn0029881",52954,890,1631,843,922,2657,3015,2844,2891
"FBgn0029882",1136,395,700,390,347,464,686,436,674
"FBgn0029885",911,139,276,134,115,223,378,240,386
"FBgn0029887",5435,214,374,184,223,439,677,504,722
"FBgn0029888",1857,96,230,104,114,274,432,317,478
"FBgn0029890",1930,31,57,36,34,99,134,90,146
"FBgn0029891",3505,194,344,178,189,455,775,556,830
"FBgn0029892",1179,56,104,41,39,175,345,208,306
"FBgn0029893",5712,323,629,265,296,553,869,603,956
"FBgn0029894",2702,109,215,98,109,446,597,466,639
"FBgn0029895",19882,183,362,178,177,1479,1240,1515,1183
"FBgn0029896",19983,314,561,300,358,1398,2862,1458,2675
"FBgn0029897",2702,310,595,299,328,811,960,800,959
"FBgn0029898",8209,6,4,3,8,27,45,17,38
"FBgn0029903",10147,453,914,415,435,961,1403,978,1335
"FBgn0029905",2742,300,544,238,252,555,843,669,867
"FBgn0029906",1825,75,182,76,86,170,206,183,230
"FBgn0029907",1000,20,29,21,14,34,50,30,42
"FBgn0029909",1288,46,60,46,29,53,93,62,71
"FBgn0029911",5748,155,259,120,117,315,489,348,523
"FBgn0029912",3507,225,423,189,199,378,588,479,633
"FBgn0029913",1641,62,120,68,80,213,342,239,330
"FBgn0029914",2115,143,221,105,151,205,403,236,393
"FBgn0029915",15286,126,213,102,87,244,442,265,518
"FBgn0029922",60553,80,144,75,94,197,257,228,293
"FBgn0029924",2348,48,52,34,50,180,339,166,340
"FBgn0029925",1070,48,89,51,48,131,262,162,313
"FBgn0029928",1643,87,169,70,95,211,290,224,271
"FBgn0029929",1123,130,263,132,113,222,349,255,386
"FBgn0029930",44445,311,635,292,235,699,940,702,1031
"FBgn0029932",3277,4,12,3,5,99,243,116,219
"FBgn0029935",3723,117,196,88,70,314,439,337,478
"FBgn0029936",1937,79,151,62,83,158,287,180,324
"FBgn0029937",1461,120,182,115,111,232,386,276,411
"FBgn0029939",104210,104,198,125,126,310,543,320,520
"FBgn0029940",980,0,1,0,1,0,5,0,5
"FBgn0029941",124709,560,1205,477,461,1121,1565,1287,1666
"FBgn0029942",1760,101,173,97,93,420,580,509,663
"FBgn0029943",9149,57,135,49,52,219,315,235,335
"FBgn0029944",4593,265,495,244,209,883,1127,922,1286
"FBgn0029945",2210,24,82,17,23,146,226,148,201
"FBgn0029946",1248,0,3,1,0,2,7,0,4
"FBgn0029947",1263,0,0,1,2,0,30,0,9
"FBgn0029949",1477,1,3,1,2,1,2,3,1
"FBgn0029950",3549,0,3,2,4,8,9,2,9
"FBgn0029951",2478,8,14,7,6,10,10,6,4
"FBgn0029952",829,1,3,2,2,1,1,3,4
"FBgn0029955",5150,4,8,3,5,10,11,5,10
"FBgn0029957",2975,116,246,98,120,309,325,341,341
"FBgn0029958",2873,69,135,53,64,230,232,253,252
"FBgn0029959",1834,94,183,75,91,220,281,259,291
"FBgn0029961",1845,3,3,5,1,9,6,7,6
"FBgn0029962",16483,5,14,4,9,17,10,17,14
"FBgn0029963",1764,1,6,1,4,5,11,14,8
"FBgn0029965",2021,6,9,3,4,14,13,13,4
"FBgn0029966",2454,6,7,2,3,9,6,6,9
"FBgn0029968",2317,47,127,44,38,96,88,129,92
"FBgn0029969",1656,223,350,148,180,469,477,598,549
"FBgn0029970",2581,42,88,44,49,188,275,188,253
"FBgn0029974",4583,28,64,30,32,115,92,105,82
"FBgn0029975",2955,398,763,402,389,1318,1272,1456,1320
"FBgn0029976",6356,446,897,392,405,1239,1191,1405,1223
"FBgn0029977",1615,25,50,28,31,132,128,118,131
"FBgn0029979",9225,355,685,334,353,991,984,1019,1107
"FBgn0029980",1607,237,392,221,217,1384,1410,1509,1462
"FBgn0029986",2139,26,41,35,29,112,115,94,141
"FBgn0029987",639,13,17,6,10,54,71,80,84
"FBgn0029989",1823,7,10,4,6,10,9,20,10
"FBgn0029990",1777,34,83,25,36,119,110,102,95
"FBgn0029992",5223,184,363,175,161,537,628,530,516
"FBgn0029993",2364,1,3,2,5,11,6,6,5
"FBgn0029994",3256,1,2,3,4,8,5,5,7
"FBgn0029995",3196,9,8,2,5,33,46,26,32
"FBgn0029996",6521,102,215,98,114,584,549,573,582
"FBgn0029997",7846,86,183,90,85,447,461,499,486
"FBgn0029999",2119,236,463,249,230,444,414,468,420
"FBgn0030000",2066,128,268,137,104,244,215,258,232
"FBgn0030001",14434,5,8,5,4,10,13,26,27
"FBgn0030003",1972,385,562,328,299,808,743,880,868
"FBgn0030004",2683,85,174,65,88,130,145,173,205
"FBgn0030005",1223,37,54,27,34,131,136,129,162
"FBgn0030006",1286,78,207,89,126,310,316,390,345
"FBgn0030007",1699,228,452,234,197,339,396,403,476
"FBgn0030008",2017,79,195,93,98,172,170,185,176
"FBgn0030009",757,11,24,6,15,29,41,39,27
"FBgn0030010",1904,44,84,49,37,87,103,115,104
"FBgn0030011",1545,6,12,8,11,29,37,25,36
"FBgn0030012",1586,88,131,73,72,130,156,151,177
"FBgn0030013",1721,212,417,208,224,576,626,596,698
"FBgn0030014",1499,0,5,1,1,9,6,12,10
"FBgn0030015",1253,0,3,1,2,10,9,6,9
"FBgn0030016",1443,24,46,12,13,49,64,60,53
"FBgn0030017",4434,72,112,41,68,165,160,164,170
"FBgn0030018",6957,183,316,151,153,337,335,353,375
"FBgn0030025",800,84,169,68,79,212,225,201,238
"FBgn0030026",2516,313,563,259,298,488,571,543,619
"FBgn0030027",19793,6,9,3,2,29,22,25,18
"FBgn0030028",1512,35,48,28,29,173,189,144,163
"FBgn0030029",1483,11,19,18,13,72,71,69,63
"FBgn0030030",3039,120,244,116,98,237,240,287,293
"FBgn0030033",3724,1,1,2,1,4,7,3,1
"FBgn0030034",5577,275,477,226,260,505,518,495,541
"FBgn0030035",2729,89,253,80,102,238,298,292,296
"FBgn0030037",3898,153,342,180,158,423,467,474,467
"FBgn0030038",4208,181,299,147,157,418,422,456,432
"FBgn0030039",1102,88,141,70,79,303,299,256,354
"FBgn0030040",2405,35,64,35,40,133,155,145,170
"FBgn0030041",1570,0,2,0,0,6,4,3,9
"FBgn0030048",1314,383,715,418,415,1225,1117,1304,1325
"FBgn0030049",9838,516,962,455,503,1246,1115,1188,1147
"FBgn0030050",741,4,1,2,2,23,18,22,13
"FBgn0030051",2495,2,6,2,1,6,7,9,7
"FBgn0030052",14223,403,754,432,400,1442,1226,1272,1261
"FBgn0030053",1964,95,185,103,111,267,348,308,288
"FBgn0030054",4168,333,772,295,313,403,452,387,433
"FBgn0030055",3850,413,715,319,340,458,608,523,662
"FBgn0030056",7509,457,921,479,448,3258,3167,3536,3418
"FBgn0030057",1601,285,483,226,214,755,754,897,850
