Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0039430,1262,2500,1490,1331,3959,4654,4576,5028
FBgn0039431,1115,2234,1096,1181,3023,2890,3540,3127
FBgn0023178,8,22,15,10,32,31,26,38
FBgn0039424,1,0,1,1,0,7,4,2
FBgn0039421,0,8,2,4,8,14,7,13
FBgn0039434,0,2,1,0,0,0,1,0
FBgn0039440,0,0,0,0,0,1,0,1
FBgn0039441,1,2,1,0,4,1,2,0
FBgn0051080,0,0,0,0,1,3,0,0
FBgn0051081,0,1,1,1,2,0,0,0
FBgn0039443,0,0,0,1,2,0,0,1
FBgn0039444,1,1,0,0,6,3,1,0
FBgn0040607,0,0,0,0,1,0,0,3
FBgn0039453,1,0,0,1,0,1,0,3
FBgn0039451,320,630,316,314,690,798,760,853
FBgn0039449,121,234,90,105,287,341,266,336
FBgn0023179,266,525,318,294,435,669,450,746
FBgn0039448,0,2,0,0,2,1,2,0
FBgn0039439,0,1,0,1,1,2,1,1
FBgn0039438,0,1,0,0,2,1,1,2
FBgn0039437,2,0,0,0,0,1,0,0
FBgn0039436,0,0,0,0,0,1,1,0
FBgn0039435,0,0,0,0,0,4,2,0
FBgn0039459,88,157,87,90,154,197,115,164
FBgn0001197,529,958,430,489,1543,1839,1599,1950
FBgn0002838,47,103,47,49,116,165,100,148
FBgn0039461,50,92,41,46,93,143,144,155
FBgn0004359,317,558,285,249,1611,1618,1700,1707
FBgn0039462,29,66,31,27,141,146,110,139
FBgn0039463,0,7,0,4,137,351,172,353
FBgn0039466,311,656,293,348,740,816,767,817
FBgn0039467,1214,2524,1363,1202,2693,3022,3116,3695
FBgn0039469,15,31,11,12,14,15,5,9
FBgn0051077,11,15,7,13,14,13,12,18
FBgn0039471,9,5,7,7,4,7,9,13
FBgn0039470,3,20,4,5,6,7,12,2
FBgn0051076,9,24,15,21,21,55,36,45
FBgn0051075,645,1227,682,643,1994,2326,2142,2504
FBgn0041224,3,4,0,3,4,5,6,5
FBgn0039465,79,164,69,88,421,419,465,536
FBgn0039464,72,142,80,83,2342,4108,2609,4082
FBgn0051070,143,241,96,96,248,236,244,317
FBgn0051071,11,33,8,14,50,49,66,55
FBgn0004510,258,498,247,226,541,566,575,591
FBgn0003267,72,145,71,73,141,279,157,217
FBgn0026562,592,1060,478,530,1102,1332,1307,1370
FBgn0027889,272,542,255,278,328,428,337,410
FBgn0004842,13,35,22,22,49,45,52,28
FBgn0029170,1,5,2,2,4,6,6,6
FBgn0039479,7,5,1,7,12,10,11,14
FBgn0039482,13,16,7,7,24,13,28,5
FBgn0039483,21,48,14,26,38,18,57,22
FBgn0039485,14,18,20,10,9,8,6,7
FBgn0027574,269,521,269,257,561,654,646,776
FBgn0039489,54,95,47,44,107,164,115,192
FBgn0039490,8,19,13,7,33,31,32,25
FBgn0029155,620,1160,544,635,1474,1479,1511,1659
FBgn0039494,791,1504,713,665,1475,1223,1460,1505
FBgn0039495,18,28,18,21,30,27,24,37
FBgn0051065,19,37,17,23,43,46,40,51
FBgn0003482,25,28,13,10,34,52,44,42
FBgn0051068,18,61,29,28,33,76,48,69
FBgn0005696,185,392,176,219,215,229,214,244
FBgn0039498,76,145,64,68,246,223,244,228
FBgn0042111,189,446,220,192,785,665,957,742
FBgn0051064,108,175,102,117,193,255,228,277
FBgn0004197,345,635,369,284,1668,711,1718,635
FBgn0039492,1352,2564,935,1324,2403,2514,2644,2841
FBgn0039491,16,20,14,17,72,49,74,63
FBgn0039488,75,154,77,67,285,357,285,422
FBgn0039487,204,393,178,146,1113,1085,1242,1124
FBgn0039486,1,2,3,1,11,11,6,15
FBgn0039481,13,17,17,12,31,7,37,16
FBgn0039480,4,12,2,3,13,16,16,11
FBgn0003495,902,1608,912,919,6891,6537,7513,6491
FBgn0039478,100,182,118,140,527,425,374,188
FBgn0039476,1,3,2,2,1,2,0,2
FBgn0039475,3,3,2,2,2,1,1,1
FBgn0039474,3,7,3,1,3,2,3,2
FBgn0039473,3,4,2,4,4,4,4,2
FBgn0039472,0,3,1,5,2,3,3,3
FBgn0011289,282,501,299,252,652,655,734,868
FBgn0039504,18,50,24,32,66,75,52,60
FBgn0039505,110,196,100,92,206,208,175,279
FBgn0046247,103,153,77,60,276,364,262,396
FBgn0039508,406,756,353,366,790,915,859,967
FBgn0015737,358,725,391,382,852,1010,1014,1286
FBgn0016061,5,5,2,6,19,30,27,25
FBgn0039511,0,3,0,0,3,1,1,1
FBgn0039510,20,33,15,14,49,46,72,77
FBgn0040609,216,497,188,192,551,633,700,934
FBgn0039509,203,399,218,221,631,813,779,907
FBgn0039507,406,763,406,413,1966,2035,2311,2140
FBgn0002441,344,642,325,309,651,748,611,738
FBgn0039503,22,44,27,30,139,171,138,167
FBgn0010328,700,1276,594,640,1020,1082,1111,1137
FBgn0010441,233,416,209,218,393,471,499,539
FBgn0039501,56,103,51,45,269,302,299,278
FBgn0039500,77,128,69,85,405,393,519,427
FBgn0039518,0,2,1,1,2,1,2,2
FBgn0039519,4,3,1,2,4,3,4,3
FBgn0039520,0,1,2,0,2,1,1,1
FBgn0039523,4,1,1,1,3,7,3,4
FBgn0046887,0,0,0,0,1,1,1,1
FBgn0046886,1,0,0,0,0,0,0,1
FBgn0046885,1,0,2,2,6,7,2,3
FBgn0040080,506,977,568,551,1066,1084,1245,1184
FBgn0039528,186,394,169,183,606,703,727,776
FBgn0039527,49,96,64,73,149,206,151,165
FBgn0027492,952,1819,879,937,2242,2447,2283,2634
FBgn0039525,10,25,16,10,128,248,126,317
FBgn0004387,522,866,484,451,980,1109,950,1310
FBgn0039522,0,1,0,0,0,1,3,1
FBgn0039521,0,1,0,1,0,0,2,0
FBgn0005659,2,5,1,1,14,9,13,7
FBgn0067407,0,0,0,0,0,0,0,0
FBgn0039551,1,2,0,1,1,1,1,0
FBgn0039552,1,2,1,0,1,0,0,2
FBgn0039555,254,496,245,235,467,568,569,665
FBgn0003279,853,1636,770,862,1363,1489,1598,1424
FBgn0027579,268,561,300,301,1661,1706,1853,1772
FBgn0039560,314,657,312,328,661,920,765,913
FBgn0039562,2150,4188,2271,2207,3768,3985,4266,4147
FBgn0039564,89,150,91,95,177,160,174,141
FBgn0051054,0,0,0,0,0,0,0,0
FBgn0039566,151,355,177,169,243,252,275,244
FBgn0039568,1,1,0,0,2,2,0,2
FBgn0003890,64,119,59,60,479,194,604,214
FBgn0051131,0,0,0,0,0,0,0,0
FBgn0051253,0,0,0,0,0,0,0,1
FBgn0039565,0,0,0,0,0,0,0,0
FBgn0039563,176,266,122,152,406,394,437,447
FBgn0039561,628,1160,503,556,1236,1536,1510,1718
FBgn0039559,616,1076,574,589,1193,1372,1335,1339
FBgn0051053,15,23,11,6,121,236,110,116
FBgn0039558,122,192,107,122,254,274,281,322
FBgn0039557,86,120,77,69,186,250,189,241
FBgn0053213,102,188,83,93,250,305,288,333
FBgn0039554,314,589,275,299,685,841,810,836
FBgn0002865,99,189,92,89,152,5,123,1
FBgn0004171,68,122,58,61,100,2,65,2
FBgn0039576,37,60,34,36,59,1,49,0
FBgn0039577,35,71,38,38,56,1,38,1
FBgn0039581,313,604,265,254,423,501,509,559
FBgn0039584,2,6,1,3,10,10,6,8
FBgn0039585,2,5,0,1,13,20,15,14
FBgn0013813,21,41,18,21,45,98,86,112
FBgn0039588,112,240,84,96,732,631,858,739
FBgn0003137,2193,4138,2018,1925,5471,6741,6823,7370
FBgn0051051,82,144,73,52,117,199,137,293
FBgn0039580,478,916,476,469,984,1271,1225,1499
FBgn0001215,1437,2713,1347,1294,4691,5153,5152,5509
FBgn0039589,171,309,154,149,282,340,341,400
FBgn0039591,1,1,1,0,5,7,2,6
FBgn0053346,0,3,0,1,4,0,10,2
FBgn0039593,6,7,4,0,36,8,29,21
FBgn0039594,64,101,65,38,564,598,596,458
FBgn0027655,195,371,185,188,523,691,629,679
FBgn0039599,1,0,0,0,3,5,4,2
FBgn0039598,0,1,1,0,4,0,3,4
FBgn0039597,2,0,1,2,2,4,0,3
FBgn0039596,3,4,1,1,6,4,5,6
FBgn0039595,0,0,1,1,6,3,6,4
FBgn0051050,0,0,3,0,0,0,0,2
FBgn0039590,483,840,455,438,1083,1404,1215,1580
FBgn0026400,239,418,186,233,361,401,442,493
FBgn0000659,2,11,4,2,16,10,5,12
FBgn0039600,738,1444,685,669,1069,1115,1091,1299
FBgn0039602,183,356,148,183,478,571,528,622
FBgn0039609,3,9,3,5,18,18,26,19
FBgn0039611,5,7,9,9,95,70,105,73
FBgn0039613,82,173,76,66,188,190,226,213
FBgn0027578,756,1322,697,679,587,482,682,566
FBgn0039616,6,16,7,9,18,26,19,20
FBgn0039623,239,468,241,271,553,651,606,739
FBgn0041780,3,6,1,3,18,23,21,14
FBgn0039622,6,13,9,9,27,50,23,55
FBgn0039620,12,14,13,6,48,58,63,65
FBgn0039617,8,12,4,4,6,10,8,10
FBgn0053203,119,210,89,101,251,231,296,254
FBgn0039612,593,1129,668,602,1212,1070,1423,1184
FBgn0015589,1020,1878,1043,1123,2953,2681,3342,3071
FBgn0024273,272,564,274,285,560,648,608,769
FBgn0039601,224,340,160,177,419,589,463,610
FBgn0005642,496,961,431,510,866,953,934,1144
FBgn0027873,112,246,131,136,315,352,331,370
FBgn0003093,338,588,326,297,720,860,832,936
FBgn0039627,64,151,65,61,117,130,128,133
FBgn0039628,4,10,5,3,16,16,13,11
FBgn0039629,1,6,3,0,8,11,10,5
FBgn0039630,0,0,0,1,7,2,2,4
FBgn0039631,96,156,73,83,262,281,279,321
FBgn0039633,1069,2004,1042,952,2606,2932,2947,2861
FBgn0039635,309,582,219,304,592,720,645,771
FBgn0039636,148,293,118,122,534,524,573,611
FBgn0039637,837,1205,658,656,3221,3482,3635,3898
FBgn0028671,339,559,267,293,718,785,794,865
FBgn0039640,82,180,82,69,483,1166,518,1230
FBgn0028692,644,1113,515,581,1012,1231,1178,1546
FBgn0039644,256,418,227,161,1653,1377,1851,1577
FBgn0039645,4,8,5,3,22,27,20,22
FBgn0014427,672,1063,635,594,1966,1712,2106,1875
FBgn0051044,895,2003,861,880,5076,5724,5715,5610
FBgn0029176,1441,2518,1269,1295,1785,1844,2011,1877
FBgn0039654,152,337,150,171,337,428,415,444
FBgn0028476,287,577,268,306,597,721,714,849
FBgn0003525,4848,9651,4860,5055,18068,15382,13502,14009
FBgn0051445,166,315,144,146,1132,757,1303,839
FBgn0051427,4,15,4,10,46,20,51,28
FBgn0039656,12,30,18,24,71,111,72,66
FBgn0039655,30,75,31,39,67,77,83,66
FBgn0062442,140,297,167,140,413,519,444,483
FBgn0039651,2,5,1,0,7,5,4,15
FBgn0039650,12,24,7,13,34,37,39,47
FBgn0039647,1,16,6,6,15,11,12,15
FBgn0041186,719,1242,666,714,977,1513,1033,1575
FBgn0041588,134,305,142,148,390,536,424,519
FBgn0039642,64,89,46,50,160,179,170,171
FBgn0039641,32,66,41,36,80,136,83,97
FBgn0039639,22,54,28,31,89,136,120,113
FBgn0039638,175,323,147,135,329,437,375,422
FBgn0005596,275,507,256,235,364,470,462,457
FBgn0039634,215,422,193,231,499,611,616,686
FBgn0039626,140,295,153,165,321,408,299,361
FBgn0039625,0,0,0,0,0,0,0,0
FBgn0039664,337,576,281,330,484,611,615,622
FBgn0039666,3,0,1,2,2,8,3,16
FBgn0039667,56,134,68,78,183,249,215,251
FBgn0039668,316,543,299,287,663,840,714,896
FBgn0039665,591,1385,767,799,1814,1874,1952,2118
FBgn0040623,0,0,0,0,0,0,0,0
FBgn0039663,169,332,159,149,308,302,303,383
FBgn0015622,959,1845,928,904,1065,1287,1211,1567
FBgn0039659,40,119,51,33,107,70,90,65
FBgn0039669,0,3,2,1,3,1,1,2
FBgn0000492,114,224,170,115,172,204,160,212
FBgn0039674,110,214,131,111,204,278,238,307
FBgn0039677,2,6,4,4,7,1,6,11
FBgn0039678,41,94,48,53,190,204,194,200
FBgn0039679,49,112,39,46,98,126,101,102
FBgn0039680,281,548,300,299,383,480,367,346
FBgn0013972,110,208,118,112,150,276,156,290
FBgn0039683,5,15,6,12,21,16,10,15
FBgn0039684,0,0,0,1,0,11,2,15
FBgn0039686,5,5,6,6,4,14,7,5
FBgn0024841,1507,2640,1411,1259,5336,9385,6298,7624
FBgn0042213,137,262,117,128,253,378,297,419
FBgn0039688,84,140,67,71,245,329,280,299
FBgn0039687,292,501,252,235,445,659,460,680
FBgn0039685,2,0,0,2,1,9,3,13
FBgn0039682,95,137,82,88,88,189,103,204
FBgn0039681,18,24,14,11,40,53,32,55
FBgn0025457,214,395,213,231,644,611,607,641
FBgn0039673,70,178,79,73,161,210,214,206
FBgn0051041,0,1,1,0,3,3,2,6
FBgn0039671,1,0,1,0,3,5,2,3
FBgn0039670,2,1,1,0,2,3,0,1
FBgn0039689,175,287,146,152,218,327,253,365
FBgn0039690,170,274,191,153,538,922,654,819
FBgn0039691,531,901,420,501,822,1055,980,1058
FBgn0019972,679,1269,645,668,1449,2201,1769,2321
FBgn0039698,226,422,220,219,477,672,441,622
FBgn0000247,670,1223,582,621,1448,1766,1520,1807
FBgn0039704,38,85,39,35,85,99,85,121
FBgn0039707,6,3,9,4,11,8,8,7
FBgn0039709,56,72,43,43,162,256,142,234
FBgn0051038,372,526,409,346,2046,2250,2049,2485
FBgn0039719,1,1,1,0,3,3,1,0
FBgn0051036,4,8,2,2,11,18,21,13
FBgn0003357,0,2,0,1,1,4,4,2
FBgn0039723,4,5,11,6,14,18,22,11
FBgn0039727,264,449,233,226,532,651,612,667
FBgn0004622,12,7,4,5,16,17,14,20
FBgn0039726,88,147,89,73,273,386,305,383
FBgn0051040,187,381,176,181,503,606,592,593
FBgn0051202,28,48,36,34,103,107,130,106
FBgn0003358,0,1,1,1,2,2,2,4
FBgn0003356,0,3,2,1,5,2,1,3
FBgn0003861,1,8,6,2,12,11,15,14
FBgn0039722,0,1,3,1,4,5,4,6
FBgn0039718,13,28,24,19,22,42,19,45
FBgn0039712,296,517,243,279,539,604,583,707
FBgn0051032,82,180,102,114,423,495,465,525
FBgn0039710,396,784,387,406,815,1069,904,1157
FBgn0039705,256,514,245,240,514,786,584,785
FBgn0039703,4,5,2,10,4,6,2,5
FBgn0039702,132,247,117,107,382,586,416,596
FBgn0002924,1275,2420,1135,1194,1437,2034,1186,1509
FBgn0039697,484,805,379,462,953,1236,1124,1415
FBgn0039696,171,312,165,160,451,975,545,948
FBgn0039694,185,341,141,118,488,579,500,570
FBgn0020235,898,1709,819,870,1574,2278,1776,2564
FBgn0027518,318,652,319,316,906,1130,1042,1146
FBgn0027583,240,481,253,209,706,1038,872,1023
FBgn0039728,17,29,16,10,44,46,57,55
FBgn0039731,79,183,94,95,192,251,190,251
FBgn0039733,190,377,197,170,312,360,329,394
FBgn0039734,119,237,124,145,156,181,135,189
FBgn0016685,361,631,352,322,633,686,693,762
FBgn0026597,231,459,233,214,514,566,521,569
FBgn0003511,0,0,0,0,0,0,0,0
FBgn0003510,0,0,0,0,0,0,0,0
FBgn0003512,278,464,255,238,399,447,442,495
FBgn0039741,292,444,215,251,434,460,431,511
FBgn0039743,516,952,436,484,1049,1055,1071,1175
FBgn0039744,2,7,3,6,11,14,3,10
FBgn0260468,2,0,1,0,5,5,3,5
FBgn0039748,2,5,0,0,2,0,1,3
FBgn0039752,2,2,1,1,4,9,7,6
FBgn0039756,2820,4371,2766,2684,7005,5666,7723,5774
FBgn0039755,53,82,63,60,119,168,141,146
FBgn0039754,1,3,2,3,12,19,11,19
FBgn0039751,56,110,53,57,122,127,142,165
FBgn0051028,6,12,2,9,16,18,16,23
FBgn0051030,6,2,3,2,7,8,6,14
FBgn0039749,21,40,16,16,53,54,51,71
FBgn0039747,6,14,2,5,15,64,14,51
FBgn0051029,6,7,8,7,46,91,49,90
FBgn0051025,3,4,4,1,14,17,11,16
FBgn0003479,92,205,86,79,210,275,236,261
FBgn0039742,49,132,59,50,85,115,105,101
FBgn0002626,565,1051,536,558,1411,1459,1733,1543
FBgn0001280,101,219,123,102,274,317,308,367
FBgn0001281,11,15,11,14,37,33,27,41
FBgn0041102,2,1,2,0,6,17,9,9
FBgn0039740,112,205,75,85,291,323,339,360
FBgn0039739,4,1,0,0,7,5,1,3
FBgn0039737,1718,2939,1702,1510,2792,3108,3298,3463
FBgn0039735,219,424,187,194,376,475,448,510
FBgn0039732,45,96,44,39,132,158,134,169
FBgn0039730,107,226,116,121,223,328,272,369
FBgn0000032,119,236,121,118,223,342,310,351
FBgn0000280,4,11,5,5,1,10,7,10
FBgn0000279,221,395,225,168,155,187,175,197
FBgn0039760,0,0,1,0,1,4,3,2
FBgn0039761,0,3,0,0,1,0,2,0
FBgn0010113,898,1746,857,859,3279,4201,3469,4304
FBgn0015221,1139,2308,1399,1087,2840,2607,2852,2960
FBgn0039765,50,103,42,62,122,140,135,169
FBgn0039768,3,6,2,5,10,9,9,10
FBgn0039767,486,911,416,410,905,1083,976,1169
FBgn0039766,69,134,72,75,137,139,137,185
FBgn0039764,62,149,60,59,90,95,86,121
FBgn0027544,0,0,0,0,0,0,0,0
FBgn0015222,452,830,441,459,1925,1918,2204,2200
FBgn0051023,189,350,148,158,266,168,245,193
FBgn0051383,12,37,12,16,374,236,336,226
FBgn0039759,17,17,12,8,10,29,14,33
FBgn0039758,3,1,1,1,15,31,8,24
FBgn0039769,4,8,2,0,7,5,7,6
FBgn0039774,1462,2694,1267,1227,3578,3597,4097,4148
FBgn0039776,452,659,436,353,1516,1401,1530,1620
FBgn0260440,134,226,116,134,266,395,257,318
FBgn0039778,4,2,2,1,6,4,4,4
FBgn0039779,1,4,0,3,8,4,3,2
FBgn0039782,2,2,2,1,2,5,6,8
FBgn0039784,4,5,5,3,6,8,3,13
FBgn0082582,893,1693,777,796,2913,3947,3217,4054
FBgn0039787,127,263,96,128,291,405,324,470
FBgn0051019,55,88,45,30,93,104,110,95
FBgn0051021,17,36,14,16,103,58,99,50
FBgn0051017,52,80,48,42,210,136,207,120
FBgn0051015,4,4,1,0,4,1,5,7
FBgn0051013,2,5,0,1,3,6,4,4
FBgn0039792,3,5,2,2,11,10,9,9
FBgn0039790,97,202,115,97,397,401,418,439
FBgn0039789,28,50,15,25,152,161,208,210
FBgn0039788,250,411,213,210,346,478,441,634
FBgn0027654,174,288,147,128,1028,1164,984,1114
FBgn0051524,1,3,4,1,2,5,0,11
FBgn0039783,6,2,2,2,3,4,4,3
FBgn0051014,2,3,1,0,4,3,2,6
FBgn0051371,8,13,9,8,38,128,38,142
FBgn0039780,3,2,1,2,1,10,5,6
FBgn0026190,0,5,2,6,3,11,8,7
FBgn0039777,1,1,4,3,8,7,3,4
FBgn0039773,122,222,117,130,185,314,233,350
FBgn0028646,929,1661,990,848,4036,4251,4994,4326
FBgn0039771,8,16,5,8,23,21,30,29
FBgn0039770,2,3,3,3,8,7,7,12
FBgn0039795,7,7,3,3,9,6,5,4
FBgn0039797,7,3,2,2,5,7,6,9
FBgn0039799,1,2,2,4,5,7,6,8
FBgn0039802,176,354,168,181,807,914,943,967
FBgn0027598,1067,1942,1140,1076,5354,5220,6106,5706
FBgn0039804,11,31,8,17,48,46,46,39
FBgn0039805,4,4,4,4,7,3,2,3
FBgn0015032,7,13,4,3,7,18,11,17
FBgn0000416,754,1334,686,739,1262,1398,1427,1519
FBgn0039809,176,330,189,190,460,499,574,513
FBgn0039808,16,44,20,26,67,76,57,74
FBgn0039807,2,7,5,6,5,9,12,15
FBgn0039806,0,6,2,3,0,8,7,7
FBgn0011739,1273,2494,1139,1253,3674,4054,4070,3953
FBgn0039801,4,11,4,7,15,15,8,19
FBgn0039800,4,9,1,6,25,19,25,18
FBgn0039798,0,0,2,2,12,7,3,4
FBgn0051010,1,2,1,2,1,2,4,8
FBgn0000274,6,4,3,3,7,9,5,1
FBgn0039796,4,3,1,3,4,14,6,15
FBgn0039812,2,10,1,8,4,5,8,7
FBgn0010015,5,19,9,5,62,73,51,63
FBgn0016123,530,931,592,426,3324,3899,4002,4817
FBgn0024288,7,11,7,6,41,73,50,91
FBgn0039820,0,3,2,2,3,3,1,1
FBgn0039821,20,35,24,19,109,113,81,96
FBgn0039818,9,10,9,5,21,37,16,45
FBgn0039816,3,1,0,0,9,5,1,3
FBgn0002413,574,1005,509,483,1225,1110,1404,1380
FBgn0010808,147,297,114,133,329,398,410,478
FBgn0004573,12,7,10,6,16,19,17,20
FBgn0051008,2,1,1,1,2,2,2,2
FBgn0062411,3,6,2,5,2,6,2,4
FBgn0039811,0,1,0,2,1,0,2,0
FBgn0039810,0,3,2,1,7,5,7,5
FBgn0013973,2,1,3,2,11,10,8,9
FBgn0004389,2,2,0,0,0,1,1,2
FBgn0039827,80,207,111,95,150,177,197,187
FBgn0039828,305,552,271,276,436,462,461,461
FBgn0039831,645,1249,675,677,2439,2630,2697,2912
FBgn0039835,85,156,56,72,145,201,158,172
FBgn0039838,3,2,1,2,4,5,4,6
FBgn0040628,0,2,1,0,0,2,4,3
FBgn0040629,1,1,2,0,1,3,2,5
FBgn0039839,2,4,4,1,7,8,7,11
FBgn0039840,5,13,3,5,16,11,6,21
FBgn0039836,48,82,53,50,81,99,104,123
FBgn0051005,49,110,35,53,79,106,97,143
FBgn0039833,3,19,7,3,9,18,12,14
FBgn0039832,2,4,2,2,22,36,27,31
FBgn0039830,1241,2434,1236,1095,2473,2713,2685,2839
FBgn0046696,100,163,105,104,136,125,130,122
FBgn0039829,179,302,151,142,226,283,271,299
FBgn0061476,96,227,109,101,232,256,244,228
FBgn0051004,4,16,6,8,5,8,19,16
FBgn0046332,8,17,20,5,9,154,100,104
FBgn0039844,216,415,251,224,3612,2455,4019,2443
FBgn0019990,224,523,237,231,594,698,647,1012
FBgn0039850,4,3,4,1,2,2,2,2
FBgn0039851,9,12,3,8,18,18,12,26
FBgn0039852,7,9,10,7,17,11,15,18
FBgn0028968,726,1335,670,682,1220,1460,1530,1559
FBgn0003268,287,537,265,256,621,698,630,676
FBgn0039854,11,28,11,19,28,41,38,48
FBgn0039855,19,26,21,14,60,69,57,76
FBgn0039856,273,515,297,313,596,593,636,606
FBgn0039858,1141,2050,967,1040,4345,4529,4354,4796
FBgn0039857,505,1039,477,492,1076,1101,989,1139
FBgn0043900,306,575,266,334,805,1028,934,1130
FBgn0039849,151,287,129,135,321,416,360,418
FBgn0039848,105,193,113,103,201,213,192,238
FBgn0039846,121,230,130,128,336,386,353,357
FBgn0051002,5,5,3,2,9,7,18,104
FBgn0051204,4,13,3,5,87,27,105,21
FBgn0039860,137,248,107,115,288,416,362,492
FBgn0039861,189,382,173,195,380,495,397,494
FBgn0039862,43,59,23,26,66,103,82,101
FBgn0039863,287,597,264,302,646,826,789,898
FBgn0003870,1911,3259,1893,1763,7196,7348,7603,7873
FBgn0039868,121,202,104,106,145,171,171,213
FBgn0000557,13,24,10,15,41,41,50,47
FBgn0039869,388,769,421,379,574,653,655,824
FBgn0039870,419,750,396,460,739,802,721,884
FBgn0022349,496,943,459,461,1015,1102,974,1125
FBgn0039875,225,483,192,259,503,555,594,614
FBgn0005632,816,1557,767,831,1907,2355,2154,2659
FBgn0027620,335,652,291,313,567,732,533,752
FBgn0039879,18,28,13,11,27,62,34,47
FBgn0039881,32,73,34,35,141,261,153,344
FBgn0039882,59,136,79,73,267,330,280,367
FBgn0039877,200,358,168,208,389,504,423,545
FBgn0039876,59,115,63,53,198,263,271,278
FBgn0003065,1,5,0,0,4,5,3,7
FBgn0039873,4,5,6,4,7,4,10,12
FBgn0017448,12,25,10,11,16,27,19,19
FBgn0039872,142,211,105,101,220,262,219,245
FBgn0000150,1583,3074,1471,1484,2287,2530,2198,2614
FBgn0039867,83,156,71,91,242,233,220,263
FBgn0039864,25,35,13,24,88,131,89,84
FBgn0039859,33,73,30,44,103,158,145,141
FBgn0039883,28,52,30,20,96,205,83,163
FBgn0039886,152,244,130,122,249,355,257,372
FBgn0039887,6,19,6,6,18,31,18,29
FBgn0002780,905,1718,747,799,1355,1474,1378,1481
FBgn0002645,1349,2814,1478,1418,2893,3082,2775,3255
FBgn0040206,472,840,391,388,967,1282,1064,1339
FBgn0011224,170,360,193,168,1159,1448,1405,1522
FBgn0051616,1,0,0,0,0,2,0,0
FBgn0051615,0,0,0,0,0,0,0,0
FBgn0051754,4,12,3,2,19,44,17,25
FBgn0032956,414,895,362,413,1380,1412,1464,1474
FBgn0051619,337,605,252,284,862,995,952,1058
FBgn0032961,572,1077,583,619,568,598,579,654
FBgn0003866,165,291,190,134,1574,1215,1645,1127
FBgn0051612,41,97,37,34,120,128,107,147
FBgn0032964,20,25,9,11,43,60,30,50
FBgn0000559,2946,5347,2725,2858,7124,7679,7962,7890
FBgn0032966,0,3,0,1,0,1,1,0
FBgn0032967,2,3,1,1,4,6,6,5
FBgn0032968,4,2,3,3,11,7,7,11
FBgn0051700,0,0,0,0,0,1,0,0
FBgn0051702,0,3,1,2,5,1,3,2
FBgn0032971,0,1,0,1,3,5,2,3
FBgn0032973,2,8,5,2,31,47,35,38
FBgn0025674,561,1004,514,543,1246,1294,1198,1309
FBgn0032972,0,0,0,2,7,6,7,7
FBgn0040519,0,0,0,1,3,3,1,3
FBgn0051703,1,5,2,2,10,4,4,3
FBgn0051601,4,5,3,5,80,27,85,27
FBgn0032969,11,14,5,4,30,18,22,26
FBgn0032965,3,1,0,0,11,11,10,7
FBgn0032981,180,316,167,170,834,176,879,170
FBgn0042701,5,1,1,4,9,7,5,7
FBgn0032986,981,1939,1048,1108,2867,2760,3098,2657
FBgn0032988,432,806,356,376,1016,918,951,936
FBgn0039972,977,1782,777,826,2602,2205,2776,2279
FBgn0032987,715,1409,715,725,1956,1800,2192,1906
FBgn0032979,714,1357,754,745,1860,1865,2032,1930
FBgn0033047,0,2,2,1,8,5,5,8
FBgn0033050,396,831,394,405,1043,1420,1070,1483
FBgn0033055,231,454,223,267,709,747,761,872
FBgn0033058,34,42,22,20,35,40,53,49
FBgn0033060,86,165,80,83,189,289,199,293
FBgn0033063,16,40,17,30,63,24,63,29
FBgn0011958,230,484,276,297,851,1061,835,1262
FBgn0011957,39,61,42,28,90,66,91,68
FBgn0011932,166,294,142,138,358,398,442,431
FBgn0011931,24,73,61,30,229,226,245,206
FBgn0011887,132,173,165,158,515,508,618,649
FBgn0011880,459,994,525,467,1628,1698,1684,1822
FBgn0011956,60,158,60,92,256,372,261,479
FBgn0050316,38,99,35,47,319,303,311,344
FBgn0033065,19,47,24,35,119,127,110,129
FBgn0040502,9,9,5,7,13,20,22,18
FBgn0011934,400,725,331,298,286,335,379,447
FBgn0033069,7,8,10,10,17,34,18,30
FBgn0050431,25,26,30,22,71,82,64,99
FBgn0033074,135,268,129,144,381,381,422,348
FBgn0021847,250,481,222,259,486,665,541,710
FBgn0033072,40,58,51,36,126,173,118,135
FBgn0050432,5,9,7,10,10,14,14,20
FBgn0011935,38,84,53,44,434,73,521,124
FBgn0033067,5,10,6,6,10,9,7,11
FBgn0011955,225,627,190,336,342,464,396,715
FBgn0011890,619,529,515,438,243,311,255,299
FBgn0000546,1295,1973,1198,1064,4172,5334,4183,5598
FBgn0011888,208,163,303,291,413,382,403,411
FBgn0011889,201,197,172,175,460,542,519,526
FBgn0011933,54,128,56,35,57,58,60,65
FBgn0011938,118,193,82,125,117,149,121,156
FBgn0011891,791,1350,847,842,1128,1443,1729,1885
FBgn0033062,840,1590,840,874,1415,1966,1480,2184
FBgn0033061,119,252,160,172,378,523,390,515
FBgn0033056,15,21,14,20,24,44,35,44
FBgn0033054,14,23,16,8,36,48,29,54
FBgn0033052,450,942,448,460,1451,2121,1661,2334
FBgn0033051,534,1026,548,569,1017,1294,1252,1322
