Geneid,S2_Ctrl1,S2_Auxin1,S2_Ctrl2,S2_Auxin2
FBgn0034543,369,624,337,300
FBgn0034545,0,0,0,1
FBgn0034546,0,0,0,1
FBgn0041240,1,0,1,2
FBgn0000615,213,384,173,227
FBgn0034542,435,787,406,385
FBgn0050211,8,11,4,6
FBgn0034539,0,3,0,0
FBgn0034538,12,25,12,11
FBgn0034530,66,129,57,66
FBgn0034528,246,440,201,190
FBgn0050147,2153,4148,2498,1833
FBgn0034523,53,89,44,43
FBgn0028622,22,36,15,16
FBgn0034521,141,223,106,123
FBgn0034517,0,0,0,0
FBgn0043536,0,0,0,0
FBgn0050145,0,0,0,1
FBgn0050148,6,14,3,6
FBgn0034515,0,0,0,0
FBgn0034514,0,0,0,0
FBgn0050151,0,4,0,2
FBgn0034491,427,765,399,378
FBgn0010411,295,583,327,317
FBgn0034493,476,913,524,543
FBgn0026136,1,0,0,1
FBgn0034502,1,1,0,0
FBgn0034504,379,779,354,377
FBgn0034505,0,0,2,1
FBgn0034506,1,0,0,3
FBgn0042198,0,0,0,1
FBgn0034509,1,2,0,0
FBgn0043534,0,0,0,0
FBgn0043535,0,0,0,0
FBgn0034510,0,0,0,0
FBgn0034507,0,0,0,0
FBgn0034503,136,272,148,160
FBgn0034501,1081,2238,1226,1137
FBgn0034500,27,74,22,27
FBgn0034499,2,0,1,1
FBgn0034498,362,729,343,337
FBgn0034497,8,7,4,4
FBgn0034494,683,1240,778,672
FBgn0003114,0,2,2,2
FBgn0005655,764,1485,636,685
FBgn0034481,0,1,0,0
FBgn0011869,87,269,71,64
FBgn0034484,0,2,0,0
FBgn0011870,108,182,118,104
FBgn0034485,0,0,1,1
FBgn0034487,47,94,65,72
FBgn0025720,249,449,223,231
FBgn0034490,25,36,18,24
FBgn0034489,2,3,2,2
FBgn0034488,257,426,246,211
FBgn0034486,0,0,1,0
FBgn0034483,0,0,0,1
FBgn0034480,1,1,0,0
FBgn0050212,80,164,81,82
FBgn0034471,0,0,0,0
FBgn0043533,2,3,0,2
FBgn0034472,2,3,0,3
FBgn0050215,344,690,318,342
FBgn0050218,223,431,242,217
FBgn0011897,449,713,518,401
FBgn0034475,1,2,0,0
FBgn0034476,579,1848,910,780
FBgn0043532,1,4,5,3
FBgn0050447,1,5,3,3
FBgn0034477,3,8,3,4
FBgn0034474,2,0,1,0
FBgn0034473,1,1,3,6
FBgn0050454,58,106,74,69
FBgn0011848,129,202,122,137
FBgn0011849,141,256,108,125
FBgn0011850,120,181,87,104
FBgn0050452,224,509,204,204
FBgn0002716,83,145,57,57
FBgn0026378,163,336,173,175
FBgn0034454,1,3,0,2
FBgn0034455,88,205,98,104
FBgn0034456,1,1,3,0
FBgn0034457,3,4,4,1
FBgn0034459,4,10,1,3
FBgn0034460,0,0,1,0
FBgn0034461,0,0,1,1
FBgn0034463,0,4,1,1
FBgn0034464,9,24,12,16
FBgn0028372,133,288,130,126
FBgn0040729,2,0,0,2
FBgn0034468,0,1,2,0
FBgn0034470,2,0,1,0
FBgn0046879,2,4,3,1
FBgn0046880,1,0,3,0
FBgn0034467,4,11,4,4
FBgn0040730,1,3,2,1
FBgn0015949,618,1152,568,588
FBgn0034462,1,0,2,2
FBgn0034458,3,5,1,1
FBgn0050223,130,280,145,210
FBgn0040732,4,6,3,3
FBgn0034452,45,102,43,66
FBgn0034451,282,620,289,268
FBgn0034422,123,215,102,86
FBgn0010434,969,1771,974,980
FBgn0004003,2,5,3,1
FBgn0034423,3,2,0,3
FBgn0003254,28,58,30,34
FBgn0034428,0,2,1,0
FBgn0034429,3,1,1,0
FBgn0013954,451,896,352,379
FBgn0034432,464,962,474,429
FBgn0034435,3,5,2,2
FBgn0034436,1147,2128,1192,970
FBgn0034437,5,12,7,11
FBgn0034439,69,124,60,62
FBgn0034440,31,58,27,17
FBgn0034441,6,6,3,2
FBgn0034442,50,92,38,46
FBgn0028981,224,501,269,232
FBgn0050225,62,215,68,63
FBgn0050326,28,73,30,29
FBgn0012051,242,474,287,256
FBgn0040273,380,683,316,343
FBgn0013325,567,1114,538,548
FBgn0034446,72,141,64,72
FBgn0034447,517,986,452,419
FBgn0020440,293,521,242,259
FBgn0034443,46,90,57,63
FBgn0034438,265,543,243,211
FBgn0034433,107,221,118,112
FBgn0034430,117,180,95,80
FBgn0034427,1,1,0,1
FBgn0034426,2,1,0,0
FBgn0034425,131,257,132,139
FBgn0053453,0,0,0,0
FBgn0053454,0,2,0,2
FBgn0034408,207,468,276,251
FBgn0034411,4,3,4,4
FBgn0004168,5,8,3,1
FBgn0027535,136,293,128,157
FBgn0034419,57,133,76,70
FBgn0034418,174,354,134,147
FBgn0050125,0,0,0,0
FBgn0034413,1,0,0,0
FBgn0041702,140,221,94,141
FBgn0014269,236,479,206,217
FBgn0028669,1,1,0,0
FBgn0050227,188,333,173,158
FBgn0034377,16,31,14,10
FBgn0034379,76,122,46,70
FBgn0053147,18,38,23,12
FBgn0034387,26,101,37,43
FBgn0050229,74,183,62,72
FBgn0034391,25,50,31,23
FBgn0010551,478,882,452,438
FBgn0034397,177,329,156,204
FBgn0034399,308,565,285,246
FBgn0034402,38,64,44,30
FBgn0004240,3,1,0,1
FBgn0034407,24,39,31,26
FBgn0034406,13,20,15,17
FBgn0010053,0,0,0,0
FBgn0034403,28,56,26,31
FBgn0034401,615,1138,490,570
FBgn0034400,1361,2629,1279,1385
FBgn0034398,725,1400,660,801
FBgn0034396,1926,3537,1699,1675
FBgn0034394,9,11,13,6
FBgn0010651,992,2130,1123,975
FBgn0034392,141,254,141,145
FBgn0034390,8,24,14,9
FBgn0034383,5,8,5,4
FBgn0034382,7,4,6,4
FBgn0050121,5,8,9,4
FBgn0034381,7,9,7,9
FBgn0034380,104,213,91,110
FBgn0023214,2147,3924,2368,1919
FBgn0053136,26,49,34,32
FBgn0034372,0,0,0,0
FBgn0034371,794,1918,1105,882
FBgn0011868,100,145,100,72
FBgn0050122,945,1632,834,876
FBgn0034368,228,445,171,227
FBgn0034329,12,28,12,10
FBgn0034330,1,2,1,2
FBgn0025583,0,1,0,0
FBgn0040736,2,2,2,1
FBgn0040735,0,1,0,0
FBgn0040734,1,0,1,2
FBgn0064237,6,12,3,2
FBgn0034335,3,1,2,1
FBgn0063498,178,395,151,153
FBgn0063497,875,1467,918,749
FBgn0063496,8,10,6,10
FBgn0063495,11,4,1,9
FBgn0063494,424,810,294,265
FBgn0063493,225,382,146,175
FBgn0063492,652,1285,634,587
FBgn0063491,245,406,196,161
FBgn0027835,1511,2804,1321,1333
FBgn0034345,319,542,278,262
FBgn0034346,184,384,164,175
FBgn0034350,0,0,0,0
FBgn0050120,0,0,0,0
FBgn0034351,108,192,95,104
FBgn0034354,326,594,282,249
FBgn0034356,13,38,22,19
FBgn0003067,0,0,0,0
FBgn0034360,139,224,116,126
FBgn0034362,160,326,133,129
FBgn0034363,29,47,19,24
FBgn0034365,106,183,121,112
FBgn0000566,396,745,356,344
FBgn0034366,109,204,59,73
FBgn0034364,1,4,1,2
FBgn0034361,73,146,71,68
FBgn0050115,195,354,540,200
FBgn0028496,17,34,11,19
FBgn0034352,33,59,25,33
FBgn0013983,398,783,380,333
FBgn0063499,1,2,1,1
FBgn0040733,1,2,1,0
FBgn0034331,1,5,0,1
FBgn0034328,0,2,0,2
FBgn0034300,255,473,207,243
FBgn0028983,866,1806,986,868
FBgn0040465,58,95,46,57
FBgn0003044,421,833,376,450
FBgn0000057,114,201,98,98
FBgn0034307,163,286,128,153
FBgn0034308,282,491,262,274
FBgn0034312,244,506,219,263
FBgn0034318,1,0,0,0
FBgn0050114,1,0,0,1
FBgn0000658,182,264,205,191
FBgn0034321,79,136,70,71
FBgn0034322,22,22,15,18
FBgn0034323,20,23,10,13
FBgn0034326,20,43,13,22
FBgn0040737,4,10,7,6
FBgn0034327,24,43,24,32
FBgn0034313,279,516,267,244
FBgn0027836,594,1014,556,537
FBgn0034310,322,643,294,305
FBgn0022238,195,402,168,173
FBgn0034304,397,659,335,364
FBgn0062440,176,295,134,177
FBgn0001222,463,828,444,462
FBgn0003520,294,560,340,278
FBgn0034301,27,60,30,33
FBgn0034299,83,153,64,57
FBgn0041585,1819,3347,1953,1857
FBgn0015522,567,978,560,380
FBgn0050323,127,260,116,157
FBgn0034281,102,227,103,123
FBgn0011589,6,11,4,3
FBgn0034284,0,2,0,0
FBgn0034288,0,0,0,0
FBgn0034296,1,1,1,2
FBgn0034295,0,0,1,0
FBgn0034294,0,0,0,1
FBgn0034293,1,0,0,0
FBgn0034292,0,1,0,0
FBgn0034291,0,0,0,2
FBgn0034290,4,11,9,8
FBgn0003140,1,0,0,0
FBgn0050110,4,1,1,0
FBgn0050325,3,9,6,3
FBgn0034282,268,571,262,294
FBgn0034242,0,0,0,0
FBgn0040294,514,928,421,430
FBgn0016701,143,290,123,126
FBgn0029079,120,186,87,94
FBgn0029006,355,754,344,360
FBgn0034251,57,139,64,60
FBgn0050231,359,641,445,560
FBgn0034258,1098,2134,1111,1098
FBgn0050108,203,382,201,180
FBgn0050109,182,307,135,130
FBgn0034261,100,191,76,93
FBgn0045800,329,653,267,321
FBgn0063381,104,170,94,90
FBgn0063385,52,80,23,44
FBgn0063377,21,43,18,14
FBgn0063384,14,42,15,22
FBgn0063383,14,34,11,14
FBgn0063376,19,27,11,15
FBgn0063382,12,26,14,14
FBgn0063388,20,43,17,18
FBgn0063375,18,33,15,16
FBgn0063374,16,23,11,18
FBgn0063380,10,27,11,20
FBgn0063379,7,21,6,18
FBgn0063378,19,38,15,29
FBgn0063387,20,40,16,14
FBgn0063373,13,42,17,9
FBgn0063386,20,25,8,13
FBgn0034263,0,0,1,1
FBgn0034264,4,18,7,6
FBgn0034266,8,11,6,4
FBgn0034267,13,35,17,19
FBgn0034271,559,1070,537,482
FBgn0034272,61,113,50,60
FBgn0003545,109,240,94,105
FBgn0034270,143,245,120,101
FBgn0034269,263,541,247,252
FBgn0034265,127,205,103,99
FBgn0028494,10,20,10,9
FBgn0027872,40,69,28,36
FBgn0034262,199,508,245,225
FBgn0016059,641,1218,653,633
FBgn0034259,312,629,307,280
FBgn0050106,1,2,1,4
FBgn0034253,2,9,3,4
FBgn0034255,108,191,98,98
FBgn0004400,6,9,4,7
FBgn0050333,462,1254,403,504
FBgn0050105,49,90,39,43
FBgn0034249,229,401,200,192
FBgn0034248,20,28,8,12
FBgn0034247,5,5,4,5
FBgn0034246,265,525,223,257
FBgn0034245,138,234,101,101
FBgn0034243,359,647,322,330
FBgn0011879,464,1044,463,484
FBgn0010620,16,24,15,20
FBgn0016697,254,535,260,229
FBgn0022029,612,1249,480,532
FBgn0034215,276,579,295,330
FBgn0034217,87,162,79,77
FBgn0034218,26,62,27,24
FBgn0034221,113,209,98,94
FBgn0024196,120,255,133,127
FBgn0028953,659,1369,719,660
FBgn0022987,217,367,205,167
FBgn0034225,0,0,0,0
FBgn0050104,29,45,12,27
FBgn0050103,18,26,13,17
FBgn0034229,1,6,1,4
FBgn0034230,217,375,174,170
FBgn0034232,51,112,50,50
FBgn0034237,887,1655,816,836
FBgn0028382,263,499,223,251
FBgn0034240,983,2005,945,983
FBgn0010409,470,844,411,475
FBgn0034231,27,69,40,33
FBgn0034224,6,17,12,9
FBgn0034223,397,734,331,322
FBgn0028956,743,1566,737,721
FBgn0034219,118,229,134,154
FBgn0027506,274,521,266,290
FBgn0025716,281,479,268,271
FBgn0034214,212,397,180,198
FBgn0050101,6,4,2,2
FBgn0034210,139,282,125,135
FBgn0050232,281,702,377,353
FBgn0034179,329,602,266,302
FBgn0023172,444,751,336,347
FBgn0034182,34,101,60,47
FBgn0034183,14,19,16,12
FBgn0034184,347,688,336,295
FBgn0026721,471,799,365,373
FBgn0034187,25,23,18,13
FBgn0034191,33,79,33,44
FBgn0034194,262,451,303,158
FBgn0000078,2,4,8,1
FBgn0034197,2,8,2,2
FBgn0034198,52,127,62,56
FBgn0034199,182,310,177,146
FBgn0034200,34,68,39,47
FBgn0050235,135,274,94,104
FBgn0034201,2,4,3,2
FBgn0034205,3,2,2,3
FBgn0046294,1,2,0,3
FBgn0034206,0,1,0,0
FBgn0034204,1,7,2,4
FBgn0050457,1,1,2,4
FBgn0050458,1,2,0,0
FBgn0040918,297,565,273,314
FBgn0023458,384,759,327,319
FBgn0029877,21,35,12,19
FBgn0029878,249,455,247,247
FBgn0029879,124,253,108,118
FBgn0029881,890,1631,843,922
FBgn0029880,148,267,124,123
FBgn0028360,430,811,393,367
FBgn0062413,288,529,232,264
FBgn0025815,340,616,308,300
FBgn0029895,183,362,178,177
FBgn0029898,6,4,3,8
FBgn0029502,53,95,35,55
FBgn0029903,453,914,415,435
FBgn0029906,75,182,76,86
FBgn0029907,20,29,21,14
FBgn0029909,46,60,46,29
FBgn0029905,300,544,238,252
FBgn0003390,310,630,365,296
FBgn0052740,101,271,91,137
FBgn0029897,310,595,299,328
FBgn0029896,314,561,300,358
FBgn0029894,109,215,98,109
FBgn0029893,323,629,265,296
FBgn0029892,56,104,41,39
FBgn0029887,214,374,184,223
FBgn0029885,139,276,134,115
FBgn0029882,395,700,390,347
FBgn0029912,225,423,189,199
FBgn0029914,143,221,105,151
FBgn0029920,1,1,0,0
FBgn0052733,0,0,0,0
FBgn0029922,80,144,75,94
FBgn0029924,48,52,34,50
FBgn0027108,516,721,331,296
FBgn0052736,0,0,0,0
FBgn0029929,130,263,132,113
FBgn0029931,0,0,0,1
FBgn0004143,0,1,0,0
FBgn0029932,4,12,3,5
FBgn0029937,120,182,115,111
FBgn0047092,0,0,0,0
FBgn0027342,145,280,131,152
FBgn0029936,79,151,62,83
FBgn0029935,117,196,88,70
FBgn0029930,311,635,292,235
FBgn0029928,87,169,70,95
FBgn0000330,118,202,101,112
FBgn0027106,1,1,1,0
FBgn0004646,55,139,98,67
FBgn0029925,48,89,51,48
FBgn0052732,15,27,15,13
FBgn0029915,126,213,102,87
FBgn0029913,62,120,68,80
FBgn0029911,155,259,120,117
FBgn0029939,104,198,125,126
FBgn0029940,0,1,0,1
FBgn0029942,101,173,97,93
FBgn0029944,265,495,244,209
FBgn0029945,24,82,17,23
FBgn0026144,2,3,2,1
FBgn0029947,0,0,1,2
FBgn0029950,0,3,2,4
FBgn0040923,0,1,3,0
FBgn0052726,0,1,0,0
FBgn0040922,1,0,0,0
FBgn0029949,1,3,1,2
FBgn0029946,0,3,1,0
FBgn0029943,57,135,49,52
FBgn0025549,85,192,85,93
FBgn0029951,8,14,7,6
FBgn0004198,573,1147,492,548
FBgn0022786,112,220,96,110
FBgn0029957,116,246,98,120
FBgn0029959,94,183,75,91
FBgn0016041,219,429,186,191
FBgn0029961,3,3,5,1
FBgn0029958,69,135,53,64
FBgn0027553,139,243,110,143
FBgn0029955,4,8,3,5
FBgn0029952,1,3,2,2
FBgn0052720,3,3,2,1
FBgn0052719,6,14,6,6
FBgn0052718,12,14,4,8
FBgn0029962,5,14,4,9
FBgn0029964,0,1,0,0
FBgn0029966,6,7,2,3
FBgn0029968,47,127,44,38
FBgn0040087,400,639,302,338
FBgn0010292,156,376,158,163
FBgn0029975,398,763,402,389
FBgn0029976,446,897,392,405
FBgn0004403,193,323,154,175
FBgn0004404,144,295,145,143
FBgn0029987,13,17,6,10
FBgn0003447,406,740,427,405
FBgn0004657,856,1651,807,854
FBgn0029993,1,3,2,5
FBgn0040319,406,648,352,336
FBgn0029997,86,183,90,85
FBgn0029996,102,215,98,114
FBgn0029995,9,8,2,5
FBgn0029994,1,2,3,4
FBgn0029992,184,363,175,161
FBgn0004656,1123,2252,983,1118
FBgn0029990,34,83,25,36
FBgn0029989,7,10,4,6
FBgn0003656,148,295,142,137
FBgn0029986,26,41,35,29
FBgn0027280,876,1824,778,729
FBgn0029980,237,392,221,217
FBgn0029979,355,685,334,353
FBgn0029977,25,50,28,31
FBgn0029974,28,64,30,32
FBgn0053222,2,2,0,0
FBgn0260447,0,2,0,0
FBgn0029971,0,0,0,0
FBgn0029970,42,88,44,49
FBgn0029969,223,350,148,180
FBgn0029965,6,9,3,4
FBgn0029963,1,6,1,4
FBgn0029999,236,463,249,230
FBgn0030003,385,562,328,299
FBgn0030004,85,174,65,88
FBgn0030005,37,54,27,34
FBgn0030008,79,195,93,98
FBgn0030009,11,24,6,15
FBgn0030010,44,84,49,37
FBgn0030012,88,131,73,72
FBgn0030013,212,417,208,224
FBgn0030014,0,5,1,1
FBgn0030025,84,169,68,79
FBgn0020653,683,1212,724,698
FBgn0030027,6,9,3,2
FBgn0030030,120,244,116,98
FBgn0030033,1,1,2,1
FBgn0030034,275,477,226,260
FBgn0030035,89,253,80,102
FBgn0040928,16,40,14,23
FBgn0015519,13,17,15,10
FBgn0030029,11,19,18,13
FBgn0030028,35,48,28,29
FBgn0017566,199,324,150,162
FBgn0030026,313,563,259,298
FBgn0030017,72,112,41,68
FBgn0030016,24,46,12,13
FBgn0030015,0,3,1,2
FBgn0030011,6,12,8,11
FBgn0030007,228,452,234,197
FBgn0030006,78,207,89,126
FBgn0025800,293,507,232,265
FBgn0030001,5,8,5,4
FBgn0030000,128,268,137,104
FBgn0030038,181,299,147,157
FBgn0023506,74,160,76,75
FBgn0014465,0,2,1,0
FBgn0014466,0,0,1,0
FBgn0000359,0,0,0,0
FBgn0000360,2,3,2,1
FBgn0053181,58,112,62,59
FBgn0030049,516,962,455,503
FBgn0030052,403,754,432,400
FBgn0030053,95,185,103,111
FBgn0025864,306,592,273,322
FBgn0030055,413,715,319,340
FBgn0030056,457,921,479,448
FBgn0027864,33,70,32,43
FBgn0030058,7,12,14,3
FBgn0030057,285,483,226,214
FBgn0030054,333,772,295,313
FBgn0040929,61,102,55,52
FBgn0030051,2,6,2,1
FBgn0030050,4,1,2,2
FBgn0030048,383,715,418,415
FBgn0026679,204,413,190,214
FBgn0024943,9,16,3,12
FBgn0003023,4,3,1,1
FBgn0053223,1,0,1,1
FBgn0030041,0,2,0,0
FBgn0014032,32,76,37,33
FBgn0030040,35,64,35,40
FBgn0052713,2,3,0,0
FBgn0021767,98,211,105,109
FBgn0030039,88,141,70,79
FBgn0030037,153,342,180,158
FBgn0052712,33,71,34,33
FBgn0041629,1181,2394,1228,1157
FBgn0030061,359,772,333,348
FBgn0030063,192,347,143,137
FBgn0030065,157,295,181,143
FBgn0030067,226,455,217,218
FBgn0030073,873,1656,958,916
FBgn0030074,2,3,3,3
FBgn0030071,1,4,8,8
FBgn0011586,213,423,186,214
FBgn0030066,92,161,74,91
FBgn0011661,899,1791,848,914
FBgn0026411,101,155,83,88
FBgn0027330,390,691,337,365
FBgn0030060,404,862,414,428
FBgn0030082,150,284,139,148
FBgn0052707,102,163,96,97
FBgn0052708,132,252,113,132
FBgn0052706,1,5,2,2
FBgn0030085,9,15,6,6
FBgn0030086,500,923,497,557
FBgn0030088,47,117,57,50
FBgn0030089,263,497,221,232
FBgn0030091,281,503,229,243
FBgn0030093,360,766,368,368
FBgn0040467,57,86,51,68
FBgn0026206,323,685,293,325
FBgn0030098,1,3,2,1
FBgn0030099,80,140,73,91
FBgn0030100,57,74,33,26
FBgn0030103,0,0,0,0
FBgn0030104,0,0,0,0
FBgn0030105,1,1,1,0
FBgn0030107,2,1,2,2
FBgn0030108,4,19,11,13
FBgn0010269,52,104,42,56
FBgn0030114,466,971,499,475
FBgn0028292,151,339,158,173
FBgn0030122,108,241,114,128
FBgn0002576,5,9,4,5
FBgn0040234,290,477,213,246
FBgn0040235,131,243,122,121
FBgn0040236,350,684,343,373
FBgn0030121,127,245,123,128
FBgn0030120,15,19,11,12
FBgn0052703,9,22,8,8
FBgn0030116,16,22,19,14
FBgn0000077,134,240,102,85
FBgn0052704,10,11,6,9
FBgn0030109,173,400,166,203
FBgn0030102,0,2,0,0
FBgn0030101,55,112,84,59
FBgn0030097,2,4,0,1
FBgn0030096,179,309,150,166
FBgn0040931,45,91,40,42
FBgn0014868,319,578,252,307
FBgn0030092,108,227,77,90
FBgn0030090,14,40,25,17
FBgn0004856,187,309,141,172
FBgn0030087,226,377,188,229
FBgn0030081,160,256,119,135
FBgn0030078,24,31,30,29
FBgn0030077,644,1375,760,658
FBgn0026149,133,211,109,98
FBgn0030136,467,822,401,434
FBgn0001186,1058,1649,948,830
FBgn0030141,110,270,96,104
FBgn0027084,312,606,284,290
FBgn0052699,302,610,259,272
FBgn0052702,318,594,286,357
FBgn0030137,164,330,137,191
FBgn0028327,620,1110,432,534
FBgn0000233,17,25,14,22
FBgn0020378,14,11,14,11
FBgn0052698,23,9,9,17
FBgn0026415,4,12,1,4
FBgn0030148,7,10,6,6
FBgn0030164,0,0,0,0
FBgn0052694,15,34,22,20
FBgn0004045,1,5,3,2
FBgn0052693,1,4,0,5
FBgn0030174,18,43,26,12
FBgn0005391,3,5,8,1
FBgn0030167,0,2,1,0
FBgn0030163,1,1,0,1
FBgn0030177,171,387,199,180
FBgn0030181,2,1,0,0
FBgn0052690,0,2,0,0
FBgn0028342,169,260,129,121
FBgn0030189,73,180,70,78
FBgn0028480,319,597,327,340
FBgn0030195,22,41,30,27
FBgn0000711,129,247,123,149
FBgn0030200,1,0,0,0
FBgn0030206,76,116,63,59
FBgn0030208,234,437,207,209
FBgn0052687,194,420,217,202
FBgn0030207,18,22,8,22
FBgn0030204,0,3,1,3
FBgn0052683,8,5,7,4
FBgn0030202,1,0,0,0
FBgn0030196,45,112,60,41
FBgn0052681,96,206,92,66
FBgn0052686,87,164,48,73
FBgn0052679,0,2,0,2
FBgn0028331,229,381,217,216
FBgn0030191,3,1,0,1
FBgn0011770,473,933,452,367
FBgn0040942,248,457,237,204
FBgn0030187,3,8,5,7
FBgn0040941,0,0,0,0
FBgn0030186,0,0,0,0
FBgn0030183,19,27,22,19
FBgn0030178,34,77,32,42
FBgn0052685,369,672,357,366
FBgn0067052,1,3,1,0
FBgn0030217,92,193,97,97
FBgn0030223,1,4,1,0
FBgn0052677,23,28,17,13
FBgn0003204,1307,1967,1059,1000
FBgn0030228,338,627,282,304
FBgn0052672,390,635,364,338
FBgn0052675,295,528,220,228
FBgn0030230,40,118,45,33
FBgn0052676,156,322,172,154
FBgn0030224,1,3,0,1
FBgn0052673,0,0,0,0
FBgn0030222,1,7,3,0
FBgn0030221,0,0,0,1
FBgn0030218,462,821,455,350
FBgn0001206,133,272,110,155
FBgn0030215,9,20,16,9
FBgn0034551,1,0,1,0
FBgn0034554,3,1,0,2
FBgn0050295,34,76,38,31
FBgn0034558,7,7,4,8
FBgn0034560,1,0,0,0
FBgn0020617,0,6,2,1
FBgn0034564,57,115,60,47
FBgn0034570,621,1239,587,603
FBgn0034572,174,339,187,192
FBgn0050296,3,0,3,5
FBgn0034576,85,155,84,79
FBgn0034577,676,1300,626,663
FBgn0034579,33,56,29,36
FBgn0034580,22,58,25,34
FBgn0003748,2075,3588,1904,1828
FBgn0034583,398,975,462,386
FBgn0034582,0,1,3,3
FBgn0022700,2,2,1,5
FBgn0050293,7,9,7,8
FBgn0034578,73,101,60,74
FBgn0003391,229,371,192,186
FBgn0034573,112,242,113,138
FBgn0001133,116,228,135,106
FBgn0050291,164,321,146,186
FBgn0034569,143,252,120,141
FBgn0034568,18,28,13,21
FBgn0034567,4,6,1,2
FBgn0034565,62,123,66,60
FBgn0008636,5,3,0,3
FBgn0015524,2,3,2,3
FBgn0040653,0,0,0,0
FBgn0034553,3,1,0,1
FBgn0034552,0,4,0,0
FBgn0011674,35,67,29,24
FBgn0016984,646,1187,591,633
FBgn0034588,1,5,2,5
FBgn0002736,316,600,309,332
FBgn0034592,9,12,16,9
FBgn0021872,5186,10129,4907,5280
FBgn0026582,259,524,242,258
FBgn0050208,81,155,43,45
FBgn0034599,240,407,229,221
FBgn0003162,574,1210,720,576
FBgn0011872,189,661,272,300
FBgn0003891,730,1414,591,695
FBgn0034602,41,88,65,63
FBgn0034611,188,370,175,188
FBgn0016726,531,1100,534,568
FBgn0020306,3176,5981,2840,3178
FBgn0034622,33,81,37,40
FBgn0034628,481,852,434,399
FBgn0034629,74,133,60,46
FBgn0034627,215,413,158,136
FBgn0034626,495,979,390,421
FBgn0000395,1776,3149,1768,1247
FBgn0034624,4,3,1,0
FBgn0034623,3,5,7,3
FBgn0050394,403,799,295,338
FBgn0034617,143,259,117,128
FBgn0034614,711,1339,651,675
FBgn0050390,156,313,173,141
FBgn0050392,119,198,100,106
FBgn0034612,44,62,49,37
FBgn0050393,3,14,5,5
FBgn0050391,23,39,19,23
FBgn0034606,5,13,3,4
FBgn0034605,8,10,1,3
FBgn0027073,23,38,13,10
FBgn0050209,834,1763,926,867
FBgn0034601,2,3,1,1
FBgn0034598,817,1363,740,708
FBgn0011871,134,436,170,130
FBgn0050206,42,102,51,40
FBgn0050389,410,808,363,420
FBgn0034595,130,257,134,118
FBgn0034590,1266,2370,1177,1129
FBgn0020312,585,1116,573,564
FBgn0011824,420,832,377,391
FBgn0034585,416,854,472,428
FBgn0026369,462,927,452,482
FBgn0003731,115,210,132,123
FBgn0050222,0,3,1,0
FBgn0053225,15,16,11,7
FBgn0034641,808,1518,690,765
FBgn0034642,2,6,0,7
FBgn0034643,545,986,490,541
FBgn0034644,788,1264,703,722
FBgn0034645,146,247,105,123
FBgn0034650,248,447,208,221
FBgn0034651,6,15,8,10
FBgn0050263,6,6,9,2
FBgn0034654,444,875,410,408
FBgn0034655,143,215,123,122
FBgn0050290,0,0,0,0
FBgn0010228,586,1180,628,552
FBgn0027360,5,6,5,2
FBgn0050285,37,90,56,47
FBgn0034649,0,0,0,0
FBgn0034647,1951,3918,2373,2056
FBgn0034646,317,610,307,311
FBgn0050284,56,104,38,54
FBgn0016641,491,864,434,416
FBgn0000326,142,240,128,138
FBgn0042180,291,552,283,273
FBgn0034639,146,225,145,174
FBgn0034638,228,446,215,232
FBgn0034636,42,76,57,47
FBgn0260477,7,5,3,4
FBgn0069056,1,1,0,1
FBgn0050287,2,3,0,0
FBgn0050286,2,2,0,1
FBgn0050289,3,2,2,0
FBgn0050288,2,1,2,2
FBgn0034634,119,257,109,129
FBgn0034631,281,552,281,293
FBgn0010470,1233,2334,1177,1192
FBgn0010415,393,655,373,274
FBgn0004362,2643,5297,2496,2203
FBgn0050398,55,135,58,56
FBgn0034657,641,1245,553,572
FBgn0034658,1,0,1,0
FBgn0050395,2,3,0,5
FBgn0034659,1,2,0,0
FBgn0046297,0,1,0,0
FBgn0034666,0,0,1,0
FBgn0034670,21,51,31,21
FBgn0034674,216,385,190,177
FBgn0041237,3,16,12,12
FBgn0041239,1,1,1,0
FBgn0050401,1,0,0,1
FBgn0041238,0,2,2,0
FBgn0034671,0,2,0,0
FBgn0025573,0,0,1,3
FBgn0034667,0,2,2,0
FBgn0050406,49,94,45,35
FBgn0050407,6,11,2,5
FBgn0034665,1,0,0,0
FBgn0034664,0,0,0,0
FBgn0034663,0,1,1,0
FBgn0034662,6,6,4,1
FBgn0034661,1,1,0,1
FBgn0042098,0,0,1,0
FBgn0034660,0,1,1,0
FBgn0050404,282,612,266,264
FBgn0050403,35,70,47,46
FBgn0034681,1,1,0,0
FBgn0067102,1054,2004,1140,1031
FBgn0034691,300,553,249,262
FBgn0034694,286,543,246,276
FBgn0050281,156,273,174,176
FBgn0002715,77,183,80,67
FBgn0029147,264,479,249,216
FBgn0034700,3,5,4,7
FBgn0029084,14,21,20,17
FBgn0034704,34,88,30,45
FBgn0050279,12,13,9,9
FBgn0034706,69,145,84,84
FBgn0034707,128,209,107,102
FBgn0034708,262,490,272,251
FBgn0034713,3,4,0,1
FBgn0025186,318,568,259,234
FBgn0020307,418,785,285,331
FBgn0034716,1,0,1,2
FBgn0034715,1,2,1,1
FBgn0050277,2,4,1,1
FBgn0050278,12,16,11,6
FBgn0034712,2,5,2,2
FBgn0034710,0,3,1,2
