Geneid,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0038237,2217,1391,2276,1311
FBgn0038235,69,94,123,110
FBgn0038233,71,69,84,82
FBgn0038260,1070,712,1168,787
FBgn0038261,1679,508,1347,325
FBgn0038262,373,96,403,97
FBgn0038266,5,4,4,0
FBgn0038268,278,260,290,300
FBgn0067628,126,134,135,150
FBgn0067629,110,122,111,122
FBgn0038271,968,953,1064,1104
FBgn0038273,151,178,166,127
FBgn0038275,283,251,270,290
FBgn0038279,27,30,7,14
FBgn0028662,1033,1036,1174,1138
FBgn0038277,36,49,43,38
FBgn0038274,405,419,436,446
FBgn0038272,574,657,709,725
FBgn0004597,147,142,194,190
FBgn0038269,375,334,387,378
FBgn0038258,270,263,326,286
FBgn0038257,38,39,33,37
FBgn0011217,2148,2406,2498,2651
FBgn0038256,2210,1815,2421,2101
FBgn0038280,1,0,3,4
FBgn0038281,4,1,3,3
FBgn0038291,0,0,0,0
FBgn0038292,113,137,100,125
FBgn0038296,125,182,147,214
FBgn0038294,5,10,5,7
FBgn0038290,787,660,860,583
FBgn0038286,3996,4150,4495,3997
FBgn0038285,73,68,59,59
FBgn0038300,494,571,556,566
FBgn0038302,160,212,172,259
FBgn0038304,355,375,371,424
FBgn0038307,193,226,216,239
FBgn0014879,473,568,463,647
FBgn0016691,207,217,228,231
FBgn0038312,375,446,358,379
FBgn0038313,119,105,115,118
FBgn0004117,16,6,17,14
FBgn0038315,53,59,49,47
FBgn0026441,470,506,543,546
FBgn0000533,9,15,9,12
FBgn0038319,310,347,320,337
FBgn0038320,778,909,938,955
FBgn0021750,367,431,411,448
FBgn0051301,286,331,293,418
FBgn0038324,190,231,194,210
FBgn0038326,281,427,340,491
FBgn0038327,135,191,137,219
FBgn0038331,101,101,126,124
FBgn0041188,1507,1623,1579,1781
FBgn0038339,12,8,22,17
FBgn0038337,249,144,264,149
FBgn0038334,3,7,4,3
FBgn0038332,135,147,156,150
FBgn0038330,38,104,44,134
FBgn0026737,232,263,273,367
FBgn0026634,422,485,478,497
FBgn0038325,327,385,382,408
FBgn0019925,350,432,469,498
FBgn0038321,128,144,140,151
FBgn0013269,821,920,877,962
FBgn0038318,590,680,586,650
FBgn0038316,242,256,263,292
FBgn0011476,35,24,25,30
FBgn0027378,329,431,408,402
FBgn0000283,940,1032,936,1012
FBgn0038311,243,226,312,213
FBgn0038309,182,223,210,239
FBgn0045035,697,664,689,685
FBgn0038306,490,524,543,541
FBgn0051344,889,910,858,884
FBgn0051155,269,302,266,297
FBgn0038303,477,546,545,529
FBgn0038301,395,455,469,505
FBgn0038299,176,401,183,407
FBgn0028984,3596,4301,3108,4646
FBgn0000047,18,56,13,42
FBgn0038342,11,7,10,10
FBgn0019940,9,4,5,2
FBgn0038344,720,872,861,1048
FBgn0038345,1,4,5,4
FBgn0038350,8,7,12,9
FBgn0038349,1112,558,1016,548
FBgn0038348,53,46,53,50
FBgn0051296,272,222,296,201
FBgn0038343,0,1,1,3
FBgn0053207,2579,3108,3360,3353
FBgn0051446,3,2,3,3
FBgn0038353,1202,1044,1299,1209
FBgn0038354,10,8,5,6
FBgn0038355,1,3,9,4
FBgn0038356,2,2,0,0
FBgn0038358,1,1,1,3
FBgn0038359,2,2,4,0
FBgn0038360,235,267,298,303
FBgn0038361,89,92,97,77
FBgn0038363,550,630,614,727
FBgn0038365,348,361,443,450
FBgn0026616,2459,1822,2235,1828
FBgn0038366,106,111,148,143
FBgn0038369,400,399,450,431
FBgn0003483,443,602,482,640
FBgn0038373,144,150,135,125
FBgn0038377,2,3,4,3
FBgn0051183,1007,1175,1337,1514
FBgn0038376,1103,1261,1286,1335
FBgn0038371,193,288,199,280
FBgn0017567,233,280,291,252
FBgn0003227,207,221,230,218
FBgn0000246,59,65,49,44
FBgn0038357,6,4,3,1
FBgn0051294,3,5,5,2
FBgn0051292,1,0,1,0
FBgn0038381,25,15,26,12
FBgn0038385,60,53,58,65
FBgn0038387,437,624,531,633
FBgn0013334,523,697,537,730
FBgn0038389,117,147,132,140
FBgn0038390,379,397,325,389
FBgn0022787,2961,2943,3355,2964
FBgn0038391,66,75,68,74
FBgn0003117,4715,4708,5055,4324
FBgn0038394,137,186,155,149
FBgn0038396,253,265,257,288
FBgn0027948,1366,1730,1542,1842
FBgn0038398,52,39,44,44
FBgn0010379,1003,999,1094,977
FBgn0052855,36,47,36,37
FBgn0038397,398,552,378,473
FBgn0024222,264,307,293,273
FBgn0038395,76,78,81,59
FBgn0002783,795,897,813,870
FBgn0052856,151,227,187,218
FBgn0038388,386,447,456,481
FBgn0051088,0,0,0,0
FBgn0038386,50,58,59,50
FBgn0027657,2870,2321,3135,2584
FBgn0038380,0,3,7,2
FBgn0003319,128,130,145,144
FBgn0038401,580,551,666,595
FBgn0063649,4856,4965,4840,5261
FBgn0038404,50,91,70,78
FBgn0051287,160,164,138,155
FBgn0040071,2425,2890,2604,2817
FBgn0020407,116,146,110,116
FBgn0020399,168,178,152,135
FBgn0038412,46,66,49,60
FBgn0011858,714,438,653,574
FBgn0012011,165,124,227,117
FBgn0038414,179,73,199,76
FBgn0038415,150,57,154,53
FBgn0038416,213,114,213,98
FBgn0040271,1678,1075,1693,1228
FBgn0038407,2055,1933,2415,2317
FBgn0024491,2102,2488,4314,4979
FBgn0038402,62,71,62,52
FBgn0038400,753,888,940,1088
FBgn0038418,665,664,608,714
FBgn0027095,799,892,857,1097
FBgn0051279,290,208,322,189
FBgn0051282,802,456,701,464
FBgn0038424,384,522,508,584
FBgn0038425,128,192,155,176
FBgn0038429,341,319,368,346
FBgn0038431,9,23,17,13
FBgn0038432,439,554,480,559
FBgn0027053,292,365,359,410
FBgn0038435,9,10,9,13
FBgn0038436,55,48,47,53
FBgn0038445,104,140,112,123
FBgn0038446,327,475,440,534
FBgn0028381,5,3,12,5
FBgn0038439,26,28,38,25
FBgn0038438,595,575,633,630
FBgn0038437,133,160,136,175
FBgn0044826,2809,2820,3141,3066
FBgn0038428,492,577,543,639
FBgn0038426,79,85,78,83
FBgn0051497,766,890,1915,853
FBgn0003513,57,65,62,57
FBgn0038423,7,5,1,3
FBgn0038422,13,15,25,20
FBgn0038421,364,356,340,376
FBgn0038420,641,543,599,630
FBgn0038419,1798,2572,1841,2719
FBgn0038447,7,3,5,4
FBgn0027109,1,3,2,2
FBgn0038449,0,0,2,3
FBgn0038450,2,1,1,1
FBgn0038451,0,1,3,2
FBgn0015520,590,585,685,621
FBgn0038453,542,541,568,548
FBgn0015019,1643,1431,1849,1568
FBgn0015230,2,2,3,3
FBgn0020556,8,2,9,11
FBgn0063261,0,3,4,0
FBgn0003944,18,19,9,22
FBgn0051217,67,86,54,80
FBgn0038455,2495,2426,2829,2682
FBgn0015351,1149,971,1074,876
FBgn0038454,268,286,342,307
FBgn0038452,4,1,7,2
FBgn0022344,349,267,389,342
FBgn0027562,3,3,3,8
FBgn0020907,104,101,93,110
FBgn0038458,3,1,3,0
FBgn0043069,8,8,6,4
FBgn0038463,1110,1250,1322,1273
FBgn0038465,4890,4642,5775,4727
FBgn0038466,52,84,74,99
FBgn0038467,1010,966,1087,1125
FBgn0038462,420,435,446,452
FBgn0038461,466,520,553,616
FBgn0038460,2930,2750,3737,3305
FBgn0015011,339,256,380,283
FBgn0015008,9,4,2,3
FBgn0000015,149,169,146,177
FBgn0000014,3,10,15,10
FBgn0038468,3,9,5,5
FBgn0051268,5,9,9,11
FBgn0038471,365,399,391,394
FBgn0038476,617,666,593,600
FBgn0038478,763,857,858,867
FBgn0051269,0,1,0,1
FBgn0051265,3,5,5,2
FBgn0051267,2,0,2,1
FBgn0038484,54,41,56,54
FBgn0038485,0,3,2,2
FBgn0038486,2,2,1,2
FBgn0038490,199,215,212,246
FBgn0038491,369,437,419,483
FBgn0038494,15,23,14,25
FBgn0051262,0,1,2,2
FBgn0038492,83,124,86,127
FBgn0038488,896,811,1055,982
FBgn0038487,5,7,0,4
FBgn0038482,1,2,0,3
FBgn0038481,0,2,3,2
FBgn0038479,7,2,1,1
FBgn0038475,1795,1718,2207,1831
FBgn0038473,466,387,484,406
FBgn0038472,873,958,935,1062
FBgn0038470,388,453,456,503
FBgn0038469,32,60,39,66
FBgn0051418,0,1,0,0
FBgn0051419,1,1,1,0
FBgn0028992,119,112,116,114
FBgn0038505,2,0,5,3
FBgn0038506,0,3,3,3
FBgn0038507,6,4,4,4
FBgn0038508,0,1,0,1
FBgn0053333,0,0,0,0
FBgn0038511,8,5,14,3
FBgn0038512,0,2,1,0
FBgn0000564,1,1,0,0
FBgn0038510,3,0,0,0
FBgn0038509,3,3,1,0
FBgn0038504,1778,1415,1629,1452
FBgn0038499,362,355,378,343
FBgn0038498,9,12,12,7
FBgn0038516,7,17,5,17
FBgn0025571,1066,951,1186,1009
FBgn0038523,1,0,3,2
FBgn0003375,1,1,1,1
FBgn0038524,419,593,485,536
FBgn0038525,7,2,5,4
FBgn0038526,2,3,6,3
FBgn0012002,1826,1433,1999,1377
FBgn0038528,11,5,8,5
FBgn0051570,479,415,609,419
FBgn0011945,304,180,361,164
FBgn0038530,20,5,11,11
FBgn0038531,64,63,84,56
FBgn0051573,74,78,92,82
FBgn0051578,39,32,43,29
FBgn0051579,357,285,436,263
FBgn0051577,271,184,269,188
FBgn0038532,243,244,224,225
FBgn0051576,61,45,78,59
FBgn0000063,387,395,393,370
FBgn0038536,248,237,251,246
FBgn0051360,190,204,168,221
FBgn0051249,645,915,758,886
FBgn0051251,202,240,216,216
FBgn0038533,300,261,385,294
FBgn0051575,122,64,105,94
FBgn0051580,681,523,791,576
FBgn0051568,154,91,199,130
FBgn0051569,23,8,26,24
FBgn0051591,255,248,285,234
FBgn0011994,808,572,904,698
FBgn0011993,94,80,87,133
FBgn0038529,0,5,2,0
FBgn0011840,43,79,50,50
FBgn0038527,7,5,6,5
FBgn0011944,434,288,447,316
FBgn0004554,1,1,2,2
FBgn0038519,366,377,422,373
FBgn0010926,493,436,540,504
FBgn0038515,556,596,620,624
FBgn0016650,21,15,19,14
FBgn0038540,0,4,1,3
FBgn0038541,10,10,11,10
FBgn0038545,271,282,293,273
FBgn0038558,0,2,1,0
FBgn0038552,699,788,855,881
FBgn0038551,391,429,470,449
FBgn0038550,13,13,12,17
FBgn0038549,148,180,160,209
FBgn0038548,155,177,145,165
FBgn0038546,619,613,711,724
FBgn0038542,29,17,22,24
FBgn0038539,3,3,1,1
FBgn0000477,10,12,9,11
FBgn0038564,108,114,138,126
FBgn0038565,37,33,25,32
FBgn0038566,0,1,0,0
FBgn0003499,279,273,251,341
FBgn0051242,474,455,488,552
FBgn0051518,82,56,86,80
FBgn0038567,2,0,4,1
FBgn0038568,0,0,0,0
FBgn0010389,49,71,50,58
FBgn0022943,288,331,315,357
FBgn0042693,1310,1392,1382,1358
FBgn0038576,426,437,510,471
FBgn0038578,411,468,490,519
FBgn0028499,262,370,320,411
FBgn0038581,24,26,22,38
FBgn0038582,144,162,161,156
FBgn0038585,587,589,626,652
FBgn0011701,211,209,212,195
FBgn0020238,3627,3706,3701,4115
FBgn0038589,0,0,0,0
FBgn0038592,96,102,134,114
FBgn0026250,339,341,362,365
FBgn0038597,468,455,453,446
FBgn0024432,815,1046,934,1189
FBgn0038607,48,31,19,27
FBgn0038609,244,259,253,238
FBgn0040569,2,2,2,2
FBgn0038611,44,75,32,62
FBgn0038610,12,23,21,32
FBgn0038608,62,61,46,40
FBgn0038606,10,20,17,11
FBgn0038603,190,234,212,379
FBgn0038602,6,2,6,4
FBgn0038601,272,317,342,302
FBgn0010877,1538,1482,1696,1657
FBgn0038598,654,656,678,613
FBgn0038596,54,54,32,46
FBgn0038595,121,128,136,129
FBgn0038593,432,454,452,493
FBgn0038590,298,409,427,439
FBgn0038588,340,373,365,406
FBgn0038586,333,416,415,450
FBgn0038584,255,261,295,324
FBgn0038583,98,119,135,119
FBgn0011481,1047,1071,1075,1154
FBgn0038579,84,86,86,93
FBgn0038577,245,276,324,333
FBgn0038569,469,439,530,476
FBgn0038612,3,7,7,6
FBgn0038619,157,217,169,194
FBgn0038626,55,26,78,19
FBgn0038627,56,75,80,56
FBgn0038630,1,1,3,7
FBgn0023083,612,686,685,679
FBgn0038629,15,14,10,2
FBgn0004652,6467,6483,7182,6690
FBgn0051122,745,722,725,893
FBgn0038621,186,257,208,221
FBgn0038617,307,324,371,378
FBgn0028670,5240,5708,6907,6121
FBgn0038613,36,64,46,61
FBgn0044871,365,373,431,443
FBgn0051231,154,183,155,180
FBgn0051229,77,82,110,104
FBgn0038638,236,202,217,196
FBgn0051230,11,8,10,7
FBgn0038640,146,154,163,165
FBgn0038641,3,1,1,0
FBgn0051226,0,0,1,0
FBgn0038653,58,40,60,30
FBgn0038652,318,379,363,451
FBgn0038649,211,213,257,215
FBgn0024329,5734,5105,6205,5470
FBgn0038646,9,4,7,9
FBgn0038645,12,20,8,13
FBgn0038642,1,8,2,4
FBgn0038632,3,7,3,7
FBgn0051228,367,302,405,321
FBgn0038631,1,0,2,0
FBgn0038654,4,8,5,6
FBgn0038655,0,2,1,2
FBgn0003248,1,3,2,1
FBgn0038659,1172,1189,1240,1373
FBgn0022338,472,723,434,624
FBgn0038673,165,158,159,175
FBgn0038674,75,84,106,70
FBgn0027785,362,423,468,412
FBgn0015781,179,161,200,186
FBgn0038675,208,221,206,199
FBgn0038676,16,18,18,22
FBgn0004876,1544,1668,1618,1820
FBgn0027784,251,256,281,278
FBgn0038672,181,139,189,208
FBgn0038666,122,152,120,149
FBgn0038665,19,45,28,26
FBgn0038662,1032,1078,1243,1074
FBgn0038660,1757,1567,2260,1732
FBgn0038658,2,1,3,0
FBgn0038656,1,0,2,2
FBgn0016120,580,590,602,629
FBgn0038679,324,501,288,499
FBgn0038680,74,128,106,150
FBgn0038681,559,386,533,434
FBgn0002962,136,256,129,167
FBgn0010768,2417,1752,2673,1742
FBgn0038685,34,44,29,42
FBgn0051475,29,49,42,55
FBgn0025680,24,34,21,27
FBgn0038692,732,788,864,820
FBgn0038695,12,15,11,14
FBgn0000463,533,554,661,649
FBgn0038694,21,13,17,8
FBgn0038693,1196,1229,1240,1181
FBgn0038691,168,177,157,158
FBgn0038690,348,394,394,398
FBgn0038686,248,260,301,328
FBgn0038678,114,86,126,127
FBgn0038700,48,35,35,40
FBgn0038701,28,44,38,49
FBgn0038702,56,50,37,43
FBgn0038704,441,478,418,532
FBgn0038705,12,10,10,14
FBgn0038709,69,60,86,51
FBgn0038708,4,4,0,4
FBgn0038706,54,24,35,18
FBgn0051244,34,46,52,39
FBgn0051245,18,25,16,29
FBgn0051404,20,21,18,17
FBgn0038697,15,16,19,20
FBgn0038715,3,7,5,8
FBgn0038716,38,38,38,58
FBgn0038718,4,2,3,3
FBgn0038719,32,28,63,47
FBgn0038722,595,608,662,599
FBgn0051220,11,7,10,8
FBgn0051219,30,17,19,11
FBgn0003011,13,15,21,12
FBgn0038727,67,33,74,47
FBgn0051216,887,613,916,722
FBgn0038732,8,3,7,6
FBgn0038733,5,4,14,7
FBgn0038734,7,17,8,7
FBgn0012004,2339,1912,2044,1976
FBgn0051215,1053,585,859,805
FBgn0051471,1080,943,1249,1100
FBgn0038731,1,1,2,1
FBgn0038730,2,0,0,0
FBgn0012003,841,700,974,762
FBgn0038725,28,16,33,24
FBgn0038723,374,380,368,381
FBgn0038721,1714,1641,1861,1897
FBgn0038720,733,626,958,758
FBgn0051459,1,0,3,0
FBgn0038735,409,430,436,441
FBgn0038737,359,397,445,432
FBgn0038739,112,132,140,127
FBgn0038742,214,233,232,264
FBgn0014006,669,747,743,689
FBgn0038744,1520,1597,1802,1822
FBgn0038747,2222,2041,2543,2153
FBgn0038751,8,7,8,4
FBgn0038756,7,5,13,4
FBgn0051213,61,64,52,47
FBgn0038760,235,242,217,272
FBgn0038766,129,142,125,126
FBgn0038768,360,340,349,375
FBgn0038772,475,457,519,597
FBgn0038771,309,306,339,309
FBgn0040571,36,54,52,47
FBgn0038769,596,627,663,699
FBgn0038767,168,189,183,204
FBgn0038765,182,156,182,159
FBgn0038763,367,497,450,427
FBgn0038761,31,40,36,52
FBgn0038755,2672,2645,3260,2862
FBgn0021776,51,39,45,33
FBgn0038753,13,8,16,12
FBgn0038752,7,17,11,7
FBgn0038750,7,11,7,14
FBgn0038749,0,0,0,0
FBgn0038746,483,489,563,543
FBgn0038745,543,565,621,642
FBgn0002940,62,77,64,64
FBgn0038741,348,325,286,315
FBgn0038740,141,145,147,150
FBgn0038738,894,936,1003,1034
FBgn0038773,3,1,4,1
FBgn0045471,5,6,0,1
FBgn0038774,1,1,1,2
FBgn0038775,2,3,0,3
FBgn0051206,1,48,1,2
FBgn0003249,5,4,9,29
FBgn0038788,417,404,447,429
FBgn0038789,30,9,34,12
FBgn0038790,1,0,1,1
FBgn0038796,1,1,0,1
FBgn0038798,0,1,6,4
FBgn0038799,11,4,9,11
FBgn0002869,0,1,1,2
FBgn0038797,5,5,3,1
FBgn0038795,1,4,6,0
FBgn0038787,1297,1372,1423,1393
FBgn0038784,13,12,11,17
FBgn0038783,55,44,47,49
FBgn0053192,54,64,68,49
FBgn0043457,346,361,385,377
FBgn0038803,571,662,616,723
FBgn0038806,266,325,301,316
FBgn0038808,400,423,479,505
FBgn0038810,434,487,448,565
FBgn0023097,772,801,796,828
FBgn0038815,159,240,200,243
FBgn0001169,798,917,869,807
FBgn0038816,362,442,412,430
FBgn0038819,5,9,4,8
FBgn0051205,2,3,4,2
FBgn0004107,347,358,268,318
FBgn0051200,0,2,1,1
FBgn0051199,3,5,3,6
FBgn0038821,43,57,27,40
FBgn0024944,84,125,71,164
FBgn0038820,2,1,0,2
FBgn0038818,57,57,59,62
FBgn0028422,8,6,6,12
FBgn0051201,36,62,27,41
FBgn0015279,873,922,890,910
FBgn0038814,100,172,153,148
FBgn0051506,446,519,513,628
FBgn0038811,332,396,385,380
FBgn0014029,461,549,499,610
FBgn0038809,851,1087,904,1256
FBgn0023212,448,520,449,591
FBgn0038805,781,818,862,814
FBgn0038804,196,288,267,407
FBgn0040575,73,64,65,69
FBgn0038826,3532,4035,3870,4115
FBgn0019936,1248,1416,1393,1469
FBgn0051223,299,379,346,395
FBgn0053094,914,1072,1062,1157
FBgn0038832,825,955,848,860
FBgn0038833,1,6,0,4
FBgn0038834,446,413,460,502
FBgn0028396,5,9,12,8
FBgn0044812,1,2,5,4
FBgn0038838,0,1,2,2
FBgn0044809,0,4,3,1
FBgn0051480,490,409,516,479
FBgn0051334,1065,976,1106,918
FBgn0051333,399,351,407,403
FBgn0038840,16,11,11,16
FBgn0038842,2794,2641,3008,2875
FBgn0051191,37,24,32,34
FBgn0044810,1,3,1,0
FBgn0038839,7,8,7,7
FBgn0038837,16,31,13,24
FBgn0027493,2106,2514,2240,2772
FBgn0038830,525,501,574,443
FBgn0038829,384,460,471,562
FBgn0038828,56,123,67,118
FBgn0038827,267,282,283,318
FBgn0046689,6,5,6,3
FBgn0051195,1344,1408,1514,1462
FBgn0013995,810,232,821,211
FBgn0038846,1414,312,1512,268
FBgn0026056,1385,1206,1487,1102
FBgn0038847,12,14,12,15
FBgn0038851,16,24,27,22
FBgn0038855,139,179,162,163
FBgn0028468,366,358,373,350
FBgn0015790,1279,1499,1480,1713
FBgn0010770,451,472,437,523
FBgn0038858,96,121,126,141
FBgn0038860,244,228,260,287
FBgn0038862,582,683,625,713
FBgn0038866,42,42,45,58
FBgn0038865,2466,2172,3009,2282
FBgn0038861,101,129,114,177
FBgn0038859,1,5,3,2
FBgn0038857,363,374,370,432
FBgn0038854,906,1220,1056,1405
FBgn0038853,2186,2529,2493,2662
FBgn0038852,18,22,22,19
FBgn0003257,1482,1830,1539,1759
FBgn0025865,1050,1193,1113,1306
FBgn0038850,76,84,81,80
FBgn0038849,45,48,53,44
FBgn0051207,23,15,11,16
FBgn0051189,13,12,10,13
FBgn0013812,1097,881,1122,822
FBgn0046763,4512,4293,5170,4615
FBgn0038845,53,24,45,13
FBgn0038868,205,262,207,280
FBgn0038870,358,422,317,438
FBgn0038873,12,13,16,14
FBgn0038874,116,131,125,152
FBgn0038876,207,232,215,232
FBgn0038879,2,0,2,3
FBgn0001234,8497,10178,8110,10765
FBgn0002781,3141,3459,3107,3426
FBgn0004110,11,10,8,16
FBgn0004862,4,5,8,10
FBgn0038887,18,11,8,13
FBgn0011278,100,64,90,78
FBgn0008651,14,15,3,8
FBgn0038881,4383,5076,4636,5250
FBgn0038878,13,12,31,8
FBgn0038877,645,755,637,749
FBgn0043012,145,159,162,183
FBgn0000527,209,278,214,338
FBgn0038871,299,367,334,365
FBgn0038869,432,445,495,436
FBgn0038889,362,362,334,371
FBgn0004863,9,8,9,12
FBgn0038890,1278,1790,1441,1855
FBgn0038894,71,93,82,87
FBgn0051176,1389,1321,1375,1431
FBgn0011766,1808,2038,1924,2031
FBgn0038892,55,62,52,63
FBgn0002941,15,30,17,23
FBgn0038897,22,18,22,16
FBgn0051343,1,15,7,9
FBgn0051233,11,5,25,10
FBgn0051198,10,8,14,9
FBgn0038901,7,8,10,5
FBgn0038902,143,134,160,152
FBgn0041229,2,2,3,1
FBgn0051431,763,625,757,586
FBgn0064912,68,56,70,57
FBgn0038912,667,897,681,1004
FBgn0053092,12,20,11,23
FBgn0051465,0,0,0,0
FBgn0038917,138,185,169,210
FBgn0038918,5,2,3,1
FBgn0038919,3,4,0,0
FBgn0038916,1,0,4,2
FBgn0038915,1,4,1,2
FBgn0038914,3,3,2,2
FBgn0051174,17,13,15,14
FBgn0038909,86,122,128,123
FBgn0015229,3840,3953,4329,4252
FBgn0045468,2,3,1,5
FBgn0045469,73,96,84,73
FBgn0045470,188,163,135,169
FBgn0013759,835,960,905,1162
FBgn0003867,34,63,27,55
FBgn0038903,123,149,150,149
FBgn0027575,54,53,58,45
FBgn0038921,21,44,37,29
FBgn0038923,207,263,207,259
FBgn0019957,314,371,356,413
FBgn0038928,613,824,787,1008
FBgn0038929,9,13,7,10
FBgn0040582,1,1,4,1
FBgn0038931,1,1,2,0
FBgn0038930,2,1,2,2
FBgn0038927,0,0,0,0
FBgn0038926,219,261,236,281
FBgn0038925,305,384,353,436
FBgn0038924,401,521,452,569
FBgn0019960,460,555,550,586
FBgn0038922,472,483,530,567
FBgn0051164,1,2,1,1
FBgn0051163,1937,2458,2084,2687
FBgn0038934,10,11,10,6
FBgn0038938,9,2,7,7
FBgn0038941,1,3,1,3
FBgn0038942,1,1,1,0
FBgn0038946,3,1,2,4
FBgn0038947,1086,1220,1155,1396
FBgn0260467,24,15,29,14
FBgn0038952,445,543,489,538
FBgn0038953,760,1000,855,1093
FBgn0038957,55,51,53,44
FBgn0051165,51,64,68,52
FBgn0051166,195,184,163,184
FBgn0038959,7,8,12,8
FBgn0038960,44,59,47,68
FBgn0038965,304,364,305,368
FBgn0038964,491,567,547,611
FBgn0038961,150,155,133,192
FBgn0051167,2018,1868,2115,1155
FBgn0051162,377,466,429,470
FBgn0038958,7,7,3,11
FBgn0038956,39,42,34,33
FBgn0038951,281,344,304,385
FBgn0038948,819,900,954,1064
FBgn0038945,1,0,1,1
FBgn0038944,1,0,0,4
FBgn0038943,3,2,1,1
FBgn0051423,2,1,0,1
FBgn0051424,0,2,1,0
FBgn0038972,311,355,338,432
FBgn0038973,118,125,128,150
FBgn0038975,194,790,205,868
FBgn0038976,332,328,344,432
FBgn0038978,2,1,3,2
FBgn0038979,2,4,4,0
FBgn0053110,11,14,12,15
FBgn0028837,492,552,470,688
FBgn0038989,336,452,394,495
FBgn0051158,2578,3094,2933,3316
FBgn0038993,65,99,65,110
FBgn0051159,227,344,273,368
FBgn0051161,108,157,110,146
FBgn0020278,2202,2233,2311,2429
FBgn0051156,235,324,259,334
FBgn0014949,210,289,252,273
FBgn0053107,232,416,264,401
FBgn0024558,672,867,738,868
FBgn0038986,26,18,17,13
FBgn0038984,445,555,504,610
FBgn0038983,4,5,5,3
FBgn0053099,1686,1440,1849,1551
FBgn0038981,1577,1736,1736,1928
FBgn0003676,1133,1144,1213,1305
FBgn0038977,251,295,331,318
FBgn0038974,113,159,150,155
FBgn0028688,855,1080,978,1224
FBgn0038968,804,826,840,808
FBgn0038967,7,14,10,12
FBgn0038966,662,986,786,1146
FBgn0039002,35,77,55,55
FBgn0039004,320,413,319,413
FBgn0039006,255,224,279,211
FBgn0039008,3,3,3,2
FBgn0039017,145,177,176,191
FBgn0039019,168,207,185,225
FBgn0039025,92,118,95,114
FBgn0039026,1214,1400,1434,1652
FBgn0039027,1,1,2,4
FBgn0039029,3,1,6,0
FBgn0039028,1,1,1,1
FBgn0040588,41,54,56,53
FBgn0039024,160,140,153,180
FBgn0039023,143,185,177,215
FBgn0039022,142,187,156,208
FBgn0051139,48,41,34,38
FBgn0039016,753,865,840,941
FBgn0039015,149,183,158,152
FBgn0039013,349,411,405,456
FBgn0024958,315,361,418,362
FBgn0051151,997,1167,1104,1151
FBgn0039010,121,123,121,113
FBgn0039009,6,8,8,5
FBgn0039007,32,32,41,35
FBgn0039003,432,710,491,761
FBgn0046114,1865,2547,2169,2878
FBgn0017590,247,236,281,336
FBgn0039030,0,1,2,1
FBgn0051281,4,4,5,4
FBgn0039031,2,6,2,0
FBgn0039033,1,1,2,1
FBgn0039034,2,6,2,1
FBgn0039038,5,14,5,8
FBgn0039041,3,3,3,1
FBgn0039042,12,19,3,10
FBgn0041225,1077,1277,1278,1477
FBgn0027526,358,460,424,498
FBgn0039049,33,27,32,21
FBgn0039050,4,3,4,4
FBgn0039051,24,18,19,34
FBgn0039052,24,23,14,28
FBgn0039053,20,23,15,20
FBgn0039054,96,104,91,91
FBgn0039048,192,232,225,218
FBgn0053193,1136,1107,1183,1076
FBgn0039045,0,0,1,0
FBgn0039044,604,616,764,700
FBgn0039043,76,137,66,108
FBgn0039040,9,7,3,7
FBgn0039039,30,26,14,28
FBgn0039056,3045,2846,3270,3296
FBgn0039066,665,888,816,998
FBgn0039068,95,125,91,104
FBgn0025781,216,291,237,303
FBgn0039069,140,183,131,174
FBgn0039071,208,233,171,174
FBgn0039070,49,61,54,71
FBgn0039067,458,604,487,590
FBgn0039065,246,255,274,301
FBgn0039064,71,74,101,66
FBgn0011596,297,421,371,487
FBgn0039059,42,44,41,39
FBgn0039058,20,42,33,33
FBgn0004395,1943,2381,2237,2468
FBgn0051457,593,734,652,913
FBgn0051365,795,922,913,981
FBgn0039055,536,573,614,666
FBgn0024509,739,1023,867,1129
FBgn0002622,1749,1960,1938,2049
FBgn0051225,4,3,4,3
FBgn0039079,1,3,2,1
FBgn0039080,2,0,4,3
FBgn0039088,2,5,3,3
FBgn0039087,5,4,3,4
FBgn0039086,2,7,8,7
FBgn0039085,4,5,3,2
FBgn0039084,19,21,14,28
FBgn0039083,4,1,5,3
FBgn0039081,8,8,6,15
FBgn0039078,18,13,13,12
FBgn0039077,1,1,1,1
FBgn0051515,0,0,0,0
FBgn0039075,26,28,26,22
FBgn0039073,27,37,20,28
FBgn0016119,799,907,715,1011
FBgn0039089,9,9,8,4
FBgn0039098,331,194,308,249
FBgn0039099,72,58,116,129
FBgn0039101,62,117,111,113
FBgn0042106,60,68,50,80
FBgn0039102,20,39,35,31
FBgn0051148,13,18,10,18
FBgn0051413,12,27,3,20
FBgn0051414,15,42,24,42
FBgn0039106,22,117,44,100
FBgn0039107,80,285,104,343
FBgn0039109,3866,3983,4972,4460
FBgn0028684,721,810,724,941
FBgn0039111,233,392,298,392
FBgn0039112,224,256,243,296
FBgn0028475,444,571,496,609
FBgn0039110,486,650,553,680
FBgn0028691,1809,1832,2217,2026
FBgn0039108,819,1355,905,1174
FBgn0002922,914,2050,1109,2229
FBgn0047351,8,4,3,5
FBgn0043005,11,13,7,11
